human,system
오늘 함께 저녁을 먹기로 했던 친구가 갑자기 일방적으로 약속을 취소해버렸어.,갑자기 약속이 취소되니 짜증이 났겠어요.
친한 친구 둘이서 나만 빼고 놀러 갔던 걸 알게 되었어. 너무 분하고 짜증이 나.,친구들이 나를 따돌린 것 같아서 화가 나고 짜증도 났겠네요.
내 친구 한 명은 기분 나쁜 일만 주야장천 얘기해. 나는 감정이 없는 줄 아나?,부정적인 이야기만 들으니 덩달아 기분이 안 좋으셨겠어요.
왜 이렇게 다 가식적인 거야. 짜증 나.,가식적인 사람 때문에 화가 나셨나 봐요. 왜 가식적인 게 짜증이 나나요?
나는 아직 건강하지만 앞으로 늙으면 몸이 아프지는 않을까 불안해.,몸이 아플까 봐 걱정이 되나 봐요.
결혼 준비하는 게 너무 짜증이 나.,결혼 준비에 어떤 점이 그렇게 느끼게 만드나요?
회사에서 문제를 다 내 탓으로 돌리는 것 같이 느껴져.,회사에서 사용자님께 책임을 돌리는 것 같아 답답하신 것 같아요.
요즘 직장 후배가 너무 버릇없어서 짜증 나.,같은 직장 후배 때문에 짜증이 많이 났군요.
미치겠어. 같이 준비해야 하는 결혼인데 나만 준비하고 나만 힘든 것 같아!,결혼 준비로 정신이 없으신 것 같아요.
내 친구는 항상 약속 시각에 늦게 나와서 짜증 나.,약속 시각을 지키지 않는 친구 때문에 기분이 많이 불쾌한가 봐요. 친구가 약속 시각을 잘 지킬 수 있게 하는 방법은 없을까요?
이번 주말에 회사에 출근해야 해. 친구들과 놀이공원에 놀러 가려고 했는데 너무 짜증 나.,주말 출근으로 인해 기대했던 계획을 못 하게 돼서 짜증 나시는군요.
내 룸메이트는 음식물 쓰레기를 한 번도 안 버렸어. 냄새나고 지저분해서 싫다는데 그건 나도 마찬가지야. 이제 정말 짜증 나.,음식물 쓰레기를 치우지 않는 룸메이트 때문에 짜증스럽군요. 룸메이트도 음식물 쓰레기를 버리도록 할 수 있는 방법은 없을까요?
내 남자친구는 기념일을 항상 잊어버려서 짜증 나.,기념일을 잘 잊어버리는 남자친구 때문에 속상하군요.
오늘은 아내와 말다툼을 했어.,왜요? 기분 좋지 않은 일이 생겼나요?
오늘 가입했던 펀드가 너무 떨어져서 짜증이 나.,손실이 생겨서 기분이 안 좋으시겠어요.
아 오늘은 왜 이렇게 짜증이 나지?,짜증이 나시는군요. 무슨 안 좋은 일이 있었나요?
짜증이 나. 입사시험 준비도 더는 못하겠어.,안 좋은 일이 있었나요? 어떤 일로 짜증이 나게 된 건지 말해줄 수 있을까요?
친구들의 장난이 너무 짓궂어. 웃어넘기는 것도 한두 번이지 이젠 짜증만 나.,친구들의 짓궂은 장난에 스트레스를 많이 받으셨군요.
이제 사람들 비위 맞춰주는 것도 지긋지긋해. 나도 내 감정 숨기기 싫어.,대인관계 때문에 스트레스를 받으시는군요. 마음이 답답할 때 주로 가는 곳이 있을까요?
내가 결혼을 안 하겠다는데 왜 자꾸 주변에서 결혼하라고 난리인지 짜증 나 죽겠어.,주변에서 결혼하라는 압박을 받아서 기분이 안 좋으시군요.
오늘 낮에 회사에서 정말 짜증이 나는 일이 있었어.,무슨 일이 있었는지 얘기해 주실 수 있어요?
아 회사 가기 싫다. 사장 얼굴 보기도 싫다.,회사에 안 좋은 일이라도 있으셨나요?
오늘 새로 들어 온 신입사원이 있는데 다리를 너무 떠는 거야. 은근히 신경 쓰여.,신입사원이 다리 떠는 것이 신경 쓰이셨군요.
믿었던 친구도 다 가짜네.,친구 관계에 무슨 걱정거리 있으신가 봐요?
오늘 여자 동기 때문에 너무 힘들었어.,여자 동기 때문에 힘드셨군요. 어떤 일이 있었나요?
신입사원이 입사한지 육 개월이 지나도록 실수를 너무 해. 그것 때문에 나도 상사한테 지적당하고 너무 짜증 나.,아직 신입사원이 업무에 적응을 못 했나 봐요.
우리 가족들은 물건을 쓰고 제자리에 놓지 않는 게 문제야.,가족분들께서 쓰고나신 물건을 제자리에 가져다 놓지 않으시는군요.
양쪽 부모님이 아이는 언제 낳을 건지 자꾸 물어보셔. 매번 물어보시니 솔직히 짜증 나고 화가 나.,같은 얘기를 여러 번 들어서 기분이 좋지 않으셨군요.
아무리 알아보고 이력서를 넣어봐도 취업이 너무 어려워서 짜증 나.,취업이 잘 안 돼서 짜증이 나셨군요.
요즘 팀장님이 나를 너무 스트레스받게 해.,팀장님과 어떤 일이 있으셨나요?
은퇴 준비를 어떻게 해야 할지 모르겠네 짜증이나 정말.,은퇴 계획은 언제로 생각하시나요?
부하직원 때문에 짜증 나 죽겠어. 일 처리가 너무 엉성해.,따로 이야기해 보셨어요?
올해보다 내년은 더 힘들 텐데 목표가 상향되어 힘들어.,목표가 상향되어서 많이 힘드신 거 같네요.
하루에 만 보 걷기가 힘들어. 정말 짜증 나.,만 보 걷기가 힘든가요?
몸무게만 생각하면 짜증이 나.,몸무게가 왜 걱정이신가요?
어제 남편이랑 부부싸움을 했어. 생각만 해도 너무 서운하고 짜증이나.,그렇군요. 남편이랑 부부싸움을 하셨군요. 어떻게 된 일인지 자세하게 알려주실 수 있을까요?
기분이 너무 안 좋아.,무슨 일 있으셨을까요?
연말에 남편이 정년퇴직하는데 연말이 다가올수록 남편이 예민해지네. 그래서 나도 짜증이 나더라고.,정년퇴직하는 남편이 예민해서 걱정이군요.
짜증 나 죽겠어!,짜증나는 무슨 일 있나요?
여자친구하고 만난 지 오래됐는데 여자친구는 결혼 생각이 없나 봐. 정말 짜증 나.,결혼하고 싶으시군요. 여자친구분께서 무슨 이유가 있을까요?
회사 상사가 너무 이상해. 작은 일도 트집을 잡으니 그만두고 싶어.,회사 상사분 때문에 스트레스가 많으신가 봐요.
면접에서 떨어졌는데 면접관의 말이 아직도 거슬려.,면접 과정 중에 마음이 불편할 일을 겪으셨군요.
남편 때문에 정말 너무나 짜증이나.,남편과의 관계에서 어려움이 있으시군요.
보험 가입 전화를 받았는데 은근히 화가 나네.,무슨 일이었는데요?
앞으로 살아갈 날은 많은데 노후준비를 하질 못해서 걱정이야.,노후준비를 못 해서 걱정이 크시군요. 혹시 앞으로는 계획이 있으신가요?
서류 작업하던 게 날아갔어. 다시 해야 한다고 생각하니 너무 짜증 난다.,열심히 작성한 서류가 다 사라져 버려서 기분이 안 좋으시군요. 저장해 둔 부분은 없나요?
어제 친구랑 싸웠어. 요즘 내가 부쩍 자기한테 짜증을 부린다고 하더라.,친구와 싸우셔서 마음이 안 좋으셨겠네요. 친구가 그런 이야기를 한 이유가 뭘까요?
오늘 아침부터 친구랑 싸워서 짜증 나.,아침부터 싸우셨다니 아주 속상하셨겠어요. 친한 친구이신가요?
나는 아직 결혼 생각이 없는데 부모님이 자꾸 선을 보라고 하셔서 화가 나.,결혼을 아직 원하지 않는데 부모님이 압박을 주시다니 많이 힘드시겠어요.
와이프가 너무 게을러서 집안일을 너무 안 해.,부인이 집안일에 관심이 없어 힘드시겠어요.
내일 교수님이랑 면담인데 정말 하기 싫다.,어떤 점 때문에 면담을 꺼리시는 건가요?
오늘 업무 마치고 같이 한잔해야겠어.,음주하려고 하시는군요. 무슨 일 있으세요?
정말 오늘은 짜증이 나는 하루야.,짜증이 나셨군요. 어떤 점 때문에 그러세요?
부장님은 나만 괴롭혀. 스트레스 쌓여서 암 걸릴지도 몰라.,부장님이 괴롭혀서 많이 힘드시군요. 어떻게 대처하고 계신가요?
제일 친한 친구와 사이가 나빠졌어. 돌아오는 주말에 야구장을 예약했는데 이유 없이 약속을 취소해서 짜증 나!,속상하시겠어요. 좀 더 말씀해보시겠어요?
요새 마음이 불편하고 기분도 오락가락하고 잘 알 수가 없어.,마음이 안 좋으시군요.
직장 상사가 개인적인 부분까지 참견하는 게 스트레스받고 짜증이 나.,직장 상사가 개인적인 부분까지 간섭해 속상하셨나 봐요. 직장에서 부당한 일이 생겼을 때 주로 어떻게 해결하시나요?
업무경력이 무려 이십 년이 넘었는데 사장님의 업무 간섭이 너무 심해서 짜증 나,업무 관계로 힘들어하고 계시는군요. 회사에서 어떤 일이 있었는지요?
어제 직장에서 나에게만 지적해서 너무 기분 나빠. 내가 신입도 아니고 경력도 많은데 말이지.,직장에서 핀잔 들어서 기분 많이 상하셨죠.
동창이 자기는 제주도나 하와이 가서 살 거라는 둥 자랑을 하는 거야. 그래서 내가 대화를 끊어버렸어.,동창과 대화하다 그런 일이 있었군요.
동기가 너무 일을 안 해서 내가 그 일까지 하고 있어. 너무 짜증 나.,동기 때문에 업무가 과중해지셨군요. 너무 바쁘시겠어요.
우리 막내가 중학교 이 학년인데 요즘 정말 말썽이야.,막내가 그 유명한 중학교 이 학년이군요. 어떻게 말썽부리는지 얘기해주실 수 있을까요?
아파트 부녀회장과 부녀회의 참석 문제로 의견 충돌이 생겼어. 정말 스트레스받아.,서로 의견이 맞지 않아 마음이 불편하시겠어요. 부녀회의 참석에 대해 어떻게 하고 싶으신 거예요?
요즘 회사에서 너무 바쁘고 정신없어.,회사에서 힘든 일이 있으신가요?
방 좀 치우라고 매일 열두 번씩 말하는데 왜 대체 매일 똑같은 건지. 너무 짜증 나.,가족 중 누가 방 청소를 안해서 화가 나시나요?
직장 때려치우고 싶어서 죽겠어!,직장 일 때문에 화가 많이 나셨군요. 어떤 일로 화가 나셨는지 말씀해주실 수 있나요?
여자친구 짜증 나.,여자친구가 짜증나시는군요. 무슨 일이에요?
오늘 친구들이 버스 안에서 내가 다른 반 친구들 욕을 했다는 거야. 나는 한 적 없다고 말하는데 안 믿어.,욕을 한 적이 없는데도 불구하고 친구들이 욕을 한 것처럼 몰아가서 힘드셨겠어요. 
반 친구 중 한 명이 나를 자주 괴롭혀서 선생님께 말씀드렸는데 도리어 나에게 짜증을 내셔.,선생님이 적절한 도움을 주지 못해서 기분이 나쁘셨을 것 같아요. 달리 도움을 구할 곳이 있을까요?
성적도 낮고 공부도 못하는데 내 진로를 뭐로 결정해야 하지? 진짜 짜증 나.,진로 문제로 고민이시군요. 혹시 적성에 맞거나 잘하시는 일이 있으신가요?
친구랑 싸워서 짜증 나. 왜 그러는지 모르겠어.,친구랑 싸워서 짜증이 나셨군요. 어떤 일로 다투셨나요?
버스 정류장에서 줄 서서 기다리는데 갑자기 새치기당했어. 짜증 나서 정말!,버스를 타려는 갑자기 새치기한 사람이 있어서 짜증 나셨군요.
과 팀 과제를 하는데 서로 미루기만 하고 결국 나만 하고 있어. 사람들이 너무 이기적이야.,팀 과제를 모여서 하는데 팀원들이 분담해서 하지 않고 미루면서 혼자 해서 짜증이 났군요?
오늘 면접을 봤는데 실수를 많이 한 것 같아서 짜증이 나!,오늘 면접에서 실수를 많이 한 것 같아 짜증이 나시는군요. 기분이 나아지기 위해 지금 하고 싶은 것이 있으신가요?
갱년기인 것 같아. 갑자기 열이 오르내리고 짜증이 나.,갱년기 증상으로 힘드시군요.
여자친구가 계속 나한테 이거 해라 저거 해라 말이 많아서 너무 짜증 나.,구체적으로 어떤 상황에서 그런 얘기가 오가는지 알 수 있을까요?
아내가 곧 출산을 앞두고 있는데 사소한 것에 대해 예민해지니 나도 점점 짜증이 나.,아내의 예민함 때문에 짜증이 나는군요. 출산 전 호르몬 변화가 많은 영향을 끼치고 있나 봐요. 
정말 짜증 나 죽겠어.,짜증 나는 일이 있었군요. 자세히 말씀해 주시겠어요?
남자 친구가 결혼 얘기만 하면 짜증을 내서 너무 화나.,결혼 얘기만 꺼내면 나오는 남자 친구의 짜증에 화가 많이 나셨군요.
친구가 먼저 사과를 안 하는데 너무 짜증 나.,친구가 잘못했다고 말하지 않아 화가 나셨군요.
결혼을 강요하시는 부모님 때문에 화가 나.,부모님의 무조건적인 결혼 강요에 화가 나셨군요.
요즘 상사가 말도 안 되는 것을 하라고 시키니 정말 화가 나.,상사가 시킨 업무가 말도 안 되는 거라 화가 나셨군요.
요즘 코로나 때문에 수입이 줄어 너무 힘들어.,코로나로 인한 재정 문제로 힘이 드시는군요. 
내가 비만 때문에 식사 조절을 하려고 하니 마음껏 못 먹어서 짜증이 너무 나.,식단 조절 중이라 많이 먹지 못해 짜증 나시겠어요.
오늘 나에게 부사장이 보고서 빨리 올리라고 닦달을 해서 짜증 났어.,부사장의 보고서 제출 압박에 짜증이 나셨군요.
내 주변 사람들은 대체 왜 그렇게 멍청하지? 말을 해도 몰라 정말 짜증 나!,주변 사람들 때문에 짜증나셨군요. 더 자세히 말씀해 주시겠어요?
막내가 마트에서 자꾸 투덜대서 짜증 나서 좀 혼냈어.,막내의 투덜거림에 화가 나셨군요.
삼십 년간 농사지어 번 돈으로 전원주택을 짓고 싶은데 건축비가 너무 비싸 짜증이 나네.,노후준비로 집을 지으려고 하셨군요. 재정 부담이 많이 되셔서 걱정되시겠어요.
도대체 뭐가 문제길래 자꾸 내가 떨어지는 거야. 최종 면접에서 또 탈락했어!,면접 때문에 크게 상심하신 것 같아요.
나 어제 아버지랑 또 싸웠어.,아버지와 다투게 되어 속상하셨군요.
나 오늘 과장이 일 못한다고 혼내서 짜증 났어.,과장님에게 쓴소리를 들어서 기분이 많이 안 좋으실 것 같아요. 어떤 상황이었나요?
지금 너무 화나고 어이없어서 웃음만 나와.,안 좋은 일이 있으셨군요. 어떤 일로 그런 건지 말해주실 수 있나요?
재정이 거덜 나서 짜증스럽네.,재정과 관련해서 어떤 문제가 생기신 건가요?
남편은 소극적인 성격인데 아들은 아주 초 소극적 성격이어서 회사에 다니는 것 외에는 나가지를 않네.,남편보다 소극적인 아드님에 대한 걱정이 많으시군요.
코로나 때문에 외출하는 게 쉽지 않아 짜증 나.,외출하지 못해 답답하시군요.
결혼을 준비하는데 남자친구가 도와주지도 않고 왜 이렇게 혼자 준비해야 하는 게 많은지 너무 짜증이 나.,결혼 준비로 인해 걱정이 많으시군요.
요즘 여자친구 때문에 너무 힘들어.,여자친구하고 싸우셨나요?
직장 상사가 자꾸 비위를 거스르는 말을 해.,직장 상사의 언행으로 다소간 불편함이 있으시군요.
요새 마음이 불편하고 기분도 오락가락 알 수가 없어.,최근에 마음이 안 좋으시군요.
얼굴이 자꾸 화끈거려.,얼굴이 자꾸 화끈 거리시는군요.
오늘 너무 짜증 나.,짜증나는 일이 있으셨군요.
오늘 기분이 안 좋아.,오늘 기분이 별로 안 좋은 일이 있으셨군요. 좀 더 이야기해 줄 수 있을까요?
이직하고 싶어.,이직하고 싶은 마음이 있으시군요. 무슨 일 있어요?
월급은 똑같이 받는데 누구는 일찍 퇴근하고 누구는 매일 야근이네.,동료의 업무량 때문에 많이 억울하시겠어요.
남자친구가 있는데 연애는 할수록 어렵다는 말이 맞는 것 같아.,남자친구와 무슨 일이 있으셨나요?
직장에서 너무 감정 쓰레기통이 되는 기분이야.,직장 생활을 하면서 내가 감정 쓰레기통이 된 것 같아서 기분이 좋지 않으시군요.
요즘 신입 직원이나 삼십 대 직원들 업무 처리하는 거 보면 너무 답답하고 화가 나!,젊은 직원들의 업무 처리가 마음에 들지 않으시는군요.
이번에 새로운 직원 때문에 회사 업무가 마비될 지경이야.,신입 직원의 업무 능력이 부족하군요. 자세히 말씀해 주세요.
결혼하면 집안일 다 해줄 것처럼 하더니 매일 나만 해!,결혼 전 약속을 지키지 않아 속상하시군요.
친구가 대화할 때 자기 이야기만 해!,일방적인 소통으로 힘드시군요. 어떤 대화방식을 원하세요?
친구가 빌려 간 내 물건을 잃어버렸어.,친구에게 빌려준 물건이 없어져 화나시는군요. 어쩌다 물건을 잃어버린 걸까요?
직장 후배가 같은 실수를 반복해서 너무 짜증이 나.,직장 후배의 잦은 실수로 힘드시군요. 실수를 많이 하는 이유가 뭐라고 생각하시나요?
오랜만에 동창생들을 만났는데 모두 여유롭게 사는 것 같더라고.,동창생들이 여유롭게 삶을 보내고 있군요.
밤새워 작성한 문서파일이 다 날아가 버렸어.,밤새 작성한 파일이 없어졌군요.
시누이가 산 아파트가 몇억이나 올랐어! 정말 짜증 나!,시누이가 산 아파트 가격이 올라 짜증 나시는군요. 짜증이 나는 이유가 있나요?
내 바로 상사가 자꾸 나에게만 어려운 업무를 나눠주어서 짜증이 나. 매일 야근하느라 힘들어.,업무 과다와 지속되는 야근으로 스트레스가 많으신가 봐요.
나이는 먹는데 연애는 어렵고 또 결혼은 언제 하지.,나이는 드시는데 연애는 어렵고 결혼은 언제할지 고민이 있으시군요.
친구와 밥을 먹었는데 오늘도 내가 냈어.,친구분과 밥을 드셨는데 돈을 먼저 내셨군요.
나 임신했는데 지하철에서 사람들이 임산부 자리를 양보하지 않아.,지하철에서 사람들이 임산부 자리를 양보하지 않아 앉지 못하셨군요.
직장 동료가 맞춤법을 자꾸 틀려.,직장 동료가 맞춤법을 틀리시는군요.
친구가 자꾸 명품 백을 샀다고 자랑해서 짜증 나.,친구분이 자꾸 명품 백을 자랑해서 짜증이 나시는군요.
직장 동료가 자꾸 나에게 반말을 해.,직장 동료가 자꾸 반말을 하시는군요.
친구들과 만나고 오면 기분이 나빠.,친구분들과 만나고 오면 기분이 나쁘시군요.
아내는 왜 싸우기만 하면 과거의 일을 들춰내지? 참 지긋지긋해.,아내가 싸울때 과거 일을 들춰내서 지긋지긋하시는군요.
노후를 대비하기엔 남은 자산이 한참 부족해서 짜증 나.,노후 준비가 부족해서 짜증이 나시는군요.
우리 가족들 하나같이 답답하고 짜증 나!,가족들에게 속상한 일이 있었군요. 무슨 일인지 말해보실래요?
진행하던 일에 내가 성과를 냈는데 사장이 다른 팀원만 칭찬하네.,사장님이 나의 성과는 무시한 채 다른 팀원만 칭찬해서 짜증 난 상황이시군요. 왜 그런 행동을 하셨을까요?
친구 때문에 지금 너무 화가 나서 미칠 것 같아.,친구의 어떤 행동이 나를 화나게 했을까요?
요즘 남편 때문에 너무 짜증 나.,무슨 일 있으신가요? 자세히 얘기해 주실 수 있으신가요?
요즘 너무 짜증 나는 일이 많아진 것 같아.,요새 짜증 나는 일이 많아지셨군요. 좀 더 자세하게 얘기해 주실 수 있으실까요?
남편은 내가 이야기하려면 피곤하다고 짜증을 내서 기분이 나빠. 괜히 나도 짜증이 더 나.,남편분과의 일 때문에 짜증이 나신 것 같아요. 무슨 이야기를 하고 싶으세요?
몸이 아프니까 자꾸 짜증만 나네.,몸이 아프셔서 짜증이 나시는군요. 어디가 많이 불편하신가요?
직장에서의 업무가 너무 많아서 짜증이 나.,일이 많으신가 봐요.
요즘 나도 모르게 자꾸 짜증 나!,그러시군요. 안 좋은 일들이 있으셨나 봐요.
이번에 건강검진을 했는데 짜증 나!,혹시 안 좋은 결과라도 나오셨나요?
아이가 아빠와는 이야기를 별로 안 해. 난 아이와 대화하고 싶은데.,자녀분이 아빠와 소통이 잘되지 않아서 속상하셨나 봐요.
몸이 나른하고 자꾸 짜증이 나고 매사가 귀찮을 때가 많아.,나른해지면 만사가 귀찮아지기 마련이죠.
남자친구를 밖에서?한 시간을?기다렸어.,요새처럼 더운 날씨에 정말 고생하셨겠어요.
내가 왜 이런 취급을 당해야 하는 거지? 나는 석차도 높은데?,안 좋은 일이 있으셨군요. 무슨 일인가요?
친구 계속 약속 시각에 늦어. 이게 도대체 몇 번째야 짜증 나.,친구가 약속 시각에 계속 늦어 짜증이 나셨군요.
왜 자꾸 아이를 낳으라고 강요하는 거야.,아이를 낳으라고 강요받는 기분이시군요.
엄마가 자꾸 내게 결혼을 서두르라고 해.,앞에 내용에 대해 더 자세히 알려 주시겠어요?
어떤 후배가 나보고 음료수 안 사줬다고 삐졌다고 하더라.,더 자세한 설명을 부탁드려도 될까요?
오늘 상사가 자기 서류를 나한테 시켰어. 너무 짜증 난다.,힘든 일을 시키셨군요.
오늘 약속한 친구가 한 시간을 늦게 와서 짜증 나.,친구의 지각으로 기분이 안 좋으신 것 같아요.
결혼 이야기를 하도 들었더니 온몸이 마비되는 거 같아.,어른들의 말씀에 기분이 안 좋으셨군요.
내 친구 정말 짜증 나.,친구가 짜증이 나시군요. 왜 그러시죠?
회사에서 자꾸 나더러 아홉 시보다 일찍 출근하라고 난리야.,정해진 출근 시간보다 빨리 나오라고 하니 짜증이 날 것 같아요.
남자친구 때문에 너무 짜증 나.,남자친구분 때문에 짜증이 나시는군요. 무슨 일 있으신가요?
친구들이 자꾸 롤 하자고 불러내서 짜증 나.,하기 싫은데 자꾸 불러내면 짜증이 나실 것 같아요.
사람들이 다 전공 살려서 취업한다고 생각해? 왜들 훈수 두는지 모르겠어.,주변의 훈수에 대해 어떤 마음인지 알려주시겠어요?
직장 동기가 너무 짜증 나.,직장 동기 때문에 짜증이 나셨군요.
오늘 직장에서 팀장님이 업무를 늦게 주어서 너무 기분이 안 좋아.,업무를 늦게 받아서 기분이 안 좋으셨군요.
부모님이 내 연애사에 너무 간섭을 많이 하셔.,부모님이 연애사에 너무 간섭을 많이 하시는군요. 좀 더 자세히 알려주시겠어요?
여자친구한테 바람맞고 이젠 연애는 지긋지긋해.,여자친구한테 바람맞고 이젠 연애는 지긋지긋 하시군요. 좀 더 자세히 말해 주시겠어요?
남자친구가 연락을 잘 안 해서 미치겠어.,남자친구가 연락을 자주 하길 원하시는 걸까요?
우리 회사에 부장 너무 싫어. 맨날 나한테만 뭐라고 해서 짜증 나 죽겠어.,부장님이 맨날 뭐라고 해서 짜증이 나시는군요.
결혼을 한 이후로 아내가 너무 불만이 많아.,아내가 불만이 많아서 어떤 감정이 드셨나요?
어제 남자친구랑 싸우고 잠을 설쳤어. 너무 짜증 나.,무슨 일인지 자세히 말해 주시겠어요?
남들은 기념일 날 명품 백도 사준다는데 짜증 나네.,남들은 기념일 날 명품 백도 사준다는데 짜증이 나시는군요. 자세히 알려주시겠어요?
친구가 장난이 심해서 오늘 엄청 짜증이 났어.,듣는 사람 기분이 나쁘면 장난이 아닌 거죠. 많이 짜증이 나셨겠군요.
짜증 나 죽겠어! 자꾸 아이 낳으라고 난리야.,계속 아이를 낳으라고 강요해서 화가 나시겠어요. 누가 자꾸 아이를 강요하시는 건가요?
