human,system
나 오늘도 회사에서 혼자 점심을 먹었어.,점심을 혼자 드셨군요.
요즘 환절기라 감기 기운이 있어. 안 그래도 코로나 때문에 불안한 시기인데 말이야.,코로나도 걱정되는 상황에 감기 기운이 왔군요.
애인이랑 요즘 권태기인 것 같아.,매우 속상하겠어요. 둘 사이에 무슨 일이 생겼나요?
노후에 살 전원주택을 짓고 있었어. 근데 마을 사람들이 길을 사용하지 못하게 해서 아주 큰 일이야.,집에 대해 걱정이 되겠네요. 길을 사용하고 싶으신가 봐요.
딸의 전공 선택 때문에 의견 충돌이 있어. 그거 때문인지 갑자기 모든 일에 의욕이 생기지 않네.,딸이 원하는 것과 본인이 원하시는 것이 다르군요. 속상하신 마음을 어떻게 하고 싶으신 건가요?
사람들하고 친해지려고 노력할수록 점점 멀어지는 것 같아. 이젠 뭘 어떻게 더 노력해야 할지 모르겠어.,대인관계를 위해 노력했는데 관계가 개선되지 않았다는 말씀이군요. 앞으로는 어떻게 하고 싶으세요?
올해에는 남편이 해외지사로 발령 난다고 해서 오매불망 기다렸는데 안 됐어. 몇 번째인가 몰라.,기다렸던 발령이 나지 않아 속상하시겠어요.
이번 생애는 결혼 못 할 거 같아.,결혼을 못 할거라고 생각하시는군요. 왜 그렇게 생각하시나요?
마음에 두던 남자에게 분위기가 괜찮다고 생각해서 고백했는데 차였어.,마음을 받아주지 않아 많이 좌절하셨겠어요.
대학에서 아무리 친구를 사귀려고 해도 안 돼. 나는 친구를 만들 수 없나 봐.,친구 사귀기가 잘 안 되어서 속상하시군요.
친구가 희망퇴직을 신청했다며 앞으로 희망이 없다면서 좌절하고 있어.,친구와 좌절감에 빠져서 걱정되시나 보군요.
아무래도 이번 기회에 명예퇴직을 신청해야 할 것 같아. 정년까지 해보려고 했는데 자꾸 좌절감만 생기네.,직장 일로 많이 힘드신가 보네요. 어떤 일로 그러시는지 여쭈어봐도 되나요?
취업이 안 돼. 이러다 정말 취직 못 하는 거 아니야?,일자리가 많이 적나요?
공무원 시험에 또 떨어졌어. 이제 기회가 몇 번 남지 않았는데 자꾸 마음이 무너져.,시험에 떨어져 마음이 무거우시군요. 시험이 어려웠나요?
시험을 망쳤어. 내 인생도 망한 것 같아.,시험을 망쳐서 좌절하시는군요. 이제 어떻게 하실지 생각해보셨나요?
친구를 사귀는 게 몹시 어려워.,친구 사귀는 게 몹시 어려우시군요. 친구를 사귈 때 어떤 점이 가장 어려운가요?
부모님이랑 오늘도 다퉜어. 심한 말을 들으니 무기력해져.,가족들과의 불화 때문에 좌절감을 느끼시는군요. 무슨 일로 다투셨나요?
이번에도 불합격이야.,회사에 지원하셨나 봐요?
이제 한계야. 너무 힘들어.,무슨 일이세요? 자세하게 이야기해 주시겠어요?
제일 아끼는 후배가 이번 승진에서 고배를 마셨어. 보고 있자니 안쓰러워.,바람대로 이루어졌으면 모두가 즐거웠을 텐데 아쉽겠어요.
내 인생은 아르바이트만 하다 끝날 거 같아. 요즘 같아서는 집에 있기도 눈치 보여.,요즘 걱정이 많으시군요. 
나 이번 최종 면접 결과 나왔는데 또 떨어져서 정말 좌절감이 들어. 어떻게 해야 할까?,면접에 떨어지셔서 좌절감이 드셨군요. 다른 회사에 지원한 곳은 있으신가요?
나 오늘 면접 봤는데 같이 면접 본 경쟁자들 능력이 정말 높은 것 같아.,경쟁자들이 너무 잘해서 주눅이 들었군요.
마흔이 넘으니까 업무책임감. 부하직원 케어 등 점점 더 업무가 감당이 안 돼.,직책이 높아질수록 업무도 많아지고 신경 쓸 것도 많아서 힘드시겠어요. 업무 스트레스를 털어놓을 수 있는 동료가 옆에 있나요?
특성화고등학교에서 성적관리를 열심히 하고 있는데 취업인지 대학인지 정하지를 못하고 있어. 이러다 이도 저도 아니게 되면 어쩌지?,불확실한 미래 때문에 걱정이 많으시군요. 자신의 진로를 위해 방안을 마련해보신 건 있으신가요?
부모님께서 나랑 더는 대화를 할 마음이 없어 보이셔. 가슴이 무너질 것 같아.,부모님과의 대화 단절로 마음이 좋지 않으시군요.
따돌림을 당하고 있는데 다들 내 잘못이라고만 해서 속상해.,따돌림을 당하게 된 특별한 이유가 있었나요?
들어가고 싶은 회사 채용공고가 나왔는데 좌절했어.,무슨 이유로 좌절을 했어요?
지난 검진 결과가 좋아서 기대하고 갔는데 다시 나빠졌다는군.,검진 결과가 안 좋아졌군요.
일을 마치고 집에 들어오면 나 자신이 초라해 보인다는 생각이 들 때가 종종 있어.,자신이 초라해 보이시는군요. 평소에 가족들과 대화를 많이 하시나요?
취업을 준비하고 있는데 벌써 다섯 번째 불합격 통보를 받았어. 더는 지원할 회사가 없어 절망적이야.,그동안 많이 준비하셨을 텐데 굉장히 속상하시겠어요. 요즘 들어 취업이 더 어려워진 것 같아요. 
이젠 정말 지쳤어. 더 이상 열심히 하고 싶지도 않아.,많이 힘드시군요. 혹시 어떤 일인지 물어봐도 될까요?
사는 게 왜 이런지 모르겠어. 열심히 산 것 같은데 나이 들수록 빈손이 되어가서 허무해.,열심히 살았음에도 불구하고 점점 가진 건 줄어드는 것 같아 허망한 느낌이 드시는군요. 
월급쟁이 살림 평생 아껴 쓰고 살았는데 이제 은퇴하면 어떻게 살아.,은퇴 후 재정적인 문제에 대해 막막한 기분이 드시나 봐요. 
은퇴 준비가 부족해서 스스로 화가 나.,은퇴 준비가 안 된 모습에 부족함을 느끼시는군요.
지금부터 노후 준비를 하는 것은 어려울 것 같아.,노후 준비로 걱정이 많이 되겠어요.
직원들의 잦은 이직으로 업무 부하가 많아 절망적이야.,구성원이 자꾸 바뀌는 업무 환경 때문에 부담을 느끼고 계신 것 같아요.
나이는 드는데 몸만 자꾸 아프네.,연세와 건강이 많이 염려되시는 것 같아요.
납품 기한을 잘 못 알고 납품을 못 했어.,납품 기한을 잘못 아셨다니 매우 속상하셨겠어요.
요번 코로나 때문에 명예퇴직하고 나온 퇴직금으로 운영 중인 식당이 완전히 손해가 엄청나. 너무 힘들어.,퇴직금으로 운영 중인 가게가 걱정되어서 힘드신 거군요.
지난번에 면접 본 회사에서 탈락 연락을 받았어. 너무 우울하고 좌절감이 들어.,탈락 소식에 마음이 많이 상하셨군요.
나름대로는 열심히 운동한 것 같았는데 말이야.,운동과 관련해서 어떤 문제점이 생긴 건지 더 듣고 싶어요.
세상에 나 혼자야. 매일 혼자 밥을 먹고 같이 어디를 갈 수 있는 친구도 없어.,주변 대인관계로 인해서 걱정이 많으시군요.
친한 친구가 사고를 당했어.,친한 친구가 사고를 당해 정말 충격이 크시겠군요.
요즘 하루가 다르게 기력이 떨어져.,몸에 이상이 있으신가요?
주변 사람들 보면 나는 결혼하고 아이 키우는 삶을 살 수 있을지 걱정이야.,주변에 어떤 것을 보고 그런 생각이 드신 건가요?
이렇게까지 해서 내가 살아야 하나 싶어.,그런 생각이 드셨군요. 무슨 일 있으셨나요?
내 인생 목표가 행복한 가정을 가꾸는 건데. 내가 부족해서 잘 안 돼.,행복한 가정을 가꾸시는 게 인생의 목표이시군요. 행복한 가정을 가꿀 수 있는 방법은 어떤 게 있을까요?
이번 해에 남자친구와 결혼하고 싶은데 집값이 너무 올랐어. 우리가 모은 돈으로 신혼집을 사는 게 어려워져서 결혼을 좌절하게 돼.,신혼집을 구하시는 데 어려움을 겪으시는군요. 어떤 곳에서 신혼생활을 시작하고 싶으신가요?
아들이 가출했어. 가정을 제대로 관리하지 못해 좌절감이 느껴 줘.,아들의 가출 소식에 가정에 소홀했다고 생각하시는군요.
아들이 너무 말을 안 들어.,아들과의 대화가 어려우시군요.
동문 모임이 또 미뤄질 거 같아.,동문 모임이 미뤄졌군요.
나는 돈이 없어서 결혼할 수 없을 것 같아.,돈이 없어서 결혼을 못 할 거 같다는 생각이 드셨군요. 무슨 이유 때문에 그렇게 생각하세요?
이 세상은 참 불공평해.,이 세상이 참 불공평하다는 생각이 들어 마음이 안 좋으시군요.
오늘 면접 결과가 나왔는데 불합격이래. 이번이 세 번째야.,면접 결과가 좋지 않아 속상하시겠네요.
얼른 결혼해서 좋은 가정을 꾸리고 싶은데 하는 연애마다 오래가지 못하는 것 같아. 이번에도 헤어졌어.,가정을 꾸리려는 소망이 있는데 연애가 지속되지 않아 많이 힘드시겠어요.
이번 면접도 떨어지면 그냥 작은 회사라도 알아볼까 봐.,이번 면접이 떨어질까 봐 걱정되시는군요.
그냥 죽고 싶어. 더는 살아갈 희망이 없어.,삶에 좌절감을 느끼셨군요. 무슨 일이 있으신지 더 자세히 얘기해 줄 수 있나요?
이번에 담당한 프로젝트에서 내가 큰 실수를 해서 망쳤어.,담당한 프로젝트의 실수로 일이 틀어져서 슬프시겠어요. 좀 더 얘기해 주시겠어요?
이제 내 편은 없는 것 같아.,무슨 일 있으셨나요? 자세하게 이야기해 주실 수 있으신가요?
의사가 건강 관리를 해야 한다는데 지금 건강만 생각하면 좌절하게 돼.,건강관리 때문에 힘들어하고 계시는군요. 구체적으로 무엇 때문에 좌절하실까요?
난 남자들과의 대화가 쉽지 않아서 좌절감이 들기도 해.,그러신 이유가 있으실까요?
건강도 좋지 않은데 노후자금도 부족하고 앞으로 살길이 참 힘들 것 같아.,어디가 많이 불편하신지요?
늙어갈수록 돈 들어갈 일이 많아지는데 여유가 없으니 남은 인생이 막막해.,돈의 여유가 없어서 남은 인생이 막막하시군요. 경제적인 이유로 걱정이 많으신가요?
요즈음 너무 고민이 많아.,어떤 고민거리가 있으신가요?
이제 난 더 이상 회사에서 가치가 없는 사람이 된 것 같아.,회사에서 안 좋은 일이 있으셨나 봐요. 어떤 일이셨는지 여쭤봐도 될까요?
나이 육십이 넘었는데 경제 사정이 좋지 않아서 너무 힘이 들어.,경제 사정이 좋지 않아서 너무 힘이 드시는군요. 경제적인 이유로 걱정이 많으신가 봐요?
퇴직을 하면서 경제 사정이 안 좋아지고 있어 힘들어.,퇴직 후 재정으로 어려움을 겪고 계시는가 봐요.
친구가 사소한 일로 나에게 크게 화를 냈어.,친한 친구가 사소한 일로 화내서 기분이 좋지가 않으시군요.
원하던 직장에 취업하고 싶었는데 탈락했어.,원하던 직장에 취업하지 못해서 속상하시겠어요.
이번에 승진에서 누락됐어.,승진이 안 돼서 좌절되시군요.
남자친구가 또?바람을 피웠어. 이제?감당이 안 돼.,남자친구가?바람을 피워서?힘드시군요.
오늘 여자친구에게 차여서 좌절감이 들어.,여자친구와 이별하셔서 좌절감이 생기셨군요.
학생들한테 배신당해서 인간관계에 좌절감이 들어.,학생들한테 배신당해서 인간관계에 좌절감이 드시는군요. 무슨 일 있으셨어요?
주변에 결혼하고 싶어도 못하는 사람들이 많아.,더 자세히 설명 부탁드려요.
믿었던 친구들에게 배신당했어.,믿었던 만큼 좌절감도 크시겠어요.
여자 친구가 나보고 헤어지자 했어. 너무 좌절스러워.,여자 친구한테 헤어지자는 말을 들어서 마음이 많이 속상하시겠네요.
나는 이제 이 친구를 그만 만나기로 했어.,어떤 친구인데요?
이번에 아이를 낳기 위해서 노력했는데 실패했어.,아이를 낳는 것을 실패하셨다니 힘드셨겠군요.
난 상대방을 늘 배려해왔는데 사람들은 그 마음을 알아주지 않아.,인간관계에 지치셨나요?
오늘 오래 만났던 남자친구랑 헤어졌어.,남자친구와 헤어지다니 마음이 많이 안 좋으시겠어요.
친구랑 어제 너무 크게 싸웠어. 난 이제 그 친구와 다시 놀 수 없을 거야.,어제 친구와 싸웠던 일이 마음에 걸리시는군요. 화해하고 싶으신 건가요?
이번에 면접에서 또 떨어졌어.,면접에서 또 떨어져서 마음이 많이 좋지 않으시군요.
예비 신랑과 준비한 결혼식을 못 하게 됐어.,왜 결혼식을 못 하게 되셨어요?
어떤 회사도 날 받아들여 주지 않아.,회사가 안 뽑아줘서 힘든 상황이군요.
내가 인간관계에 너무 소홀했나 봐.,인간관계에 너무 소홀했다는 생각이 드시는군요. 자세히 말해 주시겠어요?
난 요즘 원서 내는 곳마다 불합격이야.,계속되는 불합격 때문에 많이 속상하고 좌절하셨겠어요.
이번에 너무 화나는 일이 생겼어.,어떤 일로 화가 나셨을까요?
여자친구가 나보고 한심하다고 이제 싫대. 좌절하지 않을 수가 없다.,여자친구에게 그런 말을 들으면 충분히 좌절할 것 같아요. 이유도 무엇인지 들었나요?
내 대인관계가 정말 좌절스러워. 회사 사람들과 잘 지내는 게 쉽지 않네.,회사 사람들과 잘 지내지 못해 좌절감을 느끼시는군요. 이유가 있을까요?
오늘이 부장님께 보고하는 날인데 어제 마무리를 못 해서 보고를 못 했어.,오늘 보고를 못 하셨군요.
좋아하는 남자에게 고백했는데 차였어.,좋아하는 남자에게 고백했는데 거절을 당하셨군요.
정말 기대한 직장이었는데 정말 나랑 안 맞는 회사인 것 같아.,어떤 점에서 회사가 나와 잘 맞지 않는다는 생각이 드셨나요?
아버지 직장이 가까운 곳으로 간대.,남은 시간이라도 친구랑 좋은 시간 보냈으면 좋겠네요.
이번에 회사에서 승진을 기대했는데 떨어졌어.,승진을 못 하셨군요?
건강 검진 결과가 나왔는데 암이 재발했다는군.,정말인가요? 충격이 심하셨겠어요.
난 지금까지 뭐 했을까?,걱정이 있으신가요?
병원에서 건강검진을 했는데 결과가 좋지 않게 나왔어.,결과가 좋지 않게 나와서 많이 걱정되시겠네요. 병명이 뭔가요?
업무 강도가 높아서 힘이 드네.,일이 많아서 힘드신가 봐요?
남편이 어제 외박을 했어.,남편분이 외박을 하셨군요. 무슨 일 있으셨어요?
내 몸 상태가 이렇게 나쁜 줄은 몰랐어.,건강검진 결과가 생각보다 안 좋나 봐요.
다른 사람들은 임금이 올랐는데 나만 안 올랐어. 그래서 우울해.,임금이 안 올라서 우울하시군요.
나는 돈이 많이 들어 좌절할 때가 있어.,어디에 지출을 많이 하시나요?
필요한 만큼 재정이 부족하면 좌절하게 돼.,어느 곳에 재정이 많이 필요하신가요?
속상해서 미치겠어.,어떤 일 때문에 마음이 상하셨나요?
이번에 승진에서 탈락했어.,기대하셨던 일 같은데 승진 못 하셔서 몹시 속상하신가요?
요즘 남편과 재테크 이야기하면 소외감 느끼고 자괴감까지 들어.,무슨 일로 그렇게 마음이 안 좋으세요?
