human,system
회사 동료 때문에 기분이 안 좋아.,왜요? 혹시 무슨 일이 있으셨나요?
요즘 들어 병원에 가봐야겠다는 생각이 드네.,어디 편찮으세요?
선배가 자꾸 음주 운전을 해. 아무리 말려도 말을 듣지 않아서 몹시 화가 나.,선배가 음주 운전을 해서 몹시 화가 나셨군요. 선배를 설득할 만한 다른 선배는 없나요?
헛소문을 퍼트리고 다니는 사람을 어떻게 해야 하지? 화가 나서 견딜 수가 없어.,누군가 헛소문을 퍼트리고 다녀서 화가 많이 난 것 같군요. 기분이 나쁠 때 극복하는 방법이 있나요?
명절 때마다 친척들을 만나면 결혼 얘기를 꺼내는 데 매우 당황스러워.,친척들이 결혼 얘기를 하시는군요. 당황스러운 이유가 뭔가요?
결혼이 인생의 전부는 아니잖아!,결혼 문제로 속상한 일이 있으셨나 봐요.
일하러 가기 너무 싫어. 계속 다니다간 화병 걸리겠어.,직장에 대해 부정적인 감정을 갖고 계시는군요. 무슨 일이 있나요?
내가 몇 년 전에 어떤 공기업의 채용시험에 응시했었는데 최근에 그 일에 관한 기사가 나왔어. 기사에 내용을 보면 기가 찬다.,자세히 이야기해 주실 수 있으세요?
오랫동안 근무하면서 누구보다 열심히 일했는데 회사에서는 나의 진정성을 몰라주는 것 같아.,오랫동안 열심히 하셨는데 정말 속상하시겠어요.
그동안 뼈 빠지게 일해서 자식 교육시키고 집 장만하고 그랬더니 남는 게 하나도 없어.,고생에 따른 보람이 없다고 느끼시는군요.
주변 친구들과 비교하여 나는 노후준비를 전혀 하지 못했어. 다 자란 자식 걱정은 이제 그만하고 우리 부부가 여생을 편히 보낼 수 있는 방법을 찾아야겠어.,노후준비에 걱정이 많으시겠어요. 준비하고 계신 계획이 있나요?
나 결혼을 하고 노력하는데도 임신이 안 돼서 정말 화가나!,임신이 안되서 정말 속상하시겠어요.
내가 밤새 준비해 둔 보고 자료를 직장 상사가 본인이 한 것처럼 사장님께 오늘 오전 보고했어. 상사에게 따지러 갈까 해.,상사가 공을 가로채 기분이 좋지 않으시군요.
우연히 길거리에서 여자친구가 다른 남자와 함께 손잡고 걸어가는 모습을 봤어. 너무 화가 나.,아주 속상하셨겠어요. 좀 더 말씀해 보시겠어요?
내가 진짜 친구가 있는지 의심이 들어.,그러시군요. 좀 더 말씀해 보시겠어요?
실장님이 또 퇴근 직전에 지시를 내리셨어. 오늘까지 제출해야 한대.,얼마나 당황스럽고 속상하세요!
남편 때문에 정말 짜증 나! 나이가 들더니 고집만 늘었어.,남편의 고집이 늘어 짜증 나시는군요.
부모님이 내 처지도 생각하지 않고 자꾸 결혼을 강요하는 게 너무 화가 나.,결혼을 강요당한다고 느껴지셔서 불편하신가 봐요. 개인적인 상황을 고려해서 결혼한다면 언제쯤 하고 싶으세요?
딸이 대학을 중퇴하고 싶다고 해서 너무 화가 나.,딸이 대학을 중퇴하고 싶어 해서 정말 화가 많이 나셨군요. 평소 따님의 대학 생활에 대해 대화 많이 하시나요?
병원에서 류머티즘이래. 너무 오래 방치해서 손가락 기형이 온 거라고 내가 바보 같고 화가 나.,어머나 너무 아프고 힘드시겠어요. 치료법은 있다고 하던가요?
친구를 볼 때마다 너무 화가 나.,친구 때문에 짜증 나시는군요. 혹시 어떤 이유 때문일까요?
뭐가 문제일까? 연애도 결혼도 내 마음대로 되는 게 없어.,연애도 결혼도 맘대로 안되는군요. 무슨 문제가 있으신가요?
어제 남편과 말다툼으로 기분이 좋지 않아.,무슨 일로 남편과 다투게 되었나요?
남자친구 때문에 너무 화가 나.,남자친구분과 무슨 일이 있으셨나요?
오늘 여자친구와 싸웠는데 너무 화나!,무슨 일로 싸우셨어요?
친구들이 자꾸 나를 무시하는 것 같아서 너무 화가 나.,친한 친구들에게 그런 감정을 느끼면 더 속상할 것 같아요. 속상할 때 스트레스를 푸는 방법이 있나요?
우리 아들이 요즘 공부를 하지 않아 화가 나네요!,아드님께서 요즘 공부를 하지 않으시나요?
직장 상사가 아주 나쁜 사람이야.,무슨 일로 그러시죠?
요즘 기본적인 사회생활에 대해 말해도 툴툴대는 신입사원을 보면 스트레스가 쌓여 가.,신입사원이 많이 툴툴대는 스타일인가 보네요.
직장 부하가 자꾸 나보고 결정방식이 틀렸다고 하네.,직장 부하가 그런 말을 하던가요?
남자친구 때문에 정말로 화가 나.,남자친구 때문에 왜 그렇게 화가 나셨나요?
남자친구가 결혼식을 미루자고 하네.,왜 미루자고 하시는 건가요?
퇴근 후에 약속이 있었는데 급하게 처리해야 할 일이 있다며 야근을 하시자고 하셔서 화가 좀 나네.,누가 야근을 하라고 하시던가요?
회사 다니기 정말 싫다.,회사 다니기가 싫으시군요. 무슨 일 있으세요?
나랑 친한 친구들이 사실도 아닌 이야기로 소문을 내서 다른 아이들까지 나를 따돌려. 너무 화나.,사실도 아닌 이야기로 소문을 내고 그로 인해 따돌림을 받아 화가 나시는군요.
쉬는 시간에 복도를 지나가는데 나보고 수군거리는 거야. 자기들끼리 날 욕하는 거 있지!,주변 친구들께서 수군거리면서 나쁜 말을 해서 힘드셨겠군요. 
취업이 안 되니까 화난다.,그러시군요. 혹시 분노의 감정을 조금 해소할 방법이 없을까요?
이번에 남자 동기들이 모두 승진했는데 나만 못했어.,혼자 승진하지 못해서 정말 속상하시고 화가 나시겠어요.
지금까지 열심히 살아왔고 이제 좀 행복하려나 했는데 건강에 이상이 와서 화가 나.,건강이 그 무엇보다 중요한데 화가 많이 나겠어요. 건강에 어떤 이상이 왔나요?
동생이 자꾸 내 옷을 마음대로 입어. 그래서 화가나.,동생이 허락 없이 옷을 빌려 가서 화가 나셨군요. 어떻게 대처를 할 생각이신가요?
수입은 항상 일정한데 지출은 점점 더 커져서 나에게 화가 나.,재정 문제로 스트레스를 받으시는군요.
대체 왜 나 혼자만 바쁘게 일하는지 모르겠어.,동료 분들이 일을 도와주지 않나요?
공부만 강요하는 부모님 때문에 너무 화가 나.,공부를 강요당하는 느낌에 화가 나시는군요. 
나 지금 너무 화가 나.,왜 화가 나는지 여쭤봐도 될까요?
옆집 사람하고 말하기 싫다. 좀 사람을 무시하는 것 같아.,이웃 간에 무슨 일이 있었나 봐요. 왜 무시한다고 느끼셨나요?
내가 아내보다 수입이 적어서 일찍 퇴근해 집안일을 많이 도와주고 있어. 그런데 아내는 그런 나를 무시하고 있어.,무시당해서 속상하시군요.
우연히 남자친구 핸드폰을 보다가 다른 여자랑 카카오톡 메시지를 주고받는 것을 봤어.,너무 당황스러웠겠어요.
이번에 시험을 망쳐서 짜증 나.,시험 성적이 기대치보다 낮아서 속상하시겠어요.
학교 가는 게 즐겁지 않아. 너무 가기 싫어.,학교에서 무슨 일이 있으세요?
오늘 시험을 망쳤어. 그래서 정말 화가 나.,오늘 시험을 망쳐서 기분이 안 좋으신가 봐요.
요즘 같은 시기에 마스크 착용을 어떻게 안 하고 다닐 수가 있지?,전염병이 강하게 퍼지는 시기에 배려하는 마음이 중요할 텐데 아쉬움이 있네요.
요즘 회사에서 마스크 쓰는 거 너무 힘들잖아. 그런데 우리 부장님은 자꾸 마스크를 벗어서 싫어.,부장님이 마스크를 벗으셔서 화가 나시는군요.
대학 선배를 오랜만에 만났는데 그에게 분노를 느꼈어.,대학 선배 때문에 기분이 안 좋으셨군요.
친구들이 나를 따돌리는 거 같아. 기분이 나빠.,속상하고 기분이 나쁘시겠네요.
부모님께서 남동생만 편애하셔서 너무 화가 나.,부모님이 남동생만 편애하셔서 화가 나셨군요. 그렇게 느끼게 된 이유가 있으신가요?
엄마랑 대판 싸웠어.,무슨 일로 싸우게 되신 건가요?
오늘 면접을 보고 왔는데 기분이 안 좋아.,면접에 무슨 일 있으셨나요?
중요한 전공 서적을 친구한테 빌려주고 돌려받으려니까 잃어버렸대. 대수롭지 않게 말하는 친구를 보니 화가 너무 났어.,친구에게 전공 서적을 빌려줬는데 분실하고도 미안함이 없는 친구 때문에 화가 났군요?
나이도 있고 해서 요즘 운동을 시작하고 술 담배를 끊기 시작했어.,매우 잘하신 결정이에요. 저도 응원할게요.
사람들이 화를 잘 참지 못한다고 뭐라 하네. 그냥 감정에 솔직한 것일 뿐인데.,사람들이 계속 그런 말을 한다면 매우 큰 스트레스를 받으실 것 같아요.
결혼 준비를 하는데 계속 시부모님들이 사사건건 개입을 해. 내가 누구와 결혼을 하는 건지 알 수가 없어.,시부모님의 개입에 많이 지치시겠어요. 혹시 아내는 별말씀이 없으셨을까요?
현재 의대에 재학 중인데 내 적성에 맞지 않아 다른 진로를 찾는데 부모님이 너무 완고하셔서 화가 나.,부모님과의 의견 차이로 크게 화나시겠어요. 부모님과 그동안의 어려움에 관해 이야기해 본 경험이 있나요?
직장 상사가 기분 언짢은 일이 있었는지 그 화풀이로 나에게 엄청난 양의 업무를 지시했어.,과도한 업무량과 부당한 업무 지시로 화가 많이 나시겠어요.
아 너무 화나!,화가 나시는군요. 무슨 일이 있으셨나요?
나에 대해서 잘 알지도 못하는 직장 상사가 불쑥 나에게 갱년기냐고 물어보니 기가 막히더라고.,별로 친근하지 않은 사람이 갑자기 갱년기냐고 물어보다니 당황하셨겠어요.
남편이 몸이 안 좋다고 해서 병원에 가보라 했는데 약만 먹어서 너무 화가 나.,남편이 병원에 안 가보고 약으로 해결하려 해서 화가 나셨군요.
오늘따라 정말 화가 많이 나는 상황이네.,오늘 화가 많이 난 상황이시군요. 무슨 일이 있었나요?
아까 친구를 만났는데 화가 많이 나네.,화가 나는 일이 있었군요. 무슨 일이었나요?
요즘 나만 힘든 것 같아서 화가 나.,요즘 화가 나는 감정을 느끼시는군요. 무슨 일인지 여쭤봐도 될까요?
친구한테 빌려준 물건을 친구가 잃어버려서 화가 나.,친구가 물건을 잃어버려 기분이 좋지 않군요.
요즘 코로나 때문에 공채들이 많이 취소되어서 화가 나,취업의 어려움 때문에 많이 화가 나시는군요.
오늘 내 친구가 내 비밀을 다른 사람에게 얘기했어.,비밀이 노출되어 당황스러우시군요.
오늘 너무 화가 나는 일이 있었어.,어떤 일 때문에 화가 나셨나요?
일은 마무리가 되지 않았는데 칼퇴근하는 젊은 직원들 정말 이해가 안 돼. 책임감이 없어 보여.,일을 다 마치지 않고 근무시간만 지키겠다는 젊은 직원들에게 화가 나셨군요?
어떻게 은행들이 불완전 판매를 해서 손해를 보게 만들어? 내 노후는 어떻게 하라고.,노후를 준비 중이신데 은행들의 불완전 판매로 손해를 보셔서 속상하시군요. 은행들은 무슨 대책이 있다고 하던가요?
같이 아르바이트하는 사람 중에 일을 정말 못하는 사람이 있어서 볼 때마다 너무 화나.,같이 일하는 사람 때문에 힘이 드시는군요. 어떤 부분이 마음에 들지 않으신가요?
난 출산할 생각이 없는데 자꾸만 주위에서 아이를 가지라고 해서 기분이 좋지 않아.,주변에서 잦은 아이 이야기로 힘이 드시는군요.
직장에서 항상 나를 험담하는 사람이 있어.,직장에서 악의적으로 대하는 사람이 있으시군요.
신입사원들이 마음에 안 들어서 화가 나. 맨날 지각하는 건 물론이고 예의도 없어.,신입사원의 행동이나 태도에 불만이시군요.
친구가 내 과거 사진을 다른 친구에게 보여줘서 화가 나.,친구분께서 나의 과거 사진을 다른 친구분께 보여줘서 화가 나셨군요.
친구가 내 험담을 하고 다닌 것을 알게 되었어.,믿었던 사람이 나에 관한 뒷말을 하는 걸 알게 되어 정말 당황스러우시겠어요. 
오늘 직장에서 누가 내 험담을 했어.,직장에서 누가 험담을 하셨군요.
어제 회사에서 부당한 지시를 받았어.,회사에서 부당한 지시를 받아 당황하신 상태군요. 어떤 지시였는지 들어봐도 괜찮을까요?
건강검진 결과 나올 때마다 기분 나쁜 일이 떠올라.,건강검진을 받을 때마다 안 좋은 일이 떠오르시는군요. 무슨 일인지 들어볼 수 있을까요?
남편이 나와 상의도 없이 주말에 동창들과 여행을 간대. 나와 상의도 없이 약속을 잡아서 화가나.,남편의 독단적인 행동에 화나셨군요. 나와 어떤 점을 상의하면 좋았을까요?
남편이 또 친구 빚보증을 섰어. 정말 다 엎어버리고 싶어.,남편이 빚보증을 서게 돼서 화가 머리끝까지 나셨군요. 이렇게 분노하게 된 원인이 있을까요?
너무 화나는 일이 있어.,기분이 많이 안 좋아 보이시는데 무슨 일이신지 말씀해주실 수 있나요? 
인터넷에서 건강에 좋은 영양제를 샀어. 근데 비슷한 것보다 열 배나 비싸서 열 받아.,너무 비싼 영양제 때문에 화가 나시겠어요. 어떻게 처리하시게요?
나 너무 친구 때문에 화나고 열받고 막 그래.,화가 나셨군요. 왜 그런 기분이 드는지 편하게 말씀해 보세요.
친구가 은근히 나를 무시해서 화가 나. 친구 관계를 끊어야 할까?,친구 때문에 고민이 많으시군요. 혹시 친구한테 자신의 감정을 말해보셨나요?
직장 상사가 회의 중에 나를 무시했어. 너무 화가 나!,상사에게 무시당해서 기분이 나쁘시겠어요. 무슨 이유로 그러셨을까요?
친한 언니와 여행을 가기로 했는데 약속이 갑자기 취소되어서 화가 나.,무슨 일이죠? 화가 난 일을 더 알려주실 수 있을까요?
화가 나고 분노가 치밀어 미치겠어.,목소리가 화가 나신 것 같아요. 무엇 때문인지 구체적으로 말씀해 주세요.
분노가 치민다 치밀어.,왜요? 직장에서 무슨 일 있으셨어요?
딸한테 핸드폰 계정 설정 좀 도와 달라고 하니까 그것도 못 하냐며 짜증을 내서 분노가 치밀어 올라.,따님분의 차가운 태도에 많이 속상하셨겠어요.
나이 들어서까지 일을 하니 여기저기가 다 아파서 분노가 치밀어 올라.,일 때문에 몸이 아파 화가 나신 것 같아요.
요즘에는 이기적인 사람들이 많은 것 같아.,이기적인 사람들이 많다고 생각하시는군요. 그렇게 생각하시는 이유가 있으신가요?
가끔 뉴스에 데이트 폭력 관련 기사를 보면 너무 화가 나.,데이트 폭력 관련 기사로 몹시 화가 나셨나 봐요.
회사에서 갑자기 명예퇴직을 통보받았어.,회사로부터 안 좋은 소식을 접하셨군요.
오늘 내 친구가 다른 친구를 괴롭히는 걸 봤어.,그러셨군요. 괴롭힘을 당하는 친구를 도와주셨나요?
요즘 코로나 때문에 취업이 너무 안 돼!,열심히 노력했는데 기회가 없어 화가 많이 나겠어요.
그렇게 잘해줬는데 왜 내 마음을 몰라주는지 모르겠어.,사람의 마음은 좀처럼 알기 힘들죠.
다른 친구들은 모두 남자친구가 있는데 나만 없어. 나 자신이 별로인 사람 같다고 느껴져서 화가 나.,다른 친구들은 연인이 있지만 자신만 없어서 속상하시겠어요.
다들 내 미래에 대해 부정적으로 이야기해서 너무 화가 나.,다른 사람이 미래에 대해 함부로 말해서 화가 나시는군요.
오늘 회사에서 과장하고 싸웠는데 너무 성질이 났어.,회사에서 그런 일이 있으셨군요. 속상하시겠어요.
얼마 있으면 결혼식인데 너무 화나.,얼마 있으면 결혼식인데 너무 화가 나시는군요. 무슨 일이 있으셨나요?
직장 상사 때문에 너무 화나.,직장 상사 때문에 화가 나시는군요. 직장 상사와 무슨 일이 있었나요?
친구가 내 험담을 했어.,친구의 험담에 화가 나시겠어요.
요즘 선배들이 나를 너무 얕봐서 화나.,선배들과의 관계에 있어서 힘든 일이 있으셨나 보네요.
면접 봤는데 떨어졌어. 왜 나는 노력해도 안 되는 거야!,면접에서 떨어졌는데 노력을 해도 안 되는 것 같아 많이 속상하시군요.
친구가 내 자전거를 빌려 가서는 잃어버렸대. 너무 화나.,너무 화날 것 같아요.
보고서를 가로채다니 정말 열 받아!,많이 화나셨네요. 무슨 일이신가요?
나 요즘 너무 스트레스받아.,스트레스받는 일이 있으신가 보군요. 어떤 일이신가요?
오늘 직장 상사가 모두가 보는 앞에서 나를 모욕했어. 너무 화가 나서 미치겠어.,모욕을 당해서 화가 나셨겠어요.
오늘 거래처에서 이유 없이 계약을 파기했어. 정말 화가 나.,거래처에서 계약을 파기해서 화가 나셨군요.
내 진로를 멋대로 결정하려는 아빠가 너무 싫어. 내 인생인데 왜 이러는 거야.,아버지가 진로를 맘대로 결정하셔서 어떤 마음이 드셨어요?
직장에서 후배가 일을 못 해.,직장에서 후배가 일을 못 하는군요. 좀 더 자세히 말해 주시겠어요?
내 결혼 파혼의 원인이 내 친구라니 믿기지 않아.,파혼의 원인이 친구라니 화나시겠어요.
이번에 결혼이 취소되었어.,이번에 결혼이 취소되었군요. 자세히 말해 주시겠어요?
직장동료들 때문에 너무 화나.,직장동료들 때문에 화가 나셨군요. 무슨 일이 있으셨나요?
친구가 자꾸 나한테 이래라저래라해서 너무 화났어.,친구분과 다퉈서 마음이 안 좋겠어요.
연애를 하면서 오늘이 제일 화가 났어.,어떤 부분이 화가 나셨나요?
내가 직장에서 오늘 받은 대접을 생각하면 너무 화가 나.,오늘 어떤 상황에서 화가 나셨는지 조금 더 자세히 말씀해주시겠어요?
친구가 내 연락을 안 받아주고 인사도 무시해. 정말 화가 나.,친구가 연락도 안 하고 인사도 무시해서 화가 나셨군요.
내 남자친구 진짜 짜증 나. 정말 화가 많이 난다.,남자친구 때문에 짜증이 나시는군요. 왜 그러시죠?
나를 화나게 하는 일이 있었어. 정말 폭발하기 직전이야.,나를 화나게 하는 일이 있었군요. 어떤 일이 있었던 건가요?
건강이 이렇게 나빠질 때까지 모르고 지내온 게 너무 화가 나.,건강이 나빠지신 걸 모르고 지내신 게 분노스러우신가 보네요.
은행에서 추천해 준 펀드가 수익률이 바닥이야.,정말 화나셨겠어요. 투자금을 모을 때 고생하셨을 텐데요.
아는 분이 병원에서 오진으로 결국 급하게 수술을 했지 뭐야.,병원에서 어떤 오진을 했나요?
노후 준비만 하는 남편 때문에 남편과 갈등이 있어.,남편분이 하는 노후 준비가 어떤 부분이 마음에 안 드시나요?
남편 때문에 화가 나서 어쩔 줄을 모르겠어.,남편분이 무슨 일로 화가 나게 하시는 건가요?
건강 검진 결과 나올 때마다 떨려.,건강 검진 결과가 나올 때마다 긴장이 되시는 것 같아요. 
나 남편 때문에 너무 화가 나.,남편분 때문에 화가 나시는군요. 무슨 일이세요?
하는 일마다 자꾸 꼬여서 정말 화가 나고 미치겠어.,많이 걱정되시겠어요. 이제 어떻게 하실 계획이세요?
회사에서 아직도 갑질이 많아.,속상하시겠어요. 어떤 일인지 말씀해 주시겠어요?
아들이 자기 방을 너무 지저분하게 사용하고 정리 정돈을 안 해서 아침마다 청소하다 보면 짜증이나.,그러시겠네요. 아드님이 바쁘신가 보네요.
남편이 건강 검진을 했는데 재검을 받으라는 통지를 받게 되었어.,걱정되시겠어요! 무슨 질환인데요?
요즘 신랑이 너무 술을 많이 먹어서 화가 나.,저런. 요즘 무슨 고민이 있으신 거 같네요.
오늘 건강 검진을 했는데 암이래. 너무 화가 나.,암이라니 많이 놀라셨겠어요.
요즘 남편 때문에 화가 나.,어떤 일 때문에 화가 나셨는지 얘기해 주실 수 있으세요?
몸도 아픈데 계속 일해야 하니 화가 나.,아픈데 일을 하시느라 속상하신가 보군요.
나 너무 화가 많이 나.,화가 많이 난 이유를 설명해 주시겠어요?
이번에 회사에서 진짜 어이없는 일이 있었잖아.,무슨 일이 있으셨어요? 상황을 더 말씀해 주시겠어요?
딸이 성적이 왜 이 모양인지.,자녀의 성적으로 고민이 있으신가 봐요.
요즘 마스크를 벗고 다니는 사람이 많은데 왜 그러나 몰라.,마스크를 쓰지 않고 다니는 사람에게 화가 나신 것처럼 들려요. 
내가 왜 회사에서 이런 취급을 받아야 하는 걸까?,회사에서 어떤 일이 있었는지를 더 자세히 말씀해 주시겠어요?
건강도 좋지 않고 화가 많이 나.,건강이 좋지 않으신 이유를 말씀해 주시겠어요?
내가 왜 위자료를 줘야 하는지 모르겠어. 너무 화가 나.,화가 많이 나셨군요. 위자료라면 어떤 일이 있으신 건가요?
나 오늘 상사에게 부당한 지시를 받았어. 정말 화가 나.,부당한 지시를 받아 화가 나셨군요. 어떤 일을 받으셨는지 말씀해 주시겠어요?
나는 회사에서 내가 가진 능력과 기여도 만큼 대우 받는 것 같지 않아! 그래서 매우 화가 나.,회사에서 대우 받지 못하는 것 같다는 느낌을 받으시는군요. 그런 느낌을 받으신 이유가 있나요?
같이 일하는 동료가 매번 지각하고 있어. 그래서 화가 나네!,동료분이 많이 늦으시나 보네요.
남편이라는 사람이 어떻게 이럴 수 있지?,남편분과 무슨 일이 있었는지 말씀해 주실 수 있으신가요?
내 친구가 약속 시각에 두 시간이나 늦어 놓고 사과도 안 하는 거 있지.,친구가 자신의 잘못을 사과하지 않으셔서 불쾌하셨겠어요. 친구가 늦은 이유가 무엇인가요?
면접 본 곳에서 불합격 연락을 받았어. 열심히 준비했는데 떨어져서 너무 화가 나.,열심히 준비했는데 떨어져서 속상하시군요. 이제 어떤 준비를 하실 건가요?
