human,system
내가 연애에 너무 방어적인 사람이래.,무슨 일이죠? 설명해 줄 수 있나요?
주위에서 소개팅을 시켜준다는데 나는 안 내켜.,소개팅 제안이 탐탁지 않으신가 봐요. 어떤 이유인지 알고 싶어요.
주변에서 이제 나이도 있으니 결혼하라고 난리야. 내 인생인데 간섭이 심해.,주변 사람들의 간섭이 부담스럽게 느껴지시는군요. 원하는 미래상이 있으세요?
내 나이가 되면 건강검진을 주기적으로 받아야 한다는데 결과가 안 좋을 것 같아서 자꾸 미루게 돼!,건강검진 언제쯤 받아보실 생각이신가요?
좀 더 도전적인 일을 해보고 싶은데 자꾸만 현실에 안주하게 되네.,다른 해보고 싶은 일이 있으신가요?
팀 프로젝트를 하면서 많이 힘들어서 그런지 사람들하고 얘기하고 싶지가 않아.,아주 지치셨군요. 팀 프로젝트를 진행하면서 어떤 점이 가장 힘드셨나요?
나는 이른바 회피형 인간이라고 부르는 타입인데 누군가와 연애하는 게 너무 어려워.,그렇군요. 왜 그렇게 느끼시게 된 건가요?
내가 이 회사에 지원해도 될까? 나는 뽑지 않을 것 같은데.,원하는 회사에 뽑히지 않을 것 같아 마음이 복잡하시군요.
이번 명절에 또 친척들을 만날 생각을 하니 벌써 스트레스야.,그러시군요. 친척들과 사이가 별로 안 좋으신가요?
다른 부서 일이 자꾸 넘어와서 걱정이야.,맡은 일도 있으실 텐데 걱정되시겠어요.
아이가 나만 보면 용돈을 달라고 해서 피해 다니고 있어.,고민이 되는군요. 어떻게 하면 좋을까요?
업무가 너무 많아서 짜증이 나.,업무가 많아 힘드시겠어요.
일을 계속하고 싶은데 남편은 임신을 원해. 대화하더라도 답이 없어. 요즘 그래서 남편을 피하고 있어.,임신 출산에 관한 가치관 차이 때문에 남편을 피하고 있군요. 어떤 점을 남편에게 이해받고 싶으신가요? 
신랑 은퇴가 얼마 안 남았는데 노후를 어떻게 준비해야 할지 모르겠어.,노후준비에 걱정이 많으시군요. 준비하고 계신 계획이 있나요?
김 부장이 오늘 점심을 사준다고 하는데 왜 그러는지 모르겠어.,부장님이 밥을 사주시는 상황이 이해가 안 되시는군요.
나는 이상하게도 평소에는 남자친구가 있었으면 좋겠다가도 막상 누군가가 다가오면 방어적인 태도를 보이게 돼.,남자친구가 있으면 좋겠다고 생각하지만 실제로 당신에게 다가오는 남자가 있는 경우에는 한걸음 물러서게 되시는군요.
얼마 전부터 자꾸 살이 빠지고 금방 지치네.,살이 빠지고 지쳐서 건강이 걱정되는군요.
주변에서 아무도 열심히 하려고 하지 않는 것 같아. 나마저 의욕이 떨어지는데 어떻게 하면 좋을까?,주변에서는 열심히 하지 않는 것 같아서 어떻게 해야 할지 고민이군요.
어려운 친구에게 돈을 빌려주고 싶어. 근데 남편이 화를 내더라고.,친구에게 돈을 빌려주는 문제로 집에서 의견 충돌이 있었군요.
이번 면접도 떨어져서 속상해. 뭐가 문제인지 모르겠어.,면접에 떨어지셔서 속상하시군요. 주위에 고민을 이야기할 친구분이 있으신가요?
내가 곤란한 일에 대해 도움을 주겠다는 친구가 나타났는데 무얼 바라고 나를 도와준다는지 모르겠어.,믿을만하지 못한 친구인가요?
나이는 점점 먹어가는데 취업하기가 하늘의 별 따기야. 주변 친구들은 이미 직장에 다니고 있어서 더 불안하네.,친구들이 직장인이고 본인은 취업준비생이라 더 불안하시겠어요. 취업시장에서 본인의 강점은 무엇이라고 생각하세요?
직장에서는 아무래도 좀 더 방어적인 자세를 취할 수밖에 없는 것 같아.,직장에서는 방어적인 자세를 취할 생각이시군요. 직장에서 무슨 일이 있었나요?
오늘 면접 봤는데 또 떨어질 것 같아.,왜 그렇게 생각하는지 설명해 줄 수 있나요?
내가 실수한 것도 아닌데 상사가 잔소리해서 짜증 나.,하지 않은 일로 잔소리를 들어 속상하군요. 이럴 땐 어떻게 해야 기분이 좋아질까요?
회사에서 내 입장이 곤란해졌어.,무엇이 당신을 곤란하게 만들었나요?
나 요즘 학교 폭력과 따돌림을 당하고 있는데 아무한테도 말을 못 하고 나 혼자 그냥 참는데 힘들어.,학교 폭력으로 너무 힘드시군요. 주변에 얘기하고 도움을 청할 수 있는 분은 없으세요?
살찐 아줌마들은 모두 건강하지 못하다는 거 선입견 아니야? 그렇지 않은 사람도 분명 있을 텐데 말이야.,그런 얘기를 어디서 들으셨던 건가요?
내가 지금 재정적으로 안 좋은 상황이지만 나에게 뭐라고 하지 않았으면 좋겠어.,속상하시겠어요. 주변에서 뭐라고 하는 사람이 있나요?
우리 부부는 대화가 없어.,많이 힘드시겠어요. 남편분이랑 사소한 말은 나눠보셨나요?
주변에서 나한테 일을 자꾸 넘기는 것 같아.,힘드시겠어요. 회사 일이 많이 바쁘신가 봐요?
친구가 갑자기 나에게 지금까지 쌓인 불만이 있었다면서 토로를 하는 거야. 당황스러워서 방어적인 태도로 대꾸해버리고 말았어.,갑작스럽게 친구로부터 불만 사항들을 듣게 되셨군요. 
이제 다른 사람들을 대하는 게 너무 힘들어.,다른 사람들을 대하는게 힘드시군요. 무슨 일 있었나요?
예전에는 잘 먹지 않던 건강보조제를 언젠가부터는 잘 챙겨 먹는 내가 신기해.,앞으로도 꾸준히 드셨으면 좋겠어요.
하고 싶은 일이 없어서 고민이야.,앞으로의 진로로 고민이시군요. 자신이 좋아하는 일이 있나요?
요즘 누가 자꾸 우리 집 문을 두드리고 가는 바람에 신경이 곤두서있어.,대문을 두드리는 이름 모를 대상 때문에 조심하고 있군요.
얼마 전에 아내가 나에게 서운하다고 얘기를 하더군. 둘만의 대화가 너무 없다고.,아내가 서운함을 이야기하셨군요. 이야기를 듣고 어떠셨어요?
얼마 전 소개팅으로 만난 여자가 적극적으로 교제 신청을 하고 있는데 조금 꺼려져.,여자분께서 굉장히 마음에 드셨나 보네요. 망설여지는 이유가 있으신지요?
난 대기업에 무조건 취업을 할 거야. 중소기업은 절대 안 가.,원하시는 취업처로서 기업이 있으신가 보군요.
난 결혼 절대 안 해.,결혼을 절대 안하시겠다고 하는군요. 무슨 일이 있으셨나요?
오래전에 연락이 끊어졌던 친구에게 연락이 왔는데 조금 기분이 별로야.,오랜만에 친구에게 연락을 받았는데도 기분이 그다지 좋지 않으셨군요.
팀장님이 오늘 내게 언짢은 언행을 하셔서 기분이 안 좋아.,팀장님이 좋지 않은 말을 해서 기분이 별로이군요.
이제 나이를 먹으니 소심해져!,어떤 점에서 소심하게 변했다고 생각하게 되셨나요?
부모님이 자꾸 결혼 안 할 거냐고 하는데 이제 그 소리 듣기도 지겨워.,계속 결혼하라는 말을 들어서 속상하셨군요.
요즘 들어 보험가입 권유 전화가 자주 와. 연금보험 믿고 가입해도 될까?,잦은 보험가입 권유 전화로 고민이시군요.
출산계획이 없는데 왜 우리 가족계획에까지 참견하는지 모르겠어.,정확하게 얘기해 줄 수 있나요?
노후 준비해야 하는데 정보는 많아. 그런데 믿을만한 곳이 별로 없어.,노후 준비를 하려고 하시는군요. 준비하는데 어떤 곳이 믿음이 가시나요?
이주 후에 부서를 옮기게 될 거 같아.,이주 후에 부서를 옮기게 되시는군요. 혹시 어디로 옮기시는지 말씀해 주실 수 있으신가요?
사회생활 하면서 새로운 친구를 만들기 어려워진 것 같아. 결국 사회에서 자주 만나야 하니 실수할까 봐 사회에서 친구를 사귀기 쉽지 않아.,사회생활 하며 새로운 친구를 만드는 데 어려움을 겪으시는군요.
입사한 지 얼마 되지 않았는데 부장님이 등산 동호회 들어오라고 자꾸 그러시네. 나는 생각 없는데 부담스러워.,입사 후 적응 기간에 동호회 참석은 큰 부담이 되는군요.
결혼 삼 년 차인데 부모님들이 자꾸 아이 언제 가지느냐고 물어보셔. 자녀 계획은 우리가 알아서 하면 안 되는 건가?,사용자님의 자녀 계획에 부모님께서 관심이 많아 언짢으시군요.
대학원 진학하고 싶은데 부모님 반대가 심하셔. 취업 준비하라고 강요하시네.,부모님께서 대학원 진학을 반대하셔서 고민이시군요.
요즘 세대들이 중년의 직장 상사의 업무수행 방식이나 지시에 불평불만이 많다고 언론에서 들었어.,그것을 듣고 어떤 기분이 드셨나요?
어제 딸아이가 친구와 다투고 울어서 왜 싸웠냐고 하니까 자기가 남을 배려를 안 하고 밀어내려고만 해서 그런 거라네.,따님이 친구와 다툰 일이 있었군요. 자세히 들려주세요.
요새 직장을 계속 다녀야 할지 고민 중이야.,어떤 부분에서 고민 중이신가요?
미투 운동으로 인해서 회사에서 회식문화가 많이 달라졌어.,미투 운동으로 회사 회식문화가 많이 바뀌었군요.
사람 관계가 요즘 너무 어려워.,사람 관계가 요즘 너무 어려워
내 몸매가 괜찮은 것 같은데 아내는 운동이라도 하라고 성화야.,아내가 운동을 하라고 해서 화가 나시는군요.
대학 원서를 접수하려는데 자신감이 너무 없어서 하향 접수하게 돼.,대학에 진학하지 못할까 봐 자꾸 방어적인 자세를 취하게 돼서 걱정이시군요. 무엇이 그런 태도를 취하게 했을까요?
요즘 내 감정에 대해서 솔직하게 얘기를 잘 못 하겠어.,감정을 솔직하게 얘기하시는 것에 어려움을 느끼시는 것 같아요. 왜 그런지 생각해보셨나요?
요즘 건강에 좋다는 음식 광고가 많은데 허위사실이 들어가 있는 것 같아서 먹기가 꺼려져.,허위 음식 광고가 신경이 쓰이시는군요. 
내가 요즘 사람들을 사귀기가 참 힘든 것 같아.,사람 사귀는 것에 어려움을 겪고 계시는군요. 무슨 이유가 있을까요?
오늘 면접을 너무 못 본 것 같아서 속상한데 화가 나.,면접에서 무슨 일이 있으셨길래 속상하셨나요?
난 남자가 다가오면 먼저 마음의 방어가 생겨.,왜 그런 거 같으세요?
의사 선생님이 혈당이 많이 올랐다고 조심하라고 하네.,혈당이 많이 올랐다는 소식을 듣고 놀라셨겠어요.
나 요즘 옆집에 이사 온 젊은 사람이 왠지 꺼림칙한 느낌이 들어.,그 사람 때문에 무슨 언짢은 일이라도 있었나요?
옆집 사람이 자꾸 친한 척을 해.,정말 친해지고 싶어서 그런 게 아닐까요?
부모님이 자꾸 나중에 뭐가 되고?싶으냐고?물으셔.,아직 결정하지 못했는데?자꾸 물으셔서?부담스러우시군요.
소개팅했는데?다시 만나자는 연락이 왔어.,다시 만나 보실 건가요? 
조금 눈높이를 낮춰서 입사 지원을 할까 해. 더는 상처받기 싫어.,마음이 많이 방어적으로 변하신 것 같네요?
난 연애와 결혼에 대해 방어적인 것 같아.,왜 그렇게 생각해요?
나는 남자와 결혼하지 않을 거야.,남자와 결혼하지 않으려고 생각하셨군요. 무슨 일인지 알려주실 수 있나요?
사람들이랑 너무 친해지는 건 안 좋은 것 같아.,사람들이랑 너무 친해지는 건 안 좋다고 생각하시는군요. 어떤 이유 때문인지 궁금해요.
친척분들이 연애 이야기를 꺼내시는데 그런 이야기 하기가 싫어.,어떤 점이 연애 이야기를 친척분들께 하기 싫게 만드시나요?
오늘 지하철을 타는데 갑자기 도를 아십니까 라고 묻길래 무시해 버렸어.,갑자기 낯선 사람이 포교를 해서 무시하셨군요.
자꾸 시어머님이 아기를 언제 가질 거냐고 물어봐. 이제 못 물어보게 쐐기를 박아야겠어.,시어머니가 사용자님이 아이를 갖기를 원하시는 것처럼 보여요.
친구랑 싸우게 되면 항상 방어적으로 되는 것 같아.,방어적이라는 게 어떤 거죠?
믿었던 사람한테 사기를 당했어. 이제 아무도 못 믿겠어.,믿었던 사람에게 사기를 당하니 어떤 마음이 드셨나요?
복지가 안 좋다는 말을 많이 들었어.,잘 생각하시고 좋은 결정 내리시면 좋겠어요.
아빠는 새엄마랑 친해지라고 하는데 솔직히 아직은 마음을 열지 못하겠어.,섣불리 마음을 여는 건 어려운 것 같아요.
은퇴까지 시간이 아직 남았는데 자꾸 눈치를 줘.,어떻게 눈치를 주는데요?
노후를 대비해서 퇴직금을 잘 지켜야 할 거 같아.,노후 재정 준비를 고민 중이시군요.
남편한테 속 터놓고 이야기하는 게 어렵네.,남편에게 마음을 열고 대화하는 게 어려우신 거군요.
나는 만성적인 병으로부터 벗어나고 싶어.,건강이 안 좋으시군요. 건강을 위해 무엇을 하고 싶으세요?
노후 자금을 잘 관리해야 한다고 생각해.,노후 자금을 잘 관리해야 한다고 생각하시는군요. 그렇게 생각하게 된 계기가 있으신가요?
난 노후 자금을 생각하면 걱정이 돼.,걱정스러운 생각이 왜 드시나요?
새로 온 상사 때문에 스트레스가 쌓이네.,상사가 새로 오셨군요. 어떤 점이 힘드세요?
남편과 애들 문제로 자꾸 싸워서 요즘 남편과 대화를 거부하게 돼.,자녀분들 문제로 남편과의 갈등이 있으시군요.
암에 걸리지 않아야 한다는 생각이 나를 방어적으로 만드는 것 같아.,건강이 매우 염려되시나 봐요.
최근에 친구랑 싸웠어.,그러시군요. 어떤 일로 싸우셨는지 구체적으로 말씀해 주실 수 있나요?
요즘 남자 친구랑 권태기인 것 같아.,남자 친구와 권태기라고 생각하고 있군요. 어떤 점에서 그렇게 생각하고 있는지 말해 줄 수 있나요?
평소 수행하는 업무도 충분히 부담이지만 새로운 개발 건으로 추가적인 근무 희생을 강요당하는 것 같아서 몹시 스트레스를 받고 부담스러워.,어떤 희생을 강요당하시는지 구체적으로 말씀해 주시겠어요?
집에만 가면 엄마가 결혼 이야기를 해서 스트레스받아.,어머니께서 결혼을 재촉하시는군요? 사용자님은 결혼 생각이 없으신가요?
어머니가 나이 사십 되기 전에 빨리 결혼하라고 하셔서 심적으로 압박감을 느껴.,어머니의 말씀에 심적으로 부담되시는군요. 결혼 문제로 진지하게 대화를 나누신 적이 있나요?
여자 친구와 결혼 이야기를 했는데 마음이 뒤숭숭해.,어떤 이유로 뒤숭숭하신가요?
의사가 나한테 내일 또 치료하러 오라고 하네.,내일도 치료받는 이유가 있나요?
친구들이 내 외모에 대해 비난했어. 나는 당황해서 아무 말도 못 했어.,친구들께 비난을 받았군요. 기분이 어떠셨나요?
결혼은 언제 할 것이냐는 말 때문에 정말 스트레스야.,결혼 문제로 스트레스받으시는군요. 누가 그런 말을 하나요?
나이를 먹을수록 사람에 대한 경계와 의심이 많아지는 것 같아.,그렇게 생각하신 특별한 계기가 있으셨나요?
예금 만기가 되었는데 남들은 이것저것 투자도 잘해서 돈도 많이 벌던데 나는 그게 안 돼서 답답하네.,우선 예금 만기 정말 축하드려요. 답답하다니 어떤 점이 걱정되세요?
이 회사에서는 너무 튀려고 하면 안 돼.,지금 회사에서는 튀어서는 안된다고 생각하셨군요. 그렇게 생각하게 된 계기가 있으신가요?
이번에 건강 검진받았는데 결과가 어떻게 나올지 걱정이야.,건강이 걱정되는 부분이 있나 보네요?
요즘 부모님과 대화를 하면 계속 싸우고 부모님을 피하게 돼.,속상하고 힘드시겠어요. 그렇게 된 이유가 있을까요?
아내와 냉전 중이야. 서로 말도 안 하고 있어.,부부 사이의 분위기가 안 좋아서 마음이 불편하겠어요.
집에서 왜 둘째를 안 갖냐고 성화야.,무조건 아이를 가지라고 하니 매우 갑갑하시겠어요. 
이제 은퇴할 때가 다 되었는데 노후준비가 걱정이야.,은퇴 후 노후준비에 대한 걱정이시군요.
코로나 일구 때문에 집 안에 있는 시간이 늘어서 가족들과 시비가 생길 때가 있어 힘드네.,요즘 집에 오래 있으면서 새로운 문제가 생긴 거네요.
어디서 사람을 우습게 보고 기분 나빠서. 난 내 노후준비가 우선이다. 어딜 넘보고.,안 좋은 일이 있었나 봅니다.
사방이 적으로 둘러싸인 것 같아.,왜 그런 생각이 드시나요?
요즘에는 처음 만나는 사람에게 쉽게 마음이 열리지 않아.,어떠한 부분에서 마음을 열지 않고 있다는 생각이 드셨을까요?
난 결혼해도 아이를 낳지 않을 거야.,아이를 낳지 않을 계획이군요. 어떤 계기로 그렇게 결심하게 됐나요?
새로운 사람에게 먼저 다가가는 게 어려워.,대인관계에 대한 걱정이 있으시군요. 처음에 어떤 말을 해야 할지 고민되시나요?
소개받은 남자가 전에 헤어졌던 남자친구처럼 집착증이 심할 것 같아서 시작도 하지 않으려고 해.,전에 남자친구로 많이 힘드셨나 봐요. 새로 소개받은 분도 그럴 것 같아요?
헤드헌터가 이직할 생각 없냐고 계속 찔러보는데 미치겠어.,이직할 생각 없냐고 계속 찔러봐서 힘드시군요.
새로운 사람들을 만나게 되면 자꾸만 벽을 치게 돼.,낯선 사람들에게 방어적이신 것처럼 보여요.
아르바이트만 하다가 취업하려니 거부감 들어.,아르바이트는 괜찮았는데 취업 준비를 하려니 거부감이 생기군요. 어떤 점 때문에 그러신가요?
나는 결혼에 대해서는 좀 방어적인 사람 같아.,자기가 방어적이라고 느끼시는군요. 혹시 이유가 있을까요?
나 그냥 출근 안 할까 봐.,무슨 일로 출근을 안 하시나요?
명절에 가면 어른들이 물어 봐. 취업은 어디로 했는지 말이야.,어른들의 질문을 받고 기분이 어떠셨나요?
엄마가 나더러 또 결혼하래. 아 너무 스트레스받아.,어머니께서 결혼을 강요하셔서 많이 힘드시겠어요.
내 성적을 보고 웃음을 터뜨린 친구에게 정색을 하고 화를 냈어.,내 성적을 보고 웃은 친구에게 화가 났겠군요.
내가 주말에 얼마나 공부를 했는지 물어보는 친구에게 궁금해 하지 말라고 말해줬어.,친구가 얼마나 공부하는지 궁금해 해서 화가 났군요. 그 친구는 왜 그렇게 물어보는 것일까요?
도시락에 엄마가 달걀말이를 싸주셨는데 어떤 애가 억지로 뺏어먹어서 짜증나.,엄마가 정성스레 싸준 반찬을 친구에게 뺏겨서 기분이 나빴겠어요.
친한 친구가 걱정돼서 조언을 했는데 반응이 안 좋아.,우리 집은 서로 아끼고 사랑하며 지내고 있군요. 조금 더 자세히 말씀해 주시겠어요?
아버지는 가부장적이어서 딸인 나를 항상 통제하려 하셔. 너무 답답해.,아버지의 통제 때문에 답답하시겠어요.
우리 집은 보수적이어서 나한테 남자친구가 있는 걸 엄마가 아시면 큰일이야.,어머니가 보수적이셔서 남자친구가 있다는 걸 숨기고 계시는군요.
나는 여잔데 동성인 여자를 좋아해. 이런 내가 이상하다고 생각해서 방어적인 태도로 살고 있어.,동성을 좋아한다는 혼란 때문에 방어적인 태도가 생겼군요.
아무리 친한 친구라 해도 모든 것을 털어 놓기는 싫어.,아무리 친한 친구라 해도 모든 것을 털어 놓기는 싫군요. 조금 더 자세히 말씀해 주시겠어요?
엄마는 내가 하는 것은 무조건 반대야.,엄마는 내가 하는 것은 무조건 반대군요. 조금 더 자세히 말씀해 주시겠어요?
대학 친구 한 명한테 필기를 빌려 달라고 하면 절대 보여주지 않아. 섭섭해.,필기를 보여주지 않는 대학 친구한테 서운하신가 봐요.
자기는 안 먹을 것이라며 라면을 하나만 끓이라던 친구가 반을 먹어 버렸어. 화가 나네.,그 친구의 행동에 많이 화나시겠어요.
친한 친구가 내 남자친구에게 웃으면서 슬쩍 몸을 부딪히더라고.,그 친구의 행동 때문에 많이 화나시겠어요.
부모님이 내가 좋은 회사에 취직해도 결혼으로 잔소리를 할 거 같아.,부모님의 잔소리 때문에 화가 나시겠어요.
남자친구는 나와 결혼할 생각이 별로 없는 것 같아.,남자친구는 나와 결혼할 생각이 별로 없는 것 같군요. 화가 나시겠어요.
친구들이 자기 자랑을 해도 이제는 별로 감흥이 없어.,그런 기분이 들어 많이 속상하시겠어요.
이제는 연애고 결혼이고 귀찮기만 해. 그런데 부모님은 빨리 결혼하라고 재촉하셔.,그런 생각이 들어 속상하시겠어요.
오래 회사 생활을 하고 싶은데 승진도 잘 안 돼서 그만두게 될 것 같아.,오래 회사 생활을 하고 싶은데 승진도 잘 안 돼서 그만두게 될 것 같아 많이 불안하시겠어요.
좋은 조건의 남자를 만나고 싶은데 만나도 결혼까지는 힘들 것 같아.,그런 생각이 들어 많이 속상하시겠어요.
몇 년 동안 공무원 시험을 계속 봤는데 올해도 떨어질 것 같아.,그런 생각이 들어 많이 화가 나시겠어요.
아르바이트만 이렇게 하다 취업은 점점 못할 것만 같아.,아르바이트만 이렇게 하다 취업은 점점 못할 것만 같아 많이 불안하시겠어요.
아내랑 더 이상 말하기 싫어.,아내와 말하고 싶지 않으시군요. 조금 더 자세히 말씀해 주시겠어요?
여자 친구랑은 아무리 얘기해도 제자리야. 이젠 포기할래.,여자 친구와 더 이야기를 하고 싶지 않으시군요. 지금 기분이 좀 어떠신가요?
아내와 같이 자는 게 싫어서 거실에서 자는데 이 일도 반복되니까 화가 나.,아내와 같이 자는 게 싫어서 화가 나시는군요.
집에 가면 아내에게 잔소리들을 게 싫어서 외박 했어. 짜증나.,아내에게 잔소리 들을 게 싫어서 외박을 하셨군요.
여자친구한테 전화가 왔는데 어떤 말을 해야 할지 몰라서 휴대폰을 껐어. 기분이 언짢아.,어떤 말을 해야 할지 몰라서 휴대폰을 껐군요. 기분이 언짢으시겠어요.
아내랑 말하면 기분이 안 좋아서 오는 시간에 맞춰 자는 척을 했어.,아내랑 말하면 기분이 안 좋아서 자는 척을 하셨군요.
아내랑 있는 것보다 혼자 있는 게 좋아 용돈을 주면서 내보냈어.,혼자 있고 싶어서 용돈까지 주면서 아내를 내보내셨군요.
여러 명이 친구 한명을 괴롭히길래 나도 모르게 화가 나서 그 친구를 감쌌어.,괴롭힘 당하는 친구를 보는 것에 화가 나셨군요.
난 학교폭력을 당하고 있는데 선생님도 믿지 못해서 이에 관해 말씀드리지 못했어.,선생님조차 믿지 못하셔서 관련된 사항에 대해 말을하지 못하셨군요.
학교 폭력 현장을 목격해서 신고하고 진술하게 되었는데 너무 무서워서 아무 말도 못했어.,학교 폭력 현장에 대해 너무 무서워서 진술을 잘 못하셨군요.
담배를 또 피냐고 아내가 잔소리를 하기에 소리를 질러버렸어 후회가 돼.,아내에게 소리를 지르셔서 후회가 되시는 군요.
먹어야 할 약이 너무 많아서 매일 먹기 귀찮아.,먹어야 하는 약들이 너무 많아서 귀찮으시겠어요.
은퇴 후 노후 준비가 필요한테 노후 대책을 알려주거나 교육 지원을 해주는 곳이 없어서 정말 화가 나.,노후 대책 준비를 할 수 있게 지원을 해주지 않아서 기분이 좋지 않으시군요.
나는 노후준비가 그렇게 필요하다고 생각하지 않아. 그래서 노후준비를 미루고 있어.,노후준비에 대한 필요성이 없다 생각해서 노후준비를 미루시는군요.
나는 은퇴하려면 아직 많이 남았어. 노후준비는 조금 더 천천히 해도 될 것 같아.,은퇴 시기가 멀어서 노후준비를 나중에 할 계획이시군요.
요양원 간호사들이 내가 재산이 많은 걸 아니까 잘해줘.,재산 때문에 잘해주시는 것에 대해 많이 속상하시겠어요.
의사 양반에게 소리 질렀어. 의사가 치매라고 말하는데 자식들한테 돈 받은 것 같아서.,막상 그렇게 말씀하셨어도 마음이 많이 불편하셨을 것 같아요.
나에게 잘하는 자식에게 재산을 더 주겠다고 했어.,재산 분배에 대해 이야기를 꺼내셨군요. 그래도 여러모로 씁쓸하시겠어요.
손자가 말을 안 들으면 용돈을 안 줘.,용돈을 못 받으신다는 말씀이신가요? 많이 속상하시겠어요.
만성 호흡기 질환 치료에 드는 비용을 연금 보험으로 해결하고 있어.,연금 보험금을 질환 치료 비용으로 사용하고 계시는군요.
류머티즘 관절염을 앓고 있어. 그래서 적금을 해약했어.,류머티즘 관절염으로 인해 그간 두셨던 적금을 해약하셨다니 많이 아쉽고 슬프시겠어요.
심한 결벽증으로 인해 돈 문제에도 사람들과 거래하지 못하겠어.,다른 사람들과의 거래에 차질이 생겨 무척 힘드시겠어요.
남편의 보증 때문에 우리 집이 압류를 당했을 때 난 거처를 구하러 다녔었어. 지금 생각해도 눈물 나.,남편의 잘못된 보증으로 인해 가정이 힘들어져서 슬프셨군요.
전화가 와서 받긴 받았는데 아무래도 보이스피싱 같아서 빨리 끊었어. 너무 놀라서 아직도 심장이 뛰네.,보이스피싱 때문에 많이 놀라셨군요.
영순 할멈이 나한테 사기를 쳤어. 너무 무섭고 심장이 벌렁벌렁하네.,사기를 당하여 무척 당황스럽고 화가 나셨군요. 조금 더 자세히 말씀해주시겠어요?
이 할머니가 가난한 게 남들한테도 보여질까 봐 명품을 입고 나갔어. 세상이 밉고 슬퍼.,무엇이 슬픔을 느끼게 하나요?
우리 아들이 도박으로 빚을 져서 내가 오늘 적금 다 깨서 보냈어. 내 아들이지만 너무 힘들다.,아들 분이 도박으로 빚을 졌군요. 마음이 많이 힘들겠어요.
노인회에서 터무니없는 큰 금액의 회비를 요구하기에 탈퇴했어. 정말 화가 나.,너무 많은 회비 요구로 인해 불쾌함을 느끼셨군요. 조금 더 자세히 말씀해주시겠어요?
