human,system
친구가 내가 보낸 메시지 바로 읽을 때마다 너무 당혹스러워.,친구가 보낸 메시지 바로 읽을 때마다 당혹스러우시군요. 이유를 알 수 있을까요?
내가 임신했대. 아직 난 준비가 안 됐는데 정말 당혹스러워.,계획 없는 임신으로 많이 혼란스러우시겠어요.
여자친구가 빨리 결혼을 하고 싶어 해.,여자친구분이 빨리 결혼을 하고 싶어 하시는군요. 그래서 마음이 어떠세요?
분명히 이번에는 꼭 합격할 거라고 큰소리쳤는데 큰일 났네.,뭔가 일에 차질이 생기셨나요?
나 원치 않은 임신을 한 것 같아.,많이 당혹스러우시겠어요.
오늘 양수가 터져서 입원했어. 당장 내일 출산해야 할지도 모른대.,정말 당황스러우셨겠어요. 몸은 괜찮으신가요?
팀장님이 날 싫어한다는 뒷얘기를 들었어. 난 팀장님을 좋게 생각했는데 당황스럽네.,내가 좋아하는 사람이 날 좋지 않게 본다니 당혹스러우시겠어요.
어제 길에서 어떤 사람을 마주쳤는데 좀 당황스러웠어.,그 사람이랑 무슨 일 있으셨나요?
상사와 잘 지낼 수 있을까?,어떤 점 때문에 걱정이신가요?
오늘 회사 사장님이 나보고 속을 알 수 없는 사람이래.,자세히 얘기해 보시겠어요?
오늘 직장에 가서 당황스러운 일이 있었어.,직장에서 당황스러운 일이 있으셨나요? 어떤 일이 있으셨나요?
연애를 오래 하긴 했지만 결혼은 생각도 못 해봤는데 청혼을 받았어. 너무 당황스러워.,생각지도 못한 청혼이니 많이 당혹스러우시겠네요.
직장 상사에게 크게 꾸지람을 들었어. 한 번도 이렇게 혼내신 적이 없는 분이라 너무 당혹스러워.,직장 상사분이 갑작스럽게 큰 화를 내셔서 많이 놀라셨겠어요.
결혼이 또 미뤄졌어.,결혼이 미루어 졌군요. 어떤 일 때문에 그러시나요?
길에서 누가 아는 척을 했는데 누군지 전혀 기억이 안 나.,누군가 아는 척을 했는데 기억이 안 나서 당혹스럽군요.
아는 대학 선배가 직속 상사로 들어와서 너무 당황했어.,어떤 점이 가장 당황스러우셨나요?
친구랑 약속을 했는데 너무 당황스럽다 지금.,어떤 일이 있었는지 조금 더 자세히 말씀해 주시겠어요?
오늘 본 면접도 결과가 나쁠 것 같아.,기분이 안 좋으시겠어요. 그럼 어떻게 해야 될까요?
우리 부부는 아직 아이 계획이 없는데 말이야.,그러게나 말이에요.
나는 무역 부서 쪽을 지원했는데 다른 부서에서 일하라고 해서 많이 당황스러워.,원하는 부서에서 일하는 게 아니라 많이 당황스러우셨겠어요.
오늘 회사에서 갑자기 은퇴 준비를 하라는 말을 들어서 너무 당혹스러워.,갑자기 은퇴 준비를 하라는 말을 들으셔서 굉장히 당혹스러우셨겠어요.
어제 와이프랑 싸웠는데 집을 나가더니 안 들어오네.,걱정이 많으시겠어요. 크게 싸우신 건가요?
아들에게는 없었는데 아내에게는 가끔 당혹스러울 때가 있어.,아드님께는 당혹스러웠던 적이 없으시다고요?
엉덩이 쪽이 무척 아파. 허리 디스크가 원인이래.,지금은 좀 어떠신지요?
갑자기 신랑이 친구들을 집에 불러서 엄청나게 당황했어.,저런. 상의도 없이 너무 하셨네요.
자궁에 물혹인 줄 알았는데 난소에 문제가 있다고 하니 너무 당혹스럽네.,결과는 정확한 진단을 받으신 건가요?
내가 대학교에서 전과하려는 과가 있었는데 내년에 사라진다네.,갑자기 그런 일이 있으셨군요. 당혹스러우시겠어요.
회사에서 정말 깜짝 놀랄 일이 있었어.,회사에서 깜짝 놀랄 일이 있으셨군요. 어떤 일이었나요?
정말 당혹스럽네. 이런 일은 있을 수 없다고 생각해!,이렇게 놀라신 이유가 무엇인지 알 수 있을까요?
우리 남편이 이제 겨우 오십이 넘었는데 치매라니.,남편이 치매가 왔다는 사실을 알게 되셨군요. 그 이야기를 들었을 때 어떤 기분이 드셨나요?
코로나 때문에 직장 그만둬야 할 거 같아. 정말 당혹스러워.,코로나 때문에 직장을 그만두게 되셔서 당혹스러우시군요. 그만두셔야 하는 자세한 이유를 말씀해 주실 수 있으신가요?
딸아이한테 남자친구가 생겼대.,자녀분께 이성 친구가 생겼군요.
회사 면접을 받는데 당황해서 잘 못 본 거 같아서 속상해.,면접을 잘 못 본 거 같아서 속상해하시는군요. 기분이 좋아질 방법은 없을까요?
요즘 이력서를 넣는데 낙방만 하게 돼서 너무 당혹스러워.,이력서를 넣었는데 불합격하셔서 당혹스러우셨나 봐요. 그런 마음이 들 땐 어떻게 하시나요?
남편이 문신하고 싶대. 나이에 얽매이지 않고 하고 싶은 것 하고 싶다면서.,그 말씀 듣고 어떤 기분이셨나요?
남자 친구가 나에게 다른 남자가 생겼다고 생각하는 것 같아.,남자 친구로부터 오해를 받고 계시는군요.
길을 가다가 예전 여자 친구를 만났어.,갑작스러운 만남에 당황하셨군요.
친구들이 나를 비웃었어. 어제까지는 잘 지냈는데 왜 그러는지 모르겠어.,기분이 어떠셨나요?
결혼을 준비하다 보니 돈 들어갈 데가 한두 곳이 아니야. 정말 놀랐어.,결혼 준비에 생각보다 큰돈이 들어 당황스러우셨군요. 특히 많은 돈이 들어가는 것은 무엇인가요?
노후 준비를 위해 아파트를 산 것이 있는데 아들이 이 집에서 산다고 해 어찌할 바를 모르겠어!,그러시군요. 잠시 살려고 하는 건가요?
취업의 마지막 관문 면접에서 실수를 많이 했어.,실수해서 기분이 무척 안 좋으시겠어요. 면접 분위기가 어땠는지 설명해 줄 수 있나요?
약혼자가 갑자기 헤어지자고 말했어. 무척 당혹스럽다.,갑작스러운 이별에 무척 당혹스러우시겠어요. 지금 마음이 어떤지 말해 줄 수 있을까요?
우리 아들이 결혼 상대로 이상한 애를 데리고 와서 당황스러웠어.,아드님이 데려온 사람은 어떤 분인가요?
방역 책임을 담당하고 있어서 힘들어.,그러시군요. 특히 어떤 점이 힘드신지 말씀해 주실래요?
최근에 실장님이 새로 오셔서 신규 업무가 너무 많아져 기존 업무와 병행하려니 힘이 많이 들어.,실장님이 새로 오시고 나서 업무적으로 너무 바빠져서 당혹스러우시겠어요.
아내가 임신했다고 연락이 왔어. 축복할 일이지만 너무 갑작스러워서 아무 일도 손에 잡히질 않아.,일단 축하부터 드릴게요. 축복할 일이지만 너무 갑작스러워서 당황하신 듯해요.
오늘 회사에서 업무 스트레스 최고였어.,힘든 하루였나 보네요. 회사에서 무슨 일 있으셨어요?
오늘 친구랑 싸워서 속상해.,친구분과 싸워서 속상하셨군요. 어떤 일이 있으셨는지 알려주시겠어요?
국가검진 대장암 검사를 받았는데 대장암 의심이 된다고 했어.,진단 결과를 보고 얼마나 놀라셨어요?
동창회에 가서 친구가 유방암 진단을 받았다고 하길래 당혹스러웠어.,친구의 얘기를 듣고 매우 당혹스러웠겠어요.
국민연금 재정이 바닥나서 우리가 연금 받을 때 되면 월 백만 원도 안 나올지 모른다는 얘기가 있더라고.,국민연금이 부족할 거라는 얘기를 들으셨나 봐요. 그렇다면 어떻게 해야 할지 혹시 생각해보셨나요?
나한테만 왜 그럴까?,무슨 안 좋은 일이 있으신가요?
얼마 전에 회사에서 동료가 부탁했는데 들어줄 수 없는 상황이라 되게 당혹스러웠어.,무척 곤란하셨겠어요. 더 자세히 말씀해주실 수 있나요?
갑자기 싸웠던 친구한테 연락이 왔어. 뭐 때문일까?,당황스러울 만한 연락이 왔네요. 연락을 보고는 어떠셨나요?
어제 임신 사실을 알게 됐어. 아직 계획이 없었던 일이라서 당황스러워.,계획에 없으셔서 더 당황하셨겠네요. 
동기랑 동갑인 줄 알고 반말 썼는데 나보다 나이가 더 많았어. 너무 당혹스러워.,많이 당혹스러울 것 같아요. 어떻게 아셨나요?
얼마 전에 길에서 고등학교 친구를 우연히 만났는데 너무 당황했어.,오랜만에 친구분을 만났는데 왜 당황하셨어요?
시험을 잘 봤다고 생각했는데 답 표시를 잘못해버렸어.,실수한 것 같아 당혹스러우시겠어요.
다들 내가 하는 말을 오해하는 것 같아.,다들 내가 하는 말을 오해하는 것 같다고 생각한 이유가 있나요?
부장님이 주말까지 업무를 새로 주셨네. 주말에 결혼식에 가야 하는데 어떡하지?,업무의 양이 많아서 주말까지 끝내기 힘드신가요?
아이 키우는 것이 이렇게 어려운 것인 줄 몰랐어.,육아로 인해 많이 당혹스러우시겠어요.
어제 친구랑 밥 먹는데 갑자기 친구가 화를 냈어.,갑자기 친구가 화를 내서 당황하셨군요.
회사가 파산했어. 오늘 아침에 권고사직 통보를 받았어.,갑자기 사직 권고를 받아 놀라셨군요.
갑작스럽게 임신해서 결혼하게 됐어. 너무 당혹스러워.,갑작스러운 임신과 결혼으로 당혹스러우시겠어요.
동생이 나한테 이상한 문자를 보내놓고 갑자기 연락이 안 돼.,동생분과 연락이 안 돼 불안하시겠어요.
코로나 때문에 결혼식이 미뤄졌어.,결혼식이 미뤄져서 속상하시겠어요.
내 친구가 지금까지 폭행 당하고 있었다는 사실을 나한테 숨겼어.,친구가 폭행을 당해 온 사실을 숨겨 당혹스러우시겠군요.
컴퓨터도 잘 못하는데 시안 수정을 하래. 그것도 책 한 권 분량을.,잘 모르는 업무를 많이 받아 당황스러웠겠어요.
선생님께서 내가 따돌림을 당한다는 사실을 엄마에게 말하면 어떻게 하지?,어머니가 사실을 알게 될까 봐 두렵군요.
감기 몸살 때문에 내일 수학여행을 못 갈 거 같은데 그 사이에 친구들과 멀어질까 봐 걱정이야.,수학여행을 가지 못해서 친구들과 사이가 멀어질까 봐 걱정이군요.
괴롭힘 당하는 친구가 도와달라고 했는데 나도 괴롭힘 당할까 봐 멈칫했어. 친구가 상처 받았으면 어떻게 하지?,주저하는 모습에 친구가 상처 받았을까 봐 걱정되는군요.
나를 때린 친구가 미안하다고 했지만 표정은 그게 아니라서 무서워.,친구의 표정에 공포감을 느끼셨군요.
갑자기 친구가 찾아와 도움을 청했는데 위험하다는 생각에 거절했어.,친구가 위험한 도움을 요청해왔군요. 당황스러웠겠어요.
쫓아오며 괴롭히는 친구로 인해 하굣길에 나타난 길고양이 한 마리에도 놀랐어.,괴롭히는 친구가 나타날거 같은 두려움에 갑자기 나타나는 고양이에도 놀라셨군요.
나를 헐뜯던 친구의 태도가 갑자기 돌변해서 당황스러워.,친구가 태도가 바뀌어서 당황스럽군요.
친구에게 거짓말을 했는데 들켰어. 그 친구가 소문낼까 봐 무서워서 다른 애들을 만나지 못하게 했어.,거짓말한 사실이 다른 친구들에게 소문날까 봐 두렵군요.
친구들이 나보다 힘이 세지면 못 당해낼 테니 더 이상 친구들을 때리지 않겠어.,더 이상 친구들을 때리지 않겠다고 다짐하였군요.
내가 그 친구와 있는 것을 보게 된다면 다른 친구들이 나를 따돌릴까 봐 곧바로 도망쳤어.,그 친구와 있는 것을 보고 다른 친구들이 따돌릴까 봐 두려우시군요.
부장님께서 갑자기 나를 부르셔서 뭐 잘못했나하고 불안했어.,부장님께서 갑자기 부르셔서 많이 당황하셨겠어요.
팀장님께서 내가 잘못한 걸 눈치 채신 것 같아 불안하고 심장이 뛰어.,잘못한 걸 눈치 채신 것 같아 많이 불안하실 것 같군요.
팀장님께서 나만 동료들과 다른 선물을 주셔서 눈치가 보여.,다른 동료들이 안 좋게 볼까 봐 불안하시겠어요.
갑자기 예상 못한 일이 주어져서 내가 잘할 수 있을지 모르겠어. 불안하고 걱정돼.,갑자기 예상 못한 일이 주어지면 정말 당황할 것 같아요.
내가 지원했던 모든 기업에서 탈락해버렸어. 앞으로 어떻게 살림을 할지 걱정이야.,면접에서 탈락하셔서 앞으로 살림을 어떻게 해결할지 걱정되시는군요.
지원한 기업들에 모두 떨어져서 앞으로 내가 취업할 수 있을지 자신감도 떨어지고 걱정돼.,지원한 기업들이 모두 떨어지는 바람에 앞으로의 취업도 걱정되시겠어요.
왜 팀원들 모두 연락이 되지 않는 거지. 나한테 화났나싶어서 불안해.,팀원들이 모두 연락이 안돼서 화가 난 것 같아 불안하시군요.
