human,system
할머니가 잠에서 쉽게 못 깨어나셔. 밤마다 앓는 소리도 더 선명해지고.,할머니께서 많이 편찮으신 것 같아서 두려우신 거군요.
아빠 휴대폰을 봤는데 엄마랑 나눈 메시지에 나를 친척 집에 보내자고 얘기한 걸 봤어.,그런 메시지를 보셨군요. 어떤 감정을 느끼시는지 말해 주실 수 있나요?
아빠가 나를 따로 불러내더니 다른 데서 살고 싶지 않으냐고 물었어. 나를 다른 데로 보내 버리려는 걸까?,그렇게 생각하는 까닭을 말씀해 주실 수 있나요?
은퇴할 때는 점점 다가오는데 자식들이 커서 나한테 도움을 주지 않을까 봐 무서워.,은퇴 후 장성한 자식들이 도움을 주지 않을까 봐 두려우시군요.
노후에 쓸쓸하게 혼자 죽게 될 것 같아서 두려워.,노년에 홀로 남겨질까 봐 두려우시군요.
애들이 곧 독립을 할 때가 다가와. 자식들 없이 혼자 살아야 한다니 너무 암담하고 불안해.,미래에 자식들 없이 살아야 할 상황이 불안하시군요.
내 모든 자금을 아내가 관리하고 있는데 노후에 돌려주지 않을 수 있다고 생각하니 무서워졌어.,아내가 관리하는 자금을 노후에 돌려받지 못할까 봐 두려우시군요.
요즘 아내가 주식을 하고 있는데 혹시 노후 자금을 모두 날릴까 봐 무서워.,혹시나 아내가 주식으로 노후 자금을 날릴까 봐 두려우시군요.
가끔씩 자식들이 내게 핀잔을 주는데 언젠가 밉보이진 않을까 하는 무서운 생각이 들어.,언젠가 자식들에게 밉보일까 봐 두려우시군요.
재정이 많지 않은데 노후를 어떻게 살아가야 할지 모르겠어. 불안감이 몰려오고 두려워.,많지 않은 재정으로 노후를 살아가야 하셔서 불안해지셨군요.
회사에서 희망퇴직을 신청받고 있어. 지금 신청하면 생각보다 은퇴가 너무 빨라서 불안해.,갑작스럽게 은퇴를 빨리 생각하게 돼서 불안하시군요.
나이가 들어서 일을 하다가 건강이 안 좋아지면 자식들에게 민폐일 것 같아서 불안해.,일을 하다가 건강이 안 좋아지면 자식들에게 폐를 끼칠까 봐 불안하시군요.
정년퇴직은 아직 몇 년 남았는데 회사에서 해고당할까 봐 무서워.,회사에서 정년퇴직 전에 해고당할까 봐 두려우시군요.
곧 구조조정이 있을 거라는 말이 돌아. 내가 그 주인공이 될까 봐 두려워.,구조조정을 당할 수도 있다고 생각하셔서 두려우시군요.
백내장 진단을 받아서 두려운 마음이 들어.,백내장을 진단받아 두려우시군요.
올해는 건강검진 받기 두려운 마음이 들어.,건강검진을 받기가 두려우시군요. 어떤 점에서 두려움이 느껴지시나요?
요즘 따라 폐에 무슨 병이 생긴 게 아닐까 두려워.,요즘 폐 건강에 두려움이 많이 드시는군요.
아빠가 요즘 인지능력이 떨어지신 것 같아 불안해.,아버님이 인지능력이 떨어지신 것 같아 불안하시군요. 좀 더 자세한 이야기를 들을 수 있을까요?
요즘 건망증이 심해진 것 같아 불안해.,요즘 무언가 자주 깜빡 잊는 것이 많은가 보군요.
탈모가 심해서 거울 보기가 두려워.,머리가 빠져서 많이 두려우시겠군요.
요즘 여기저기 아픈 곳이 생기는 것 같아 두려워.,아픈 곳이 생기는 것 같아 많이 불안하시겠군요.
가끔 눈앞이 깜깜해지는 일이 있을 때마다 너무 두려워.,눈앞이 갑자기 깜깜해질 때마다 두려우시겠군요. 또 어떤 증상을 경험하셨나요?
친구 물건을 훔쳤는데 선생님이 아실까 봐 두려워.,선생님에게 들킬까봐 두려우시군요.
내가 학교 선배에게 맞았다는 걸 친구가 담임선생님에게 말씀드렸나 봐. 담임 선생님이 나를 불러 그때 일을 물어보셨어.,그때 기분이 어떠셨나요?
내가 잘못한 게 있는데 상사가 너무 화를 내서 말을 못 했어. 어떡하지?,상사가 너무 화를 내서 나의 잘못에 대해서 말을 못 하겠군요.
친구가 괴롭힘당하고 있는데 무서워서 도망쳤어. 도와주겠다고 약속했는데.,도와주겠다는 약속을 지키지 못했을 때 어떤 기분이셨나요?
가해자들한테 줄 돈이 모자라. 오늘도 맞을까 봐 너무 무서워.,가해자들에게 폭행을 당할까 봐 걱정되시는군요.
나 너무 힘들어서 학교 가기 싫어. 친구들 때문에 무서워.,친구들이 어떨 때 가장 무섭나요?
정년이 다가오니 준비하지 못한 노후가 걱정이야.,정년이 다가오니 준비하지 못한 노후로 걱정이 많으신가 봐요?
첫 소개팅인데 학교 졸업할 때까지 여자를 한 번도 안 만나봐서 두려워.,첫 소개팅이라 긴장되시는군요. 어떤 점이 가장 두려운가요?
점점 출산이 다가올수록 걱정이 많아.,출산이 다가오면서 걱정이 늘어나 걱정이시군요.
중요한 사업 발표를 맡았는데 망칠까 봐 걱정돼.,중요한 사업 발표를 앞두고 걱정이시군요.
학교폭력 사실을 주변에 털어놓았는데 가해자들이 소식을 듣더니 찾아오겠대.,괴롭히는 친구들이 찾아오겠다는 거군요. 도움을 요청할 분은 없을까요?
내일 집 근처 병원에 가서 건강검진을 받으려는데 약간 걱정이 돼.,건강 검진에 대해 걱정이 있으시군요. 더 자세히 말씀해 주실 수 있나요?
내일이 첫 출근인데 긴장되고 자신감이 없어. 잘할 수 있을까?,첫 출근이라 긴장되고 떨리시는군요. 어떻게 하면 긴장감을 완화할 수 있을까요?
두 달 뒤에 출산을 앞두고 있는데 노산이라서 문제없이 순산할 수 있을지 걱정되고 두려워.,출산을 앞두고 두려운 마음이 크군요. 늦은 출산을 위해 특별히 더 준비해야 할 것이 있나요?
학창 시절에 나를 폭행하고 따돌렸던 가해자가 팀에 새로 들어왔어. 그때의 기억이 떠올라서 너무 두려워.,학창 시설 집단 괴롭힘으로 인한 과거의 좋지 않은 감정이 떠 올라서 두려움을 느끼는군요.
나 앞으로 취업 못 할까 봐 두렵고 앞으로 진로도 두렵고 직장도 아무 곳도 못 들어갈까 봐 두려워.,미래에 대한 고민이 많으시군요. 고민을 해결하기 위해서 할 수 있는 일이 무엇이 있을까요?
행복하게 잘 살다가 이혼하면 어떡하지. 가정이 파탄 나는 게 두려워.,가정에 불화가 생길까 봐 두려우시군요. 평소 갈등을 어떻게 해결하시나요?
이번 연도에 대학교를 들어가게 되었는데 내가 입시를 세 번을 하고 들어가게 되어서 친구 사귀기가 너무 두려워.,어떤 점이 두려운지 알 수 있을까요?
요즘 아이들이 나한테 말을 안 걸어. 아이들이 내게서 멀어지는 것 같아.,자식과의 대화가 없어 걱정이 많으시겠어요.
자녀들이 다 출가하고 우리 노부부만 사는데 혹시나 아내가 먼저 어찌 되면 어쩌나 하고 걱정되네.,노부부 두 분이 생활하는데 혹시 아내분이 먼저 돌아가실까 봐 걱정이시군요.
갑자기 명예 퇴직 발표 됐어. 은퇴 준비를 해야 할 거 같아.,갑작스런 소식이라 당황하셨겠어요.
나이가 들수록 업무 능력이 떨어져서 젊은 직원들이나 상사 눈치가 보여 조기 퇴직을 해야 하는 거 아닌지 고민스러워.,업무 능력이 떨어져 걱정이 많으시군요.
내일 첫 출근인데 잘 할 수 있을까? 두렵다.,첫 출근으로 두려운 마음을 가지고 계시는군요? 준비는 잘하셨나요?
요즘 회사 출근하기가 너무 두려워. 작년만 해도 아무렇지도 않았는데.,작년과 올해 달라진 것이 무엇인가요?
직장 동료가 나를 싫어하는 것 같아,직장 동료가 나를 싫어한다고 생각하시네요. 왜 그런 생각이 드셨어요?
요즘 직장 나가기가 두려워져. 어디서 기쁨을 찾을 수 있을까?,어떤 업무 때문에 직장 나가기가 두려우신 건가요?
젊을 때 돈을 많이 벌었다고 생각했는데 아들 장가보내려니 모은 돈이 없어. 앞으로 어떻게 살지 두려워.,모은 돈이 없어서 매우 힘드신가 보군요. 어떻게 된 일인지 이야기를 해주실 수 있을까요?
요즘 새로운 사람들 만나는데 두려워.,새로운 인간관계가 두려우시군요. 과거에도 그런 경험이 있었나요?
며칠 전에 동창 모임을 갔는데 친구 중에 벌써 직장을 그만둔 친구가 있더라고. 그 일이 나에게도 벌어질까 두려워.,친구분은 왜 직장을 그만두셨나요?
사람들 앞에 나서는 게 두려워. 실수할 것 같아서 떨려.,어떤 점이 두려우신가요? 사람들이 보는 시선이 두려우신가요?
새로 급여업무를 담당하게 됐는데 특별히 힘들다고 들었어. 내가 잘 해낼 수 있을지 두려워.,새로운 업무 앞에서 긴장하고 있군요. 매뉴얼은 잘 챙겨 왔나요?
최근에 입사한 회사에서 내가 어떻게 일을 해야 할지 모르겠어.,직장 동료나 상사에게 도움을 요청해보셨나요?
회사 방역과 직원들이 개인위생 강화에 힘쓰고 있긴 한데 코로나 일구가 회사로 번질까 봐 걱정스럽고 두렵기까지 하네.,걱정이 많이 되겠어요. 조금 더 말씀해 주시겠어요?
결혼 준비를 하려니까 시부모님 인사부터 시작해서 사람들 만나고 평가를 받고 바빠지는 게 두려워. 이러다 지쳐서 전부 내팽개쳐버릴까 봐 걱정이야.,여러 가지 계획을 앞둔 상황에서 혼란스러우시네요. 예비 신랑과 이런 이야기를 한 적이 있나요? 
학교 친구들은 하고 싶어 하는 진로가 뚜렷한데 아직 나는 무엇을 하고 싶은지 잘 모르겠어.,미래에 대해 고민이 되는군요. 해보고 싶었던 일이 있나요?
컴퓨터를 잘 몰라서 업무를 잘 할 수 있을지 걱정이야.,컴퓨터에 능숙하지 않아서 두려우신 것 같네요.
우리 부모님이 무척 엄하셔서 집에 있기가 두려워.,엄한 부모님 때문에 집에 있는 게 두려우시군요.
내일은 어떤 폭력이 날 기다리고 있을까 무서워.,지속되는 폭력 때문에 아프고 두려우실 것 같아요. 
요즘 사람들을 만나는 것이 두렵고 겁이 나.,많이 힘드시겠어요. 사람을 만나는 일이 왜 겁이 나시나요?
새로운 곳으로 이직을 해야 하는데 내가 잘 할 수 있을지 너무 걱정돼.,새로운 곳에서 능력을 잘 발휘할 수 있을지 걱정되시겠어요.
여자라고 뽑아주지 않을까 봐 걱정돼. 나중에 결혼 출산 등을 이유로 여자를 잘 뽑지 않는 곳이 있다고 이야기를 들어서 말이야.,취업 시 성차별에 대해 걱정이 되시는군요.
내일이 채용 시험 발표일인데 너무 떨려서 며칠 전부터 잠을 잘 못 자.,많이 긴장되시나 봐요. 긴장을 풀기 위해 하고 계신 것이 있을까요?
회사에서 은근히 희망퇴직 압박이 오는 것 같아.,회사에 그런 일이 있었군요. 어떻게 느끼고 계신가요?
평생을 익숙하게 해왔던 일들이 점점 자신감이 없어지고 실패에 대한 두려움이 앞서고 있어.,미래에 대해 고민이시군요. 어떻게 대처하고 계신가요?
곧 정년이야. 아직 살날이 많은데 모아둔 돈은 아이들 결혼시키면 없을 거 같아 걱정이야.,그동안 꾸준히 일하시느라 고생이 많으셨네요. 노후 걱정이 많이 되시나 봐요.
내가 좋아하는 일을 나중에 직업으로 삼지 못하게 될까 봐 두려워.,어떤 일을 좋아하시는지 여쭤봐도 될까요?
내 미래가 너무 불확실해서 불안해.,진로 상담을 받아보셨나요?
친구들 사이에서 따돌림당하고 있어.,어른들께 도움을 요청해 보셨나요?
난 아이 갖기가 무서워.,왜 그런 생각이 드나요?
늦게 결혼하니 아이들 교육비랑 우리 부부 노후준비에 자신이 없어지네.,아직 지출할 일이 많아서 그렇다는 거군요.
만성질환이 있는데 죽음이 두려워.,죽음을 생각하시면 두렵지요.
최근에 올케가 유방암 진단을 받았어. 그래서 그런지 나도 암에 걸리면 어떻게 하나 걱정이 많이 들어.,주변에서 아픈 분을 보니 그런 생각이 들었군요. 혹시 몸이 아프거나 불편한 곳이 있으세요?
나 이제 곧 출산예정일이야.,출산예정일이 얼마 안 남으셨군요.
오늘도 우리 반 애들이 날 따돌리고 괴롭혔어. 이런 상황이 계속될까 봐 너무 두려워.,친구들과의 불화 때문에 무서우시군요. 이를 극복하려면 어떻게 해야 할까요?
아이는 갖고 싶은데 내가 좋은 엄마가 될 수 있을지 모르겠어.,좋은 엄마가 될 수 없을까 봐 두려우시군요.
평균 수명이 팔십이 넘었는데 요즘 은퇴 후에 할 일이 없을까 두려워.,은퇴 후에 할 일이란 건 직장을 말씀하시는 건가요?
얼굴에 심한 피부 질환이 있는데 사람들이 쳐다보는 게 무서워.,사람들이 쳐다보는 게 두려우시군요.
요즘엔 사람이 무서워졌어.,무엇 때문에 그러시는 거죠?
사람들이 나를 싫어할까 봐 두려워.,사람들이 왜 싫어할 것 같다고 생각하나요?
부모님이 아프신데 두려워.,부모님이 걱정되시고 마음이 매우 아프시겠어요. 어떤 부분이 두려운 건가요?
코로나 때문에 친구들도 자주 못 만나고 너무 외로워. 이렇게 점점 혼자가 되는 건 아닐까 두렵기도 해.,외로움을 많이 느낄 수밖에 없을 것 같아요. 연락할 친구들이 있나요?
오랫동안 연애를 못 해봐서 새로 시작하는 것이 무서워.,새로운 연애를 시작하는 게 두려우신가 봐요. 주변에 괜찮은 사람이 있나요?
이제 출산일까지 한 달 정도 남았어. 고대하던 일이지만 조금씩 무서워지는 것 같아.,출산일이 머지않아 걱정이 되는군요. 이럴 때 이야기를 나눌 사람이 있을까요?
남자친구가 나를 사랑한다고 하지만 내가 그 마음을 믿고 온전히 사랑해도 될지 가끔 무서워.,남자친구가 한결같이 사랑해 줄지 가끔 걱정이 되고 무서워지는 것이네요. 특별히 그런 감정을 느끼게 되는 순간이 있을까요?
요즘 몸 상태도 예전 같지 않고 살날이 얼마 남았을까 걱정이 돼.,그러시군요. 걱정이 되시겠어요.
지금 남자친구와 결혼을 약속하고 준비 중이야.,곧 결혼하시는군요. 축하드려요!
며칠 전에 했던 건강 검진의 결과를 봐야 하는데 겁이 나서 병원에 가기가 두려워.,특별히 편찮으신 데가 있으신 거예요?
내일이면 처음으로 직장생활을 시작해. 조금 떨리면서도 두려운 기분이야.,첫 직장생활로 긴장하시는군요.
친한 친구가 갑자기 암 선고를 받았다고 울면서 전화를 했는데 남의 일 같지 않고 너무 두려워.,주변에서 이런저런 건강 문제를 접하게 되면 내 건강에 대한 염려도 많이 생기게 마련이죠. 
출산을 앞두고 있는데 너무 마음이 불안하고 두려워.,매우 두려우시군요. 출산을 앞두고 마음이 불안한 이유가 무엇일까요?
오늘 승진 발표가 있는 날이야.,이번에 승진이 예정되어 있나요?
취직이 안 될까 봐 두려워.,취직이 요즘 어렵다고 하더라고요. 어떤 식으로 준비하고 계세요?
오늘 여자친구가 헤어지자고 연락을 했어.,무슨 이유로 여자친구분이 헤어지자고 했어요?
이제 곧 산후조리원 퇴소인데 육아가 두려워. 아직 몸이 다 회복된 것도 아닌 게 아기를 돌본다는 게 어렵게 느껴져.,육아에 대한 두려움을 가지고 있군요. 어떻게 이후의 상황에 준비할 수 있을까요?
전 남자친구에게 상처를 많이 받아서 이제 연애하는 게 두려워.,상처 때문에 다음 연애에 대한 두려움이 앞서시는군요.
이번 달부터 회사에서 명예 퇴직자 신청을 받아.,회사에서 명예 퇴직자 신청을 받으시는군요.
내일이 채용 시험 발표일이라서 너무 떨려. 며칠 전부터 잠을 잘 못 자.,많이 긴장되시나 봐요. 긴장을 풀기 위해 특별히 하시는 행동이 있을까요?
내가 오랫동안 사귀던 사람과 결혼을 생각하고 있는데 집안의 반대를 무릅쓰고 하려고 하니 막막하고 두려워.,많이 힘드셨을 것 같습니다. 어떤 점이 가장 힘들었을까요?
이번 승진 면접을 너무 못 봤어.,승진 면접으로 마음이 편치 않으시겠어요.
나 내일 회사 면접이 있는데 면접이 너무 무섭고 두려워.,회사 면접이 무섭고 두려우시군요. 어떤 점이 두려우실까요?
다음 달이면 출산 예정인데 너무 아플 것 같아 무서워.,다음 달에 출산 예정일이시군요.
어젯밤에 일면식도 없는 옆집 사람이 우리 집 문을 막 두드렸어.,잘 모르는 사람이 문을 계속 두드려서 많이 놀랐겠어요.
이번에 취업률이 역대 최저래. 내가 취업할 수 있을까 두려워.,취업률 역대 최저 소식에 취업에 대해 불안함을 느끼고 계시는군요.
남편이 술만 먹고 들어오면 너무 무서워.,술에 취한 남편이 두려우시군요.
첫 아이의 출산을 앞두고 있어. 기대감보다 두려움이 더 커.,출산은 처음 경험해보는 거라 두려움이 클 수밖에 없을 것 같아요.
결혼과 출산으로 인한 행복보다는 책임감이라는 무게가 더 크게 다가오다 보니 두렵기도 해.,결혼과 출산에 대해 큰 부담을 느끼시고 계시군요.
요즘 회사에서 내 능력의 한계를 느껴. 하루하루 출근하기가 두렵다.,업무 능력의 한계를 느낀 이후로 출근이 두려워지셨군요.
이제 이주 뒤면 출산 예정일이야.,아기를 만나는 게 기다려지시겠어요.
오래 사귄 남자친구가 있는데 처음으로 부모님께 보여드리고 싶어서 우리 집에 초대했어.,정말 기분이 좋았겠어요. 부모님의 반응은 어땠나요?
어제 건강검진을 했는데 결과가 어떻게 나올지 걱정돼.,검진 결과가 어떻게 나올지 몰라 많이 염려되시는 것 같아요.
어제까지 마감해야 할 프로젝트가 있었는데 마감을 못 했어.,프로젝트 마감을 지키지 못하셨다니 마음이 불편하시군요.
취업에 성공하는 사람들은 어떤 사람일까?,취직 문제로 다소 어려움을 느끼시는군요.
친구가 요즘 내 문자에 대답을 안 해.,친구와 연락이 닿지 않으니 마음이 편치 않으시군요.
내 친구가 부동산으로 돈을 벌더니 나한테도 부동산을 사래. 재개발 담당을 사면 바로 몇억은 번다더라고.,부동산으로 큰돈을 번 친구로부터 정보를 얻으셨군요.
나는 사람들을 만나는 게 두려워.,사람들을 만나는 게 두려우시군요. 
출근이 너무 두려워.,출근하기가 두려우시군요. 무슨 일 있어요?
나는 남편이 나보다 먼저 떠날까 봐 너무 두려워.,왜 그런 생각을 하게 되었나요?
우리 아이들이 모두 해외로 유학을 가고 싶어 해.,자녀들이 해외로 유학을 희망하고 있군요.
직장이 마음에 안 들어서 그만두고 창업을 준비 중인데 잘 되지 않을까봐 두려워.,창업의 어떤 부분이 걱정이신가요?
누군가 사귀기가 이제 무섭다. 사람한테 믿음이 안 가.,무슨 이유인지 여쭤봐도 될까요?
이러다 계속 백수로 있을까 봐 너무 겁이 나. 학자금 대출도 못 갚는 거 아닐까.,취업이 잘 안 되셔서 걱정이 많으시군요.
결혼 생활을 잘 할 수 있을지 걱정이야.,결혼의 어떤 부분이 걱정이신가요?
이번에 딸아이가 직장을 새로 옮기게 되었는데 걱정이 많은가 봐.,따님의 이직에 대한 걱정이 있군요. 자세히 들려주세요.
결혼을 일찍 한 친구들 보면 아이 키우는 게 힘들어 보여.,아이를 키우는 친구분의 삶이 힘겨워 보이셨군요.
요즘에는 회사에 출근하는 게 행복하지 않아.,회사에서 힘든 일이 있으신 건가요?
중학교 때 뚱뚱하다는 이유로 왕따를 당해서 그런지 대학생이 된 지금은 조금 나아졌지만 여전히 사람들이 두렵고 무서워.,학창 시절의 힘들었던 경험 때문에 여전히 사람들이 두려우시군요. 조금 나아진 데에는 어떤 계기가 있었나요?
아이 낳기가 너무 무서워.,아이를 낳기가 무서우시군요. 어떤 이유로 그렇게 생각하시나요?
친구들은 다 결혼했는데 나만 못했어.,친구분들은 다 결혼을 하셨군요. 마음이 어떠신가요?
배우자가 술을 마시면 가끔 말도 험해지고 손도 올라가서 힘들어,배우자가 술을 마시면 폭력을 써서 힘드시군요.
요즘 내 친구들이 하나 둘씩 결혼하고 있어서 기분이 이상하고 뭔가 불안해.,친구들이 결혼하니 묘한 기분이 드시나 봐요. 구체적으로 어떤 기분일까요?
어제 받은 은행 전화 때문에 아직도 마음이 두렵고 떨려. 진정이 잘 안 돼.,은행 전화 때문에 걱정이 되셨나 봐요. 무슨 일이세요?
나 내일 회사 가기 두려워.,회사 가는 게 두려우신 이유가 궁금해요.
친한 사람들한테 속 얘기를 하는 게 어려워.,속마음을 터놓는 것에 대해 두려움을 가지고 계시군요.
내 남동생은 새로운 직장에 들어갔는데 새로운 곳에서의 두려움이 있대.,남동생분이 새로운 직장에 적응하고 계시군요.
곧 회사에서 퇴직을 하게 됐는데 걱정이 태산이야.,퇴직 때문에 걱정이 많으신가 봐요.
내가 이렇게 커서 무엇을 하게 될까? 무언가를 할 수는 있을까?,진로에 대해 생각이 많으시군요. 무엇을 하고 싶나요?
출산일이 다가오는데 두려워.,뭐가 두려우신지 말씀해주세요.
아버지가 술 취하시면 또 때리실까 봐 두려워.,아버지가 때렸던 기억 때문에 두려우시군요.
나 오늘 첫 출근이야.,오늘 첫 출근을 하시는군요. 준비는 잘하셨나요?
남자친구가 프러포즈를 했는데 받아들여야 할지 너무 고민이야.,남자친구분이 프러포즈를 했는데 받아들여야 할지 고민이 되시는군요. 어떤 점 때문에 그렇게 생각하시나요?
뭔가 새로운 일에 도전하는 건 너무 무서워.,새로운 일을 시작하는 거에 두려움을 느끼시는군요.
내일 첫 출근인데 동료 중에 무서운 사람이 있을까 두려워.,새로운 동료를 처음 만나는 거라 걱정이 많은가 봐요?
요즘 취업이 잘 안 된다 해서 너무 두려워.,요즘 취업이 어렵다는 것이 날 불안하게 만들었군요.
연애가 이제는 두려워.,연애가 힘드신가 봐요.
요즘 자신감이 없어져서 그런지 사람들을 만나는 게 두려워.,사람들 만나는 게 두려우시군요.
취업 면접 보러 갔다 왔는데 나 빼고 다들 떨어졌으면 좋겠어.,취업 면접 보러 갔다 왔는데 다들 떨어졌으면 좋겠군요. 좀 더 자세히 알려주시겠어요?
내일 신입생 환영회에 가야 하는데 새로운 사람들을 만날 생각 하니까 너무 두려워.,새로운 사람들을 만날 생각을 하니 두려우시군요. 왜 두려움을 느끼는지 말씀해 주실 수 있나요?
내가 잘 할 수 있을까?,불안한 감정을 느끼고 계시는군요. 어떤 일인지 자세히 말씀해 주시겠어요?
졸업한 지 벌써 몇 년째인데 아직도 취업이 되지 않아서 걱정이야.,아직도 취업이 되지 않아 걱정이 되시는군요?
헤어지는 과정을 겪는 게 힘들어.,구체적으로 어떤 점이 힘든지 말씀해 주실 수 있나요?
요즘 사람들과 관계 맺기가 너무 두려워.,왜 두려우신 거예요?
부모님 사이가 안 좋아서 걱정이야.,부모님 사이가 안 좋으시군요. 무슨 일 때문에 그러신지 알려주실 수 있나요?
모르는 업무까지 다 나한테 몰아줘서 내일 가면 더 늘어날까 봐 두려워.,일감을 자꾸 나한테 몰아줘서 힘드시군요.
요즘 거리에 다니기가 너무 무서워.,거리를 다니는 것이 무섭게 느껴지셨군요. 어떤 계기로 두려움을 느끼게 되셨나요?
취업 준비 기간이 길어지나 보니 너무 두렵네.,노력하시면 분명히 좋은 결과 있으실 거예요.
이런 성격을 고치고 싶은데 잘 안되네.,낯가리는 성격을 고쳐서 좋은 사람들을 많이 만나시길 바랄게요.
난 가끔 남편과 싸울 때면 이러다 황혼 이혼이라도 하는 거 아닐지 불안해져.,이혼이 두려우신가 봐요.
은퇴 후에 준비된 자금이 없어서 노후가 두려워.,은퇴 후에 쓸 돈이 준비되어있지 않아서 불안하시군요.
중학생 아들이 요즘 폭력적으로 자꾸 바뀌어서 불안하고 두려워.,그러시군요. 왜 그런지 이유는 물어보셨나요.
내 장례식에는 과연 몇 명이나 올까?,갑자기 그런 생각을 왜 하시는 거예요?
내 자식들은 나를 좋은 아버지로 기억할까?,자녀분들이 좋은 아버지로 생각할까 걱정이시군요. 갑자기 왜 그런 생각을 하시는 거예요?
친한 친구들과 자꾸 불화가 생겨.,친구분들과 어떤 점이 불편하신가요?
나이가 들어 사람들과 싸우면 해결하는 게 두렵다는 생각이 들어.,어떤 두렵다는 생각이 드시는 걸까요?
요즘 나이가 들어서 그런지 다리가 안 좋은데 운동 뭐가 좋을까?,주위에서 다리 운동에 좋다고 추천을 받았던 운동이 있을까요?
오늘 명예퇴직 권고를 받았어.,많이 속상하시겠네요.
오늘 건강 검진을 받고 왔는데 좀 두려워.,혹시 안 좋으신 데 있으세요?
요새 은퇴 후에 집에만 있으니 마음이 불안해. 익숙하지 않아서 그런가.,은퇴 후에 집에만 있으니 마음이 불안하시군요. 은퇴 후에 계획하신 일 있으세요?
은퇴 후에 귀촌을 하고 싶은데 고민이 많아.,귀촌을 계획하시고 계시는군요.
이제 은퇴를 앞두고 노후 걱정이 되네.,가장 걱정되시는 게 어떤 문제인가요?
내일 보고가 있는데 걱정이네.,준비는 잘 되셨나요?
요즘 직장 스트레스 때문에 잠이 잘 안 와.,직장에서 무슨 일 있으세요?
옆 동료가 과로로 회사에서 쓰러졌어.,정말 놀라셨겠네요. 업무량이 많으신가 봐요.
이제 곧 은퇴할 나이야.,은퇴 할 나이가 되셨군요. 은퇴 후에 계획하신 일 있으세요?
내일 월요일인데 업무가 많아서 두려워.,회사가 많이 바쁘신가 봐요.
나이가 들수록 점점 두려워져.,왜 두려워지시는지 더 이야기해 주시겠어요?
젊은 직원들이 치고 올라오니 점점 위기감을 느끼네.,후배분들이 어떠신데요?
친구들이 죽는 경우가 많아졌네.,저런. 속이 많이 상하시겠어요.
발목을 접질렸어.,저런. 병원은 가 보셨나요?
남편 퇴근 시간이 다가오면 가슴이 답답해져.,남편이 집에 오면 부인을 힘들게 하시나요?
요즘 죽음에 대해 많이 생각해.,무슨 안 좋은 일이 있었나요?
나이가 들면서 종교가 필요한 거 같아.,어디 다니시는 곳 있으세요?
몸이 안 좋아.,몸이 안 좋으시군요. 어디 아프세요?
아들만 둘이고 딸이 없어서 나중에 외로울 것 같아 두려워.,미래의 자녀 관계에 대한 두려움을 갖고 계시는군요. 
요새 집에만 있어서 살이 쪄서 고민이야.,요새 왜 집에만 계신 건가요?
애들을 사랑하는 마음은 그대로인데 이젠 애들이 나를 불편해하네.,그렇게 느끼시게 된 계기가 있었나요? 말씀해 주실 수 있을까요?
다음 주에 건강검진 가는 날인데 가기가 싫어.,가기 싫은 이유를 말씀해 주실 수 있을까요?
나는 늘 모두에게 사랑받아야 한다고 생각하면서 살아왔어.,그런 마음이 최근에 또 언제 들었나요?
