human,system
나 때문에 같이 살고 있는 친구가 괴로워하는 것 같아.,사용자님의 어떤 행동 때문에 친구가 괴로워하고 있는 것 같나요?
친구에게 빌린 유에스비를 잃어버린 것 같아 당황스러워.,친구의 물건을 잃어버려 당황하셨군요. 더 자세히 말씀해 주시겠어요?
직장 동료에게 빌린 담요에 얼룩을 내 버렸어.,당황하신 것 같아요. 사용자님이 당황하신 이유는 무엇인가요?
친구의 시계를 몰래 차 보다가 깨 버려서 친구에게 미안해.,친구의 물건을 망가뜨리셨군요. 더 자세히 말씀해 주시겠어요?
상사가 누구를 잘라야 하냐고 해서 평소 일 못 하던 직원을 추천했어. 잘한 걸까?,평소 일 못 하던 직원을 해고 명단에 추천해서 신경 쓰이시는군요. 
친구한테 돈을 빌렸는데 기한 내에 갚지 못할 것 같아서 큰일이야. 일주일 정도 더 필요하거든.,친구에게 미안한 마음이 드시겠어요. 친구분과 이야기는 하셨나요?
운동을 안 하고 술을 많이 먹어서 배가 나왔어.,술을 많이 드셔서 배가 나오셨군요. 술을 많이 드시는 이유가 있나요?
돈이 없어서 자녀들에게 정말 미안해.,어떤 점이 미안한지 자세히 말씀해 주시겠어요?
내가 하고 싶은 일을 꾸준히 해왔는데 가정 형편을 위해 포기해야 할 때가 온 것 같아.,가정 형편을 위해 꿈을 포기하려 하시는군요. 더 자세히 말씀해 주실 수 있나요?
내 욕심으로 큰돈을 잃었어.,내 욕심으로 큰 돈을 잃으셨군요.
회의 중에 부장님과 의견 충돌이 있었는데 내가 너무 언성을 높인 것 같아 죄책감이 들어.,부장님과 의견 충돌을 겪어 죄책감이 드시는군요.
버스에서 젊은이가 자리를 양보해 주었는데 미처 인사를 하지 못하고 앉았지 뭐야.,그래서 그 젊은이가 기분이 상했을까 염려가 되는군요?
이번 입사시험도 떨어졌어. 부모님을 뵐 면목이 없어.,입사시험의 탈락으로 부모님께 면목이 없으시군요.
내가 친구를 의심해서 사이가 틀어졌어. 너무 죄책감이 들어서 사과하고 싶어.,친구분께 사과하고 싶으시군요. 어떻게 사과를 하는 게 좋을까요?
친구한테 빌린 물건을 그만 망가뜨려 버렸는데 아직 그 사실을 친구한테 말하지 않아 죄책감이 들어.,친구의 물건을 망가뜨렸는데도 친구한테 말하지 않아 죄책감을 느끼고 계시는군요. 그럼 앞으로 어떻게 하실 생각인가요?
남자친구 몰래 바람을 피웠어. 그래서 죄책감이 들어.,바람을 피워서 죄책감이 드시는군요.
어쩌면 좋아? 노후 준비를 위한 돈을 내가 남편 몰래 딴 데다 써버렸어.,걱정이 많으시겠어요. 어떻게 된 일인지 알 수 있을까요?
오늘 회의 시간에 잘못한 것 같아.,어떤 잘못을 하셨는데요?
어머니의 건강이 갑자기 안 좋아지셔서 마음이 무거워.,어머님 건강이 많이 안 좋아지셨나요?
오늘 회사 김 대리에게 미안한 일이 있었어.,김 대리님과 어떤 일이 있으셨나요?
부하 직원에게 주의를 너무 심하게 줘서 후회가 돼.,부하직원에게 심하게 주의를 줘서 후회하시는군요. 어떻게 하셨어요?
집사람이 아주 아파 어쩌지? 나 때문인 것만 같아.,어디가 많이 아프신가요?
내가 어저께 직장 동료의 기분을 나쁘게 해서 죄책감이 들어.,마음이 많이 불편하시겠어요. 혹시 어떤 일인지 여쭤봐도 될까요?
내가 뭔가 잘못한 것 같아.,무엇이 잘못 되었나요?
우리 아이가 요즘 왜 저러나 모르겠어!,아이에게 무슨 문제라도 생겼나요?
오늘도 힘든 하루를 마쳤군. 스트레스로 긴장이 풀어지지 않아.,일과가 힘들어 스트레스를 받으셨군요. 무슨 일 있으신가요?
출장을 보냈던 부하 직원이 교통사고가 나서 정말 미안하고 심란해.,많이 놀라셨겠어요. 조금 더 말씀해 주시겠어요?
결혼을 앞둔 여자친구와 파혼했어.,저런. 지금 심정이 어떠신지 말해주실 수 있나요?
튀김을 많이 먹어서 걱정이야.,튀김을 많이 드셔서 건강이 걱정되시나 봐요?
내 실수로 직장에 큰 손해를 끼쳤어.,손해라니 어떤 것인가요?
큰애가 학교에서 친구와 싸움을 해서 학폭위가 열릴 것 같아. 너무 속상해.,큰아이의 학교 문제로 속상하시군요.
요즘 걱정거리가 많아서 힘드네.,걱정이 많으시군요. 무슨 일 있으세요?
내가 직장생활에 매달려서 우리 가족에게 바쁘다는 핑계로 관심이 별로 없었어. 그래서 늘 미안하고 그래.,일이 바쁘셔서 가족에게 소홀했던 걸 후회하시네요.
여자친구 몰래 소개팅하고 여자친구한테 이별 통보했어. 여자친구한테 너무 미안해.,여자친구에게 미안한 마음이시군요.
퇴직이 내일모레인데.,은퇴 준비를 하시나요?
어제 친구의 전화를 받지 못했어. 그런데 그 친구가 나에게 전화한 이후에 자살했어.,소중한 친구를 잃은 큰 슬픔이 있었군요. 게다가 그 친구의 전화를 받지 못해 마음이 쓰라린 상태이시네요.
최근에 알게 된 남자한테 마음이 흔들려서 남자친구한테 죄책감이 들어.,남자친구가 있는데 새로운 사람에게 마음이 흔들려서 죄책감이 드시는군요.
건강검진 결과가 나왔는데 콜레스테롤 수치가 너무 높아. 평소 운동 안 해서 그런가 봐.,혈액 결과 검사가 안 좋으셔서 걱정되시겠어요.
아이가 학교에서 힘들었던 이야기를 하는데 위로 대신 화를 내버렸네. 너무 한심하고 아이에게 미안해.,아이에게 위로를 못 하고 오히려 화를 내서 후회되시는군요. 미안하다고 아이와 이야기하셨나요?
몇 달 전부터 계속 편두통으로 고생하고 있어서 힘드네. 사는 것도 즐겁지가 않아.,편두통 때문에 많이 힘드시군요.
이번에 회사가 프로젝트에서 떨어졌어. 내 책임이야.,죄책감을 느끼고 계시는군요. 왜 그렇게 느끼시나요?
아내에게 자꾸 안 좋은 소리를 하는 버릇이 든 것 같아. 우연히 아내가 우는 모습을 봤는데 너무 죄책감이 들어.,안타까운 소식이군요. 어떻게 된 이야기인가요?
시아버지가 돌아가신 게 내 책임인 것 같아서 요즘 잠이 잘 안 와.,시아버님 돌아가신 것이 내 책임이라고 생각하시는군요. 왜 그런 생각을 하셨나요?
아침에 지각해서 부장님께 혼나서 우울해.,아침에 지각해서 부장님께 혼나셔서 우울하시군요.
벌써 일 년째 취업을 못 하고 집에만 있으니까 부모님께 미안하다.,취업 문제로 부모님께 죄송한 마음이 드시는군요.
엄마랑 통화하면서 엄마한테 화내고 끊었어. 기분이 안 좋아.,어머님께 화를 내신 것이 마음에 걸리시는군요.
요즘 자꾸 죄책감이 들어. 내 사람들이 나한테 해준 것에 비해 내가 준 게 별로 없는 것 같아.,죄책감이 드시는 건가요?
불경기가 계속되니까 버티기가 너무 힘들어. 급여 삭감을 해야 하는데 마음이 너무 안 좋아.,불경기에 유지가 너무 힘드시군요. 급여 삭감을 직접 결정하신 건가요?
자식을 결혼시키고 독립시키면서 아파트도 하나 못 사줬다는 죄책감이 항상 뇌리를 맴돌아.,자식에게 잘해주지 못한 것에 대한 죄책감이 드시는군요.
나는 아직 재정적으로 궁핍하고 노후 준비가 되지 않았어. 이게 다 내 잘못 같아서 가족들에게 미안해.,노후준비가 되지 않아서 가족들에게 미안하고 많이 속상하시군요.
난 지금 기분이 좋지 않아.,지금 기분이 좋지 않으시군요. 무슨 일 때문에 그런가요?
요즘 사람들에게 너무 공격적으로 대하는 것 같아.,공격적인 말투를 사용하시는 것 때문에 죄책감이 드시는군요. 어떤 식으로 상대방을 대하고 싶으세요?
내가 내 몸을 잘 돌보지 못한 것 같아서 후회가 돼.,건강관리를 잘 못 하셨다는 얘기인가요?
내가 업무 지시를 잘못하는 바람에 팀 전체 업무가 날아가 버렸어.,업무 실수에 대한 죄책감이 크시겠어요. 
사무실 분위기가 요즘 이상해서 곰곰이 생각해 봤는데 마음이 편하지가 않아.,사무실 분위기라는 게 참 중요하다고 생각하는데 무슨 일로 그러세요?
결혼을 앞둔 여자친구와 파혼하였어.,결혼을 앞둔 여자친구와 헤어져서 속상하시겠어요. 어떤 생각이 드세요?
또 취업에 실패했어. 이번에는 부모님도 많이 기대했는데 그래서 죄책감이 너무 심해.,취업에 실패하셔서 부모님께 죄책감을 느끼시는군요.
회사에서 실수했어. 상사한테 혼났는데 실수한 게 문제가 좀 심각해서 우리 부서에 누가 될까 봐 걱정이야.,업무 실수로 문제가 심각한가 보군요. 다른 동료들과는 이 문제로 얘기해 보셨나요?
결혼 준비 비용으로 부모님이 모아두셨던 목돈을 주셨는데 집안 사정 뻔히 알면서도 받았던 내가 너무 싫고 슬퍼.,결혼 준비 비용을 부모님으로부터 받으셨는데 힘든 집안 사정임에도 받을 수밖에 없는 현실 때문에 힘드시군요.
저는 사랑이 식은 것 같아요. 이별을 고하고 싶은데 이 친구가 상처받을까 두려워요.,남자친구와 헤어지고 싶은데 상처를 주게 될까 봐 미안한 마음이 드는군요.
내가 얼마 전에 팀으로 공모전에 당선되었는데 그걸 주최했던 회사에서 팀원 중에 나만 채용하겠다고 연락이 왔어.,축하드려요. 요즘 취업도 어렵잖아요.
학교에서 친구들이 한 친구를 괴롭히길래 나도 같이했는데 자꾸 죄책감이 들어.,친구들과 같이 한 학우를 괴롭혔다는 게 신경 쓰이고 죄책감이 드시는군요.
은퇴 준비가 미흡해서 아이들에게 미안해.,은퇴 준비 때문에 매우 속상하셨군요. 아이들에게 어떤 점이 미안하신지 듣고 싶어요.
직원들이 나 때문에?그만두는?것 같아서 마음이 무거워.,어떤 점에서 그런 인상을 받으셨나요?
오늘 친하게 지내던 친구를 배신하고 돈을 빼앗아서 죄책감이 들어.,친한 친구를 배신해서 자책하고 계시는군요. 지금 어떤 기분이 드시나요?
우리 반에서 친구가 극단적인 선택을 했어. 보고만 있던 나 때문인 것 같아서 죄책감이 들어.,친구에게 더 잘해주지 못한 걸 후회하고 계신 것 같아요.
어제 어머님께 너무 상처 준 거 같아.,어머님과 무슨 일이 있으셨는지 더 듣고 싶어요.
친구한테 빌린 물건을 실수로 망가뜨렸는데 아직 말하지 않아서 죄책감이 들어.,물건을 망가뜨린 사실을 말하지 않아 미안하신가 봐요. 어떻게 전하면 좋을까요?
요즘 우리 아들 걱정이 있는 것 같아 보여.,아드님이 어떤 걱정을 하고 계신 것 같나요?
어제 지인이랑 통화하다 실수한 거 같아서 영 마음이 불편해.,통화하다 무슨 언짢은 일이라도 있으셨나요?
남편 정년퇴임이 내일모레인데 노후준비 때문에 걱정이네.,남편의 정년퇴임과 노후준비가 고민되시는군요.
남편이 은퇴할 날이 다가와서 조급한 마음에 모아뒀던 비상금으로 투자를 했는데 사기당했어! 남편이 화를 낼까 봐 걱정돼.,사기로 인해 충격이 크시겠군요. 이 사실을 남편분께 어떻게 알리면 좋을까요?
학교에서 같은 반 아이 한 명을 많이 때리고 따돌리기도 했어.,같은 반 친구를 많이 괴롭혔군요.
같이 취업 준비를 하는 친구가 있는데 나만 합격을 하고 친구는 떨어졌어요.,같이 공부하던 친구는 떨어져서 속상하시겠군요. 
내가 친구를 다치게 한 거 같아.,친구를 다치게 하셨나요?
친구들이 나 때문에 싸운 거 같아.,왜 그렇게 생각을 하시죠?
퇴직을 앞두고 모아둔 돈은 없는데 대출금도 남아 있는데 어떻게 해야 할까?,은퇴와 대출금 문제로 고민이 많으시군요.
나 때문에 우리 팀이 맡은 이번 프로젝트가 취소됐어.,나 때문에 프로젝트가 취소되어 죄책감을 느끼시는군요.
오늘 엄마랑 전화하다 말다툼을 했어. 기분이 너무 안 좋아.,마음이 불편하시군요. 어머니와는 무슨 일로 다투셨나요?
요즘 내가 바쁘다는 핑계로 힘들어하는 친구에게 연락을 못 했어.,학교생활하고 취업 준비하고 많이 바쁜 하루를 보내고 계시는군요.
건강 안 좋아지니 내 몸에 미안해지네.,건강이 안 좋으시군요. 건강에 어떤 문제가 있나요?
둘째가 아파서 병원에 갔다 왔어. 식중독이래.,자녀분이 아파서 병원에 갔다 오셨군요. 
친구가 이번에 급한 일 있다고 돈 빌려 달라고 했는데 결국 거절했어. 친구 사이에 금전 거래는 좋지 않다고 생각했거든.,친구와의 금전 거래가 조심스러우시군요. 친구가 어떤 어려움이 있다고 했나요?
우리 팀 직장 동료가 최근에 유산했다고 연락 왔어. 내가 너무 일을 많이 시켜서 유산한 것 같아 죄책감 들어.,직장동료가 유산한 것을 본인 탓으로 생각하시는군요. 어떻게 직장동료를 위로하면 좋을까요?
심적으로 너무 힘들다. 이게 정말 옳은 일일까?,고민이 있으신가 봐요. 어떤 일인지 말해 주실 수 있나요?
나 오늘 회사에서 대형 사고 쳤어. 내일 출근하기가 너무 무섭다.,회사에서 무슨 일이 있었나요?
가끔 회사에서 죄책감을 느끼는 것 같아.,어떨 때 죄책감을 느끼시나요?
이것 정말 큰일 났네. 어찌해야 하나.,무슨 안 좋은 일이 생겼나요?
사실 내가 작년에 괴롭혔던 친구가 한 명 있어. 지금 생각해보면 아주 미련한 행동이면서 죄책감이 들어.,친구를 괴롭혔던 일로 죄책감이 들어 힘드시군요.
이번에 남편이 일하는 부서에서 회사에 큰 손해를 봐 남편이 많이 괴로워하고 있는데 내가 도와줄 수가 없어.,남편분이 직장에서의 손해로 괴로워하는데 해줄 게 없어 속상하시군요.
아들이 이번에 결혼하게 되었는데 부모가 되어서 전세를 얻는 데 보태주지 못해서 너무 가슴이 아프네.,아드님의 전세 구매에 도움이 못 되어 슬프시군요.
친구에게 얼마 전에 거짓말했는데 기분이 좋지 않아.,친구에게 거짓말을 해서 마음이 불편하시군요. 자세히 말씀해 주세요.
동호회 회원 한 명이 이번에 탈퇴하겠데. 내가 지각하지 말라고 했었는데 그것 때문에 그런 거 같아 신경이 쓰여.,동호회 회원의 탈퇴가 본인 탓이라는 생각으로 신경 쓰이시는군요.
나만 좋자고 바쁘게 살아온 게 아닌데 우리 딸내미한테 미안해 죽겠어.,나는 따님에게 미안함을 느끼고 있군요.
업무 중 실수를 해서 혼났어.,실수해서 매우 속상하시군요. 무슨 일이 있었는지 여쭤봐도 될까요?
나 왜 이리 대인관계를 잘 맺지 못할까? 죄책감 들어.,대인관계의 어려움으로 걱정이 많으시군요.
취업이 안 돼서 계속 무직 상태로 지내고 있어.,취업이 안 되서 무직으로 있으시군요. 마음이 어떠신가요?
내 실수로 많은 사람이 피해를 보았어. 모두 내 탓이야.,나 때문에 많은 사람이 피해를 보아 죄책감을 느끼시는군요. 어떤 일이 있었는지 여쭤봐도 괜찮을까요?
숨도 안 쉬어지고 마음이 아주 힘드네.,병원은 다녀오셨어요? 어디가 많이 아프신가요? 
내가 오늘 칭찬을 들었는데 말이야. 왜 죄책감이 드나 모르겠네.,칭찬 때문에 죄책감이 드는 이유가 뭘까요? 이유가 있으실까요? 
내 주변에 친구들은 다들 취업을 했는데 나만 취업 준비 중이라 걱정돼.,주변에서 다들 취업을 해서 걱정이 많이 늘었겠어요.
엄마와 대화 중에 엄마는 유산을 한 번 하셨대.,엄마가 유산을 한번 한 적이 있다는 소식을 듣고 놀라셨군요.
계속 늙어 가는데 내 아이들에게 미안한 마음만 들어.,자녀들과 무슨 문제가 있는 건가요?
요즘 회사에서 내가 담당하는 업무가 많이 줄었어.,회사 업무가 줄어들어서 걱정이신가 보군요.
친구랑 싸웠더니 죄책감이 들어.,왜 그런 감정이 드는지 자세히 말씀해주실 수 있나요?
아이가 조산으로 태어났어. 아이한테 정말 미안해.,아이가 조산으로 태어나 아이에게 미안하군요.
취업이 안 되니 부모님에게 손만 벌리는 것 같아서 죄책감이 들어.,부모님에게 손만 벌리는 거 같아서 죄책감이 드시는군요.
남자친구가 있는데 몰래 소개팅을 했어.,좀 더 설명해 주실래요?
몇 년째 취업을 못 해서 걱정이야. 날 기다려주시는 부모님께 죄송해.,취업이 안되는 상황에서 부모님께 죄송한 마음이 드셨군요.
아이를 가지지 못하니까 남편에게 죄책감이 들어.,남편에게 미안한 마음이 드시는군요.
조카를 봐주다가 조카가 다쳐서 상처가 났어. 모두 내 탓이야.,조카가 다쳐서 속상하시겠어요.
몰래 소개팅에 나갔는데 남자친구한테 너무 미안해.,남자친구분께 정직하지 못해서 힘드시군요.
아직까지 취업도 못 하고 있어서 부모님 얼굴 보기가 죄스러워.,취업을 못 하고 있어서 부모님께 죄책감을 느끼시는군요.
친구한테 너무 심한 말을 한 거 같아서 죄책감이 들어.,무슨 이야기를 하셨나요?
사실 어제 입은 원피스 친구 따라서 산 건데 우연히 같은 걸 주문했다고 했어.,친구의 반응에 당황스러우셨군요.
내가 아이를 키울 능력도 안 되는데 낳은 것 같아.,아이를 키울 능력도 안 되는데 낳은 것 같으시군요. 왜 그렇게 생각하세요?
빨리 취업해야 부모님 짐을 덜어드릴 수 있을 텐데. 부모님께 너무 죄송해.,취업이 안 돼서 부모님께 죄송한 마음이 드시는군요.
나 때문에 친구 사이가 틀어진 것 같아.,본인 때문에 친구 사이가 틀어진 것 같으시군요. 자세히 말해 주시겠어요?
비혼을 결정했는데 부모님께 말씀드리기 죄송해.,부모님께 비혼을 말씀드리기 죄송하다고 느끼시는군요.
몇 년째 공무원 시험에 합격하지 못해서 부모님께 죄송스러워.,합격을 하지 못해서 부모님께 죄송해하고 계시는군요.
너무 화가 나서 부하직원에게 소리쳤는데 죄책감이 들어.,부하 직원에게 화를 낸 것이 후회되시는군요.
급하게 출장 가다가 회의 문서가 사라졌어. 이제 어떻게 하지?,서류가 없어져 당황하신 것 같아요.
아이를 갖지 않겠다고 버티고 있지만 죄책감이 들어.,죄책감이 드는 이유가 있을까요?
친구의 슬픈 상처를 건드려버렸어. 너무 미안해.,친구의 상처를 건드려서 죄책감을 느끼시는군요.
그래서 그 친구를 만나서 미안했었다고 사과하고 싶어.,그 친구에게 진심을 건네면 용서받을 거예요.
요즘 너무 바빠서 아이들이랑 시간을 보내지 못해서 아이들이 서운할 것 같아.,요즘 아주 바쁘셔서 틈이 없으셨나 봐요.
이제 정년 퇴임인데 재테크를 하지 않은 게 후회돼.,재테크를 하지 않으신 게 후회되시는군요. 많이 후회되시겠어요.
아내에게 거짓말을 했어.,무슨 거짓말을 하셨나요?
아이가 학교에서 친구랑 싸웠어.,어디 다친 데는 없나 걱정되네요.
요즘 가족들에게 너무 미안하네.,어떤?이유 때문인지?알 수 있을까요?
아 왜 난 젊었을 때 미리 건강을 챙기지 않았을까?,미리 건강을 챙기지 못해 후회 되시는군요. 무슨 일 있으신가요?
짜고 자극적인 음식을 많이 먹어서 그런가. 위가 나빠졌어.,위가 어떻게 안 좋으신가요?
나이가 들어 죽음을 생각하면 죄책감으로 불안하고 두려워져.,어떤 일로 죄책감이 드세요?
노후 준비를 못 해서 가족들과 아이들에게 미안해.,노후 준비를 못 해서 가족들과 아이들에게 미안하시군요.
돈을 많이 모으고 싶어.,그런 생각을 하신 계기가 있으신가요?
뱃살 때문에 건강 걱정이야. 갑자기 늘어난 체중이 당황스럽네.,체중이 많이 늘어나 봐요? 운동 계획은 있으신가요?
오늘 중요한 업무가 있어서 어머니 병원을 못 갔어.,업무 때문에 어머니를 못 뵈었군요.
주식 투자를 했는데 망했어.,안타깝네요. 손실이 크신가요?
노후에 어떻게 지내야 할지 막막해.,노후에 뭐 할지 막막하시군요. 노후 준비로 걱정이 있으시군요.
지난달에 돈을 너무 많이 쓴 거 같아.,특별히 많이 쓰신 이유가 있었어요?
재택근무를 하니 업무 집중이 안 되네.,왜 재택근무를 하세요?
노후 준비가 안 돼서 가족들에게 죄책감이 들어.,지금부터라도 노후 준비를 하실지 계획이 있으신가요?
난감한 일이 생겼어.,난감한 일이 생겨서 당황하셨군요. 어떤 일인지 더 이야기해 줄 수 있나요?
아들 결혼 자금을 좀 썼어.,급한 일이 있으셨나 봐요.
주식에 투자해서 돈을 많이 잃었어.,주식 투자를 했는데 돈을 많이 잃게 되어서 당황하셨군요.
