human,system
현재 우리 집의 재정 상태를 아이들에게 말했는데 말하는 동안 내가 한심스럽게 느껴졌어.,왜 그런 기분을 느끼셨는지 더 설명해 주실 수 있으신가요?
은퇴를 앞두고 생각을 해보니 한심하고 초라해지는 나를 느껴.,어떤 점 때문에 그러신지 말씀해 주실 수 있으신가요?
아내를 위해 한약을 지어다 줬는데 아들이 그걸 먹겠다니까 정말 한심해 보여.,아들 때문에 실망하셨군요.
아들이 내 두 배를 자면서도 자꾸 피곤하다고 해서 걱정이야.,사용자님이 걱정되는 이유에 대해 더 말해 주세요.
큰딸이 우리 집에 약을 두고 갔다고 가져다 달라는데 중요한 걸 잘 챙기지 못하는 게 걱정이야.,사용자님이 걱정되는 부분은 어떤 이유인가요?
친구들 중에 내 건강을 부러워하는 친구가 있는데 말만 그렇게 하지 늘 술을 달고 살아.,친구분의 건강을 걱정하고 계시는군요.
고지혈증이 있는 친구가 아직도 고기를 끊지 못하고 있어.,친구의 식사 습관을 걱정하고 계시는군요.
친구가 몸이 아프면 병원에 가면 된다는 식으로 말해서 걱정이야.,사용자님은 어떤 부분을 걱정하고 계신가요?
건강 관리보다 미신을 더 믿는 친구가 한심해 보여.,친구와 서로 다른 생각을 가지고 계시는군요.
아들이 집에서 밥을 먹을 생각을 안 하고 패스트푸드만 먹어서 걱정이야.,어떤 점이 사용자님을 걱정되게 했나요?
집에서 동생 얼굴 보기가 너무 싫어. 얼굴만 봐도 화가 나네.,속상한 일이 있으신가요? 동생분이 무엇을 잘못했나요?
삼십 년 직장생활을 했는데 모아놓은 돈이 없어. 내가 정말 한심한 것 같아.,삼십 년 직장 생활에도 모아 놓은 돈이 없어 속상하시군요. 앞으로는 어떤 계획이 있으신가요?
매번 이성한테 차이는데 뭐가 문제일까?,이별 통보를 먼저 받는 것이 힘드셨겠어요.
대학교에 입학했는데 동기들에게 말 한마디 못 하는 내가 너무 한심해.,동기들에게 말을 걸지 못해서 아쉬우셨군요.
이 나이 먹도록 연애 한 번 못 해봤어. 스스로가 정말 한심해.,인연을 아직 만나지 못해 속상하시군요. 어떤 사람을 만나고 싶으세요?
난 결혼이나 할 수 있을까? 나 자신이 한심해,결혼에 대해 걱정되는 것이 있으신가요?
다른 사람 모두 이성 친구가 있는데 나만 없어. 나 정말 한심한 것 같아.,이성 친구가 없어서 속상하시겠어요.
주변 사람들은 다들 결혼하는데 여자친구도 없는 내가 너무 한심해.,결혼이 늦어져서 고민이 많으시군요.
친구들은 다들 취업 잘만 하는데 나는 또 낙방이야.,취직이 안 되셔서 마음이 좋지 않으시군요.
내 연봉이 너무 창피해. 어디 가서 말하고 다니겠어?,연봉이 낮아서 창피하시군요. 연봉이 낮지만 계속 근무하는 이유가 있을까요?
일 때문에 너무 바빠서 친구의 생일을 그만 깜박 잊어버렸어. 십 년 된 친구의 생일도 잊어버린 내가 너무 한심해.,너무 바쁘셔서 깜박 잊으셨군요. 친구한테 어떻게 해주고 싶으세요?
뱃살이 이렇게나 찌다니 충격이야. 젊었을 땐 윗몸일으키기도 곧 잘했는데 지금은 열 개도 하기 힘들어.,늘어난 뱃살에 충격을 받으셨군요. 건강은 괜찮으신 건가요?
친동생이 대뜸 남자친구를 집에 데려와서는 결혼을 하고 싶다고 하더라.,동생이 결혼 얘기를 했을 때 기분이 어떠셨나요?
남자친구한테 아침에 연락이 없길래 전화해 봤더니 밤새 게임을 하느라 늦잠 자서 지각했대.,남자친구가 게임 하느라 지각을 하셨군요.
이 나이가 되도록 연애도 못 해보고 정말 한심하지 않아?,연애를 못 해보셔서 한심하게 느끼시나요?
나는 아직 여자친구도 없고 한심한 느낌이 들어.,기분이 안 좋아 보이시는군요. 여자친구를 만들기 위해 어떤 노력을 할 수 있을까요?
오래전부터 좋아하던 사람이 있는데 고백할 엄두가 안 나. 왜 이렇게 용기가 없는지 나 자신이 한심해.,사랑하는 사람을 앞에 두고 용기가 나지 않아서 기분이 좋지 않으시군요.
나는 이 나이까지 집 하나 장만하지도 못하고 뭐 했는지 한심스러워.,내 집 장만을 못 하셔서 속상하신 것 같네요. 어떤 부분이 특히 힘드신가요?
요즘 아들이 모바일 게임에 빠져서 너무 한심스러워.,아드님이 모바일 게임에 너무 많이 시간을 쓰는 걸 보니 안타까운 마음이시겠어요. 어떻게 도와줄 방법이 없을까요?
임신 구 개월인데 출산이 두려워.,긴장하실 만해요. 다른 분들은 어떤 반응이신가요?
취업 준비만 삼 년째야. 아주 지겹고 이제는 의지도 안 생겨. 평생 백수로 놀고먹는 거 아닐까? 나 자신이 너무 한심해.,취업 준비가 길어져서 힘드시겠어요. 그렇지만 시기적으로 잠시 주춤하는 때가 아닐까요?
직장 다니기 힘들어. 직장 동료들과 잘 어울리지 못하는 내가 한심해.,직장 동료들과의 관계가 힘들어 속상하시군요.
여자친구랑 술을 먹다가 너무 많이 먹어서 토했어.,토할 정도로 술을 많이 드셨군요. 여자친구분은 괜찮으신가요?
오늘 또 사람들한테 욕을 얻어먹었어.,무슨 일이 있었나요? 구체적으로 말씀해주시겠어요?
퇴직할 때는 다가오는데 노후 준비를 해 놓지 않아서 걱정이네.,노후 준비가 걱정이시네요.
나만 취업을 못 했어. 정말 한심해.,취업이 안 돼서 힘드시군요. 취업을 위해서 어떤 노력을 하고 계세요?
요즘 모두 나를 무시하는 것 같은 기분이 들어.,무시하는 기분이 들어서 불쾌하신가 봐요. 그럴 땐 어떻게 하세요?
서른이 넘으니 주변 친구들이 하나둘씩 결혼을 했어. 난 아직 남자친구도 없는데.,최근 들어 주변에서 친구들이 결혼을 많이 하셨군요.
오늘 토익 시험을 봤는데 스스로가 한심해 죽겠어.,토익 시험을 보고는 스스로가 한심하다고 느끼셨군요.
은퇴는 다가오고 노후준비를 위한 재정이 형편없으니 나 자신이 한심하네.,힘든 일을 겪고 계시네요. 노후를 위해 어떤 준비를 하고 있으신가요?
대학 졸업한 딸아이가 아직 취직도 못 했는데 별로 노력도 안 하는 것 같아서 너무 기가 막혀.,자녀의 취업 때문에 걱정이 많이 되는군요.
요새 공부가 안돼서 내가 너무 한심하게 느껴져.,매우 답답하시겠어요. 집중이 안 되는 원인이 뭘까요?
정말 왜 저러나 몰라. 어제는 술을 마시고 고주망태가 돼서는 현관문 앞에서 자는 거 있지? 한심해 죽겠어.,남편이 몸을 가누지 못할 정도로 술을 마셔서 속이 많이 상했겠군요.
고민만 있으면 나한테 전화를 하는 친구가 있어.,친구의 고민을 잘 들어주나 보군요.
올해 초에 산 주식이 반값으로 떨어졌어. 잘 알아보고 샀어야 하는데 무턱대고 사놓고 후회하는 내가 너무 한심해.,사전에 잘 알아보지 못하셔서 본인이 한심하다고 생각하시는군요.
집에서 놀기만 하는 언니를 보는데 너무 한심해.,집에서 놀기만 하는 언니를 보는 게 너무 한심하시군요.
친한 후배가 성적도 관리하지 않고 이래저래 놀고만 있어. 볼 때마다 어이가 없어.,아끼는 후배가 생활을 바로 하지 않아 안타깝고 한심한 생각이 드시는군요.
남자친구가 아무런 목표도 없이 게임만 많이 해서 한심해 죽겠어.,게임만 많이 하는 남자친구가 한심하시군요.
뭐든 꾸준히 하지 못하고 일확천금만 노리는 친구가 한심해.,성실한 노력 없이 부자가 되려는 친구의 생각이 한심하시군요.
어제저녁에는 아이 문제로 아내와 다퉜어.,무슨 일로 그러셨나요?
꾸준히 몸 관리를 위해 헬스클럽에 다닌 지 삼 개월이나 지났네.,그럼 몸에 좋은 변화가 있었나요?
내 와이프는 왜 이렇게 사치가 심한지 모르겠어.,사치라고 하시면 어떤 사치를 말씀하시는 건가요?
삼십 년간 여자친구 한 번도 못 사귀어봤네. 한심하다.,아직 연애를 안 해보셔서 속상하셨군요.
재산도 없고 남다른 재주도 없는데 당장 은퇴하면 어떡해야 할지 막막해. 정말 비참하다.,미래에 대한 걱정이 많으시겠어요.
내 적성에 맞는 일이 무엇인지 아직도 모르겠어.,아직 적성에 맞는 일을 찾지 못하셨군요.
나는 친구들보다 연봉도 적고. 결혼할 수 있을까?,연봉과 결혼에 대한 고민이 있으신가 봐요.
나는 솔직히 여자친구를 사귀어 본 적이 없는 말 그대로 모태 솔로야. 정말 내가 한심하다.,연애하지 못해서 힘드신가요?
결혼하고 싶은데 현실적으로 힘들 거 같아.,결혼하고 싶으시군요. 힘든 이유가 무엇인지 구체적으로 알려 주시겠어요?
요즘 부쩍 살이 쪄서 조금만 걸어도 숨이 차서 한심해.,코로나 때문에 집에 있는 시간이 길어지다 보니 살이 좀 찌셨나 봐요. 
남자친구랑 결혼 생각 중이었는데 모아둔 게 얼마 없다는 거야. 부모님 도움받겠다는 소리에 한심하더라.,결혼을 생각하는 사람과 저축 얘기 중에 목표나 계획성 없는 상황 때문에 실망하셨군요. 상대와는 어떻게 하고 싶으신가요?
오늘이 여자친구와의 백일 기념일이었는데 내가 깜빡해버려서 여자친구를 속상하게 만들었어. 오늘은 내가 정말 한심하게 느껴지는 날이야.,특별한 날을 깜빡해서 여자친구분께서 속상해하셨군요. 여자친구분의 기분을 다시 나아지게 하기 위해 무엇을 하고 싶으세요?
오늘도 공부하다가 잤어.,많이 피곤하셨나요?
요즘 나 자신이 너무 한심하게 느껴져.,무슨 일이에요? 좀 더 자세히 말해줄 수 있어요?
우리 형이랑 아빠랑 매일 거실에서 싸우는 데 정말 한심해.,형과 아빠가 매일 거실에서 싸우는 모습이 한심하게 느껴지셨군요.
의예과 진학이 내 성적으론 안 된다고 하네. 나 한심하지?,성적 때문에 원하는 학과에 갈 수 없다는 말에 멍해졌나 보네요.
예전엔 업무 아이디어가 빨리 떠올랐는데 머리가 점점 둔해지는 것 같아 한심스러워 죽겠어.,예전과 다르게 업무 아이디어를 빨리 떠올리기가 쉽지 않아 한심스럽다는 생각이 드시는 거군요.
일 때문에 바빠서 십 년 된 친구의 생일을 까먹었어. 내가 너무 한심해.,일 때문에 소중한 친구를 신경 써주지 못해 미안하시군요. 친구에게 뭐라고 말하고 싶으세요?
오늘 회사 동료랑 싸워서 기분이 안 좋아.,회사 동료랑 어떤 일로 싸우게 되었는지 얘기해줄 수 있나요?
주변 친구들은 다 결혼하는데 나는 연애도 못 하고 너무 한심한 것 같아.,친구들은 다 결혼을 해서 스스로 한심함을 느끼고 계시는군요.
난 내 친구가 너무 한심한 거 같아.,내 친구가 한심하다고 생각하셨군요. 좀 더 이야기해 주시겠어요?
엄마가 수술해야 하는데 보험에 가입을 안 해놔서 병원비 걱정이네.,수술비 부담이 많으시군요.
이제 마흔 중반인데 벌써 몸이 아픈 것 같아.,몸이 어디 많이 안 좋으세요?
내가 너무 싫어.,내가 싫다니 무슨 일 있으셨나요?
다른 사람들은 다 취직했는데 나만 백수야.,취직하지 못해 걱정이 많으시군요.
회사 생활 하면서 도무지 상사에게 배울 것이 없어.,회사 생활 하면서 상사에게 큰 실망을 하셨군요.
사람을 겉모습으로 판단하는 버릇을 고치고 싶어.,습관을 바꾸고 싶으시군요. 사람의 겉모습을 중요시하는 이유가 있나요?
왜 나는 지원하는 회사마다 다 떨어질까? 나는 참 쓸모없는 것 같아.,본인은 원하는 회사에서 열심히 일하고 싶은데 뜻대로 되지 않아 힘드시겠어요.
회사에 새로 들어온 인턴이 있는데 너무 어리바리해서 뭘 하나 제대로 시킬 수가 없어.,인턴분이 답답하게 느껴지셨나 보네요. 인턴분에게 어떤 이야기를 해주고 싶은가요?
친구가 어제 지갑을 잃어버렸대. 벌써 세 번째야.,친구분이 어제 지갑을 잃어버리셨군요.
직장 동료가 오늘도 지각했어. 너무 한심해.,직장 동료가 오늘 지각을 해서 한심해 보이시는군요.
딸아이 방이 엉망이야. 나이가 몇인데 정리정돈 할 줄도 모른다는 게 한심해.,따님이 방을 스스로 정리할 수 있는 나이임에도 불구하고 그러지 못해 걱정이시군요. 방 정리를 잘못하는 이유가 있을까요?
회사에서 나의 제안서가 자꾸 떨어져서 너무 비참한 기분이 들어. 이번이 열 번째 탈락이야.,여러 번 지원서에 떨어지게 되어 스스로 한심하다고 생각하고 계시는군요. 나의 제안서가 자꾸 떨어지는 이유가 뭐라고 생각하세요?
임신하려면 건강한 몸을 만들어야 하거든. 근데 운동도 안 하고 먹기만 하는 나 자신이 너무 한심해.,건강 관리 하는 게 생각처럼 쉽지 않나 봐요.
내신 등급을 한 등급씩 올리려고 노력해봤지만 못했어. 내가 참 한심한 것 같아.,노력했지만 성적이 향상되지 않아서 자신감이 떨어진 상태 시군요. 자신감을 회복하려면 어떻게 하면 좋을까요?
체중 관리를 하지 않아서 배가 나온 사람을 보면 한심해.,몸매 관리를 하지 않은 사람들이 문제라고 생각하시는군요.
남편을 어떻게 해야 할까? 정말 너무 화가 나네.,남편 때문에 화가 나셨군요. 무슨 일이 있으셨을까요?
가끔 아들이 같은 실수를 반복하면 한심하다는 생각이 들어.,자녀분이 가끔 같은 실수를 반복하나 보군요.
체육관을 등록했는데 너무 못 갔어. 이번 달엔 운동할 시간이 많았는데 내가 너무 한심해.,시간이 있었지만 가지 못해 속상하신 것 같아요.
돈 모아서 결혼하는 걸 보면 좀 다른 세계 일인 것만 같아. 난 혼자 살기도 버겁거든.,생활하느라 결혼 자금을 모으기 힘들어하시는 것 같아요.
건강 염려증에 내가 스스로 한심해져.,건강에 민감하게 생각하시나 봐요.
한심한 짓을 해서 결국 파혼당했어.,어떤 이유 때문인지 말씀해주실 수 있을까요?
요즘 내 감정을 조절하지 못하고 내 몸 상태도 잘 따라주지 않아. 관리에 소홀했던 내가 한심해.,건강에 대해서 아쉬운 부분이 생기신 것 같아요.
직장에서 내가 참 한심하다고 느껴.,직장에서 무슨 일이 있으셨나요? 왜 한심하다고 느끼는지 자세하게 말씀해 주세요.
아들이 미래에 전업주부가 꿈이래. 한심하지 않아?,전업주부를 꿈꾸는 이유는 무엇일까요?
아픈데도 일을 하러 가야 하니 참 힘들기도 하고 내가 한심한 생각이 드네.,아픈데 쉬지 못하시나 봐요. 왜 한심하다고 생각하세요?
젊어서부터 노후 준비를 했어야 했는데 아무것도 준비가 안 됐어.,노후준비로 걱정이 많으신가 봐요.
다른 직장으로 옮기려고 면접을 봤는데 그곳에서 연락이 없네.,직장을 옮기시려나 봐요.
오늘 또 친구한테 별것도 아닌 일로 화내버렸어. 나 정말 한심해.,친구에게 별일 아닌 일로 화내서 미안하시군요.
이 나이 먹도록 연애도 못 해보고 나도 참 한심하지.,연애를 안 해보셔서 자신을 한심하다 여기는군요.
내 동생은 의사 결정을 너무 못해서 답답하고 한심해 보여.,동생분이 의사 결정을 못 해서 한심함을 느끼시는군요. 답답하시겠어요.
결혼을 준비하는 친구가 있는데 너무 한심해.,친구분과 무슨 일이 있으셨나요?
우리 오빠가 먹고 놀고 하느라 취업을 전혀 안 하고 있어서 너무 한심해.,오빠를 보니 딱하다는 생각이 드시나 봐요.
내 남자친구는 항상 아무것도 안 하고 게임만 해.,그러시군요. 남자친구분이 걱정도 되고 속상하시겠어요.
부모님이 대학까지 보내주셨는데 취업도 못 하는 내가 너무 한심해.,취업 때문에 걱정이시군요.
여자 아이돌이나 보며 침 흘리고 있는 내가 한심해.,여자 아이돌이나 보며 침 흘리고 있는 스스로가 한심하시군요. 어떤 점 때문에 그렇게 생각하시나요?
지금까지 일에만 치여 살아서 주변을 잘 챙기지 못했어.,일에 치여서 주변사람들을 챙기지 못했군요. 그래서 마음이 어떠신가요?
친구가 다른 건 하나도 안 하고 게임만 해.,친구의 그런 점에 대해 어떤 생각이 드셨나요?
회사 다니면서 자꾸 변명하는 습관이 생겼어.,어떻게 그런 습관이 생긴 걸까요?
나는 연애하고 싶다고 맨날 말하는 친구가 한심해.,매번 연애하고 싶다고 말하는 친구가 한심하게 느껴지시는군요. 이유가 뭔가요?
남자친구 월급이 작은데 자꾸 외제 차를 사려고 해. 정말 한심하단 마음이 들어.,남자친구 때문에 한심한 마음이 드시는군요.
이제 대학교 삼학년인데 아직도 진로로 고민하고 있어. 나 너무 한심해.,진로 고민을 하면서 한심하다고 생각하시는군요.
내 동생은 너무 한심해.,어떤 점에서 동생이 한심하다고 느껴지시나요?
내가 너무 한심한 것 같아.,왜 한심하다고 생각하시게 되셨나요?
팀 동료 일하는 게 한심해서 아주 스트레스받고 있어.,직장에서 동료 때문에 스트레스를 받으셨군요.
우리 아이가 매일 티브이만 봐서 걱정이야.,티브이만 보는 아이가 걱정스러우신가 봐요.
매일 운동하겠다고 다짐만 하고 실천하지 않는 내가 한심스러워.,운동을 시작하기는 참 어려운 것 같아요.
와이프가 회사에서 잘렸는데 구직활동을 안 하고 놀기만 하네.,아내분이 실직을 해서 고민이 많으시겠어요.
와이프가 쇼핑중독인 거 같아.,쇼핑을 많이 하시나 봐요?
요즘에 배가 너무 많이 나왔어.,배가 많이 나오셨군요. 운동을 못 하셨나 봐요?
회사 체육 대회에서 축구를 했는데 힘들어서 오 분도 못 뛰었어.,많이 힘드셨나 보네요.
딸아이 방이 엉망이야. 나이가 몇인데 정리 정돈은 할 줄도 모르고.,무슨 일로 화가 나신 건가요?
큰일이야. 계획을 매일 못 지켜.,무슨 일인데 그러시나요?
일자리가 없어서 정말 한심해.,일자리를 찾고 계시나 봐요?
나 자신이 너무 한심해.,나 자신이 한심하게 느껴지셨군요.  좀 더 얘기해 줄래요?
사람들이 나만 보면 체중 관리를 하라고 말하는데 그런데도 먹는 걸 탐하는 나를 보면 나 자신이 너무 한심해.,마음처럼 되지 않는 행동에 매우 속상하시겠어요.
딸이 하나 있는데 정말 한심해.,왜 한심하다고 생각하시나요?
너무 비만을 우습게 알았는지 당뇨에 고협압까지 찾아왔지 뭐야.,주기적으로 건강 검진을 받으셨나요?
딸들이 공부는 안 하고 맨날 누워서 잠만 자는 모습만 보여 줘서 너무 한심해.,딸들의 나태한 모습을 보는 게 싫으시겠어요. 대화는 해 보셨나요?
왜 남자들은 나와 쉽게 헤어지는 걸까?,남자들이 사용자님과 쉽게 헤어진다고 생각하시나요?
도대체 취업은 어떻게 하는 거야?,취업하는데 어려움을 겪으시는군요. 어떤 점이 가장 어려우신가요?
우리 딸은 쉬운 문제도 틀리고 푼 문제도 틀린다. 너무 한심해.,자녀분이 문제를 자주 틀려 한심하다고 생각하시는군요. 
광고에 또 속았나 봐. 한심하다. 한심해.,광고에 속으셨다고요? 자세히 말해 주세요.
건강이 나빠지는데 뭔가 헤쳐 나갈 계획을 세우지 못하니 나 자신이 한심하게 느껴져.,계획을 세우지 못하는 이유를 말해 주실 수 있나요?
나 자신이 너무 한심해. 그렇게 주변 사람들이 건강 조심하라고 말해도 안 들었어.,건강이 안 좋아지셨군요. 건강을 되찾기 위해 노력하시는 것이 있으신가요?
몸이 이 지경이 되도록 관리도 못 한 내가 참 한심스러워.,건강 관리를 잘 못 하셔서 힘드셨나 보네요.
내가 내 배를 보고 있자니 참으로 한심한 생각이 들어. 남편이 돼지라고 놀리는 것도 이해가 되고.,살이 찌셔서 고민이신가 봐요.
친한 친구를 의심해서 싸우게 됐어.,어떤 일로 친구를 의심하게 된 건가요?
세상을 잘못 살아온 것 같아 걱정이 많아.,어떤 일들로 그런 생각이 드셨나요?
직장에서 나 자신이 한심하게 느껴지는 일로 고민스러워.,그런 생각이 어쩌다가 드셨나요?
지금 일하는 직장이 내 적성에 맞는지 잘 모르겠어. 나 자신이 너무 답답하고 한심해.,직장에 대한 고민이 많으시군요. 일하면서 즐거웠던 업무가 있나요?
이 나이 먹도록 힘들 때 연락할 친구도 많지 않다는 게 너무 한심해.,주변에 연락할 친구가 많지 않다는 생각 때문에 그러신 것 같아요.
정말 사소한 일로 친구에게 화를 냈어. 내가 생각해도 난 참 한심한 사람인 것 같아.,순간의 감정에 충실했군요. 그 후에 친구분과 대화해 보셨어요?
친구 중에 취업은 하지 않고 게임만 하면서 노는 친구가 한 명 있어.,그 친구분은 취업에 생각이 없으신 건가요?
오늘 아침 지각해서 복무 단속에 걸렸어.,어떤 이유로 지각한 건가요?
며칠 전에 받은 건강 검진 결과가 오늘 나왔어.,결과가 어떻게 나왔나요?
어떤 친구들이 다른 친구의 돈을 뺏어 가. 정말 한심해.,친구의 돈을 뺏다니 정말 한심하게 느껴졌겠어요.
자꾸 거짓말이 앞서는 친구들을 보고 있자면 안타까운 마음이 들어. 도대체 왜 저러나 하고 말이야.,거짓말을 자주 하는 친구들을 안타까워하고 계시는군요. 그런 친구들이 많이 있나요?
결혼식에 드는 비용을 보고 있자니 답답하고 어처구니없다는 생각이 들어.,결혼식의 어떤 비용을 보시고 그러시는 건가요?
진짜 한심하다.,한심하다고 생각한 일이 있으세요?
다들 결혼해서 잘 사는데 나는 왜 이럴까?,결혼을 아직 안 한 게 문제라고 생각하시나요?
아직 맞벌이하고 있는데 재정이 바닥이야. 너무 한심해.,그러시군요. 부부가 모두 회사에 다니시는 데 재정이 바닥이 난 이유가 있을까요?
중년에 접어드니 이곳저곳 조금씩 아프고 무기력해져 매사에 의욕이 없고 나 자신이 답답하게 느껴져.,매사에 의욕이 없고 나 자신이 답답하게 느껴지는군요. 혹시 주변에 이 문제로 상담할 만한 분이 계실까요?
친구는 취업에 합격했는데 진심으로 축하해 줄 수가 없어.,친구분의 기쁜 소식에도 마음이 안 좋으시군요. 혹시 왜 그러신지 말씀해 주실 수 있을까요?
항상 남 탓만 하는 친구가 너무 한심하게 느껴져.,친구와의 대화에서 불편함이 느껴지셨군요. 구체적으로 어떤 대화인지 여쭐 수 있을까요?
새로 들어온 신입사원 때문에 힘들어.,신입사원이 어떻게 힘들게 하나요?
아들이 밤새 게임만 하나 봐.,아들의 모습에 어떤 기분이 들었나요?
요즘 계속 부정적인 생각만 들고 내가 세상에서 제일 한심한 것 같아.,무척 힘드시죠? 요즘 들어 왜 그런 생각이 드신 걸까요?
요즘 매일 집에 오면 쓰러질 것 같아.,쓰러질 것 같을 정도로 피곤하시군요.
직장에서 어이없는 실수를 했어. 나 자신에게 너무 화가 나.,자기 자신에게 실망하셨군요.
내가 너무 한심해. 오늘도 이력서 넣어야지 하면서 못 넣었어.,자신이 한심하다는 생각으로 마음이 힘드셨군요.
회사 일이 많지만 제대로 업무를 처리하기가 버거워.,일이 많아서 버거우신 상황이군요.
친구가 게임만 하고 살아 너무 한심해 보여.,친구분이 걱정되시나 봐요.
일하러 온 사람들이 일은 안 하고 자꾸 커피믹스만 축내네.,사람들의 태도에 당황스러우시겠어요.
밑에 직원이 일은 제대로 하지도 못하면서 자꾸 일은 어디서 가지고 온다니까.,요즘 많이 힘드시겠네요.
내 동생은 아직도 취업을 안 했어. 정말 한심해.,직장을 구하지 못하는 동생분이 한심하게 느껴지시나 봐요.
나는 너무 한심한 사람이야.,내가 한심한 사람이라고 생각하는 이유가 있으신가요?
내 자식이 결혼도 못 하고 독수공방하는 것을 보니 너무 한심해.,자식이 얼른 결혼하시길 바라시나 봐요.
내 동생은 아직도 취업을 못 하고 있어. 보고 있으면 한심해.,동생이 제 할 일을 못 하는 것 같아 한심하다고 느끼시는군요.
여동생이 연애도 안 하고 아이돌만 쫓아다녀.,여동생을 한심하게 생각하시는 것 같아요.
나는 사람들 사이에서 항상 겉돌아. 이런 내가 한심해.,자신을 스스로 한심하다고 여기시는군요.
면접에서 실수한 것 같아.,실수하신 것 같아 걱정이시군요.
지금까지 잘못된 방향으로 취업 준비를 해 온 내가 한심하게 느껴져.,스스로를 한심하게 여기고 있군요. 좀 더 자세히 말해주시겠어요?
취업 준비도 올해로 삼 년째 됐어. 너무 힘들어.,길어지는 취업 준비 때문에 많이 힘들어 하시는군요.
직장에서 아직도 보고서를 제출하지 못했어. 내가 너무 한심해.,보고서를 제출하지 못해 마음이 불편하시군요.
에세이 과제에 엄청 애를 쓴 내가 너무 한심하게 느껴진다.,에세이에 시간 투자를 많이 했다는 것이 한심하게 생각되었군요. 더 자세히 알려주시겠어요?
친구가 따돌림 당하고 맞기 까지 했는데 도와주지 못한 내가 너무 부끄러워.,친구 분께 손을 내밀어주지 못해 많이 속상하시겠어요.
친구랑 싸웠는데 주먹을 피하지 못하고 맞았어. 너무 느려서 한심해.,친구 분과 싸워서 많이 속상하실 것 같아요. 다치시진 않았나요?
내가 친구 비밀을 다른 친구에게 말해버려서 그 친구가 따돌림 당했어.,친구를 따돌림 당하게 만들었다고 생각해 후회되시는군요. 좀 더 말씀해주세요.
싫어 할 것은 알았지만 진심을 말했더니 애들이 싫어해.,자신의 진심을 이해해주지는 못한 친구들과 자신에게 많이 속상하겠어요.
별 것도 아닌 일로 내가 친구를 때렸어. 이제 생각하면 너무 부끄러워.,친구 분을 때린 일을 후회하고 계시는군요. 많이 속상하시겠어요.
친구가 가벼운 장난을 쳤는데 나는 홧김에 그 애를 때렸어.,친구 분을 때려서 많이 속상하시겠어요.
요즘 너무 친구들을 때리는 것 같아. 어제도 친구를 때려버렸어.,성급한 행동으로 인해서 많이 속상하시겠어요.
친구들한테 거짓말로 내가 한 것보다 부풀려서 말했는데 그런 내가 유치하다고 느껴.,친구들에게 인정받기 위해 부풀려서 말하셨군요. 많이 속상하시겠어요.
내가 좋아하는 친구가 있는데 나는 왕따라서 너무 부끄러워.,친구들에게 따돌림 당한다니 많이 속상하시겠어요.
나 유명한 친구를 좋아하는데 고백을 못해서 내가 너무 한심해.,고백을 못하고 있는 상황에 너무 속상하시겠어요.
친구를 괴롭히고 약점 잡으면서 놀렸더니 친구가 속상해했어.,친구를 괴롭혀 속상해하는 모습을 보셨군요. 좀 더 말씀해주세요.
왜 항상 너무 쉬운 문제를 틀릴까? 내 자신한테 너무 화가 나.,쉬운 문제를 틀려서 많이 힘드시군요.
아는 공식이었는데 근의 공식을 까먹어서 쉬운 문제를 틀려버렸어.,아는 공식을 잊어먹어서 속상하시겠어요.
암산으로도 풀 수 있는 문제를 틀렸어. 내 스스로가 창피해.,쉽다고 생각한 문제를 틀려서 속상하시군요.
