human,system
첫 직장에 입사하고 처음으로 구두를 신고 출근했는데 모르고 넘어져 버려서 너무 부끄러워.,구두가 익숙하지 않군요. 다치진 않았나요?
부끄러워 죽겠어.,무슨 일 때문에 부끄러우신가요?
내 자신이 요즘 부끄럽네.,그렇게 생각하는 이유를 알 수 있을까요?
회사에서 공개적으로 상사에게 혼나서 부끄러워.,상사에게 혼나셨군요. 무슨 일이 있었나요?
중년의 나이에 젊은 애들이나 하는 속앓이나 하고 술을 너무 마셔 위장에 탈이 나서 민망해.,탈이 날 정도로 술을 마셔서 민망해 하고 계시는군요.
어제는 일하다가 몹시 힘들었는데 나도 모르게 소리를 질렀다니까.,너무 힘들어서 소리를 지르셨군요.
내년이면 은퇴인데 노후준비가 안 되어서 부끄러워.,뭐가 그렇게 부끄러우세요?
배가 많이 나와서 조금 부끄럽네.,운동을 하시나요?
부인이 자꾸 잠자리를 피하는 것 같은데. 왜 그러지? 자꾸 물어보기도 그렇고.,부인과 진지하게 이 문제에 대해 이야기 나누어보신 적 있으신가요?
취업 면접장에서 창피한 일을 겪었어. 너무 부끄러워.,면접 과정에서 다소 부끄러운 상황이 있으셨군요.
취업이 되어도 마냥 좋지만은 않아.,새로운 직장의 어떤 면이 좋지 않으신가요?
여자친구에게 프러포즈를 해야 할 것 같은데 어떻게 해야 할지 모르겠어. 생각만 해도 부끄러워.,어떤 부분이 잘 풀리지 않으신가요?
오늘 면접 자리에서 너무 부끄러웠어. 나만 스펙이 부족한 것 같아.,면접을 보고 오셨군요. 어떤 상황이 부끄러우셨는지 설명해 주실 수 있나요?
어제 혈당수치를 보고 깜짝 놀랐네.,혈당수치가 높게 나왔어요?
남자친구와 술을 마셨는데 내가 술에 취해서 엄청나게 애교를 부렸대.,그런 일이 있었군요. 평소에도 애교가 있으신가요?
첫 아이를 출산했어. 참 복합적인 기분이 들어.,첫 아이를 출산하셨군요. 어떤 기분이 들었는지 설명해줄 수 있나요?
올해도 승진이 안 됐어. 집사람 보기에도 면목이 없고 창피해 죽겠어.,승진이 안 되셔서 많이 힘드시겠어요.
아내가 친구 앞에서 우리 아이와 친구 아이를 비교하는 바람에 부끄러웠어.,아내분 때문에 부끄러운 기분이 드셨나 봐요. 아내분께 어떻게 대처하면 좋을까요?
우리 아들이 어제 친구와 싸우고 왔다는데 앞으로 아들 친구 엄마 얼굴을 어떻게 봐야 할지 너무 부끄러워.,아드님이 친구와 싸운 일로 부끄러우시군요. 싸움이 어느 한쪽의 잘못으로 일어난 건가요?
나 길거리에서 넘어졌어. 다치지는 않았는데 창피해.,아주 당황스러우셨겠어요. 조금 더 말씀해 보시겠어요?
처음으로 데이트 가는데 부끄러워.,오늘 처음으로 데이트 가시는군요. 무엇을 하실 예정이세요?
다음 주에 내가 우리 반 학생들 앞에서 중요한 발표를 하게 됐어. 나는 무대 공포증이 있는데 큰일이야.,무대 공포증이 있어서 발표가 부담스럽군요. 발표를 잘하기 위해 어떤 노력을 하고 있나요?
어떻게 하지. 면접관이 나에게 질문하는데 대답을 못 하면?,다가올 면접이 많이 걱정되시나 봐요.
나 며칠 뒤면 결혼식인데 좀 걱정이야.,어떤 점 때문에 그러신 건가요?
아이에게 성교육을 시키려는데 내가 먼저 부끄러운 마음이 생겨서 어색해.,아이와 성에 관해 이야기 나누는 것이 어색하시군요.
오늘 친구들 모임에서 노후에 관해 대화했거든. 친구들은 많이들 준비하고 있는데 그에 비해 난 할 말이 없더라고.,친구들이 자신들이 열심히 준비한 노후 준비에 대해 얘기했군요.
아직 창창한 나이에 회사에서 권고사직을 당하게 됐으니 창피하구먼.,이른 나이에 권고사직을 당하게 되셔서 속상하시겠어요. 앞으로 어떻게 하면 좋을 것 같나요?
내가 지금 업계에 늦은 나이에 들어와서 모르는 게 많아.,늦게 발을 담갔으니 그러실 수 있죠.
어떻게 하면 좋을지 모르겠어.,무슨 문제가 있으시간요?
아직 젊다고 생각했는데 벌써 무릎관절이 안 좋아. 나이에 비해 건강관리가 안 되어서 부끄럽네.,관절이 안 좋으셔서 불편하시겠어요. 관절 관리 방법에 대해 생각하신 게 있나요?
며칠 전에 소개팅했는데 정말 잘생긴 남자였어. 먼저 문자 보냈는데 그 남자한테 답장이 없었어.,용기를 내서 연락했는데 답장이 없어서 속상했겠군요.
노후 준비를 어떻게 해야 할지 몰라 누구에게 물어보려니 부끄럽네.,주변에 노후준비에 관해 물어보실만한 분이 계신가요?
아침에 엄마한테 일방적으로 화를 내서 나 자신에게 부끄러워.,엄마한테 일방적으로 화를 내서 스스로가 부끄러우시군요. 당황하셨을 엄마를 위해 무얼 해주실 생각이신가요?
나 이번 면접에서 떨려서 제대로 말을 하지 못했어.,저런 많이 긴장하셨나 보네요.
얼마 전에 취업했어. 근데 나는 음악을 전공했는데 전혀 무관한 직업을 갖게 됐어.,그래도 취업을 하셨다니 축하드려요. 주변 사람들의 반응은 어떠신가요?
오늘 정말 부끄러운 일이 있었어.,뭐가 그렇게 부끄러우셨나요?
교생 실습을 나갔는데 학생들이 첫사랑 얘기나 마지막 키스 같은 질문을 계속하는 거야.,그런 질문을 받으셔서 기분이 어떠셨나요?
요즘 매일 술자리가 이어지는 바람에 귀가 시간이 점점 늦어져. 아침마다 후회하면서 말이야.,후회하시는 것을 보니 많이 피곤하신가 보네요.
요즘 욕구불만으로 자꾸 짜증이 나서 폭발 직전이야.,많이 힘드시겠어요. 구체적으로 어떤 문제가 있으세요?
친구들이 코로나가 끝나면 같이 여행을 가자고 해.,친구들과 여행을 계획하고 계신가 봐요. 어떤 결정을 내렸는지 물어 봐도 될까요?
나 오늘도 면접에서 떨어졌는데 창피해서 엄마한테 어떻게 말하지? 벌써 최종에서 떨어진 게 열 번째야.,면접에서 떨어져서 어머니를 볼 면목이 없다고 생각하는군요. 
나 또 면접에서 떨어졌어. 부모님 뵙기가 너무 부끄러워.,부모님 생각에 속상하고 마음 아프겠어요. 어떤 부분이 부끄러우세요?
축하받고 싶어!,무슨 좋은 일이 있나요?
어제 동료와 심하게 다툰 걸 이사님께 들켰어.,그러셨군요. 기분은 나아지셨나요?
어제 직장 후배 앞에서 큰 실수를 했어. 나를 어떻게 볼까?,직장 후배에게 부끄러움을 느끼시는군요. 직장 후배의 반응은 어땠나요?
이 나이에 모아둔 돈도 없고 참 면목이 없어.,경제적으로 힘든 상황이신가요?
이번에 지원한 곳에서도 합격 통보를 받지 못했어.,상심이 크시겠어요. 어떤 게 가장 마음을 힘들게 하나요? 
아내와 대화를 나누는 게 잘 안 돼.,아내분과 대화를 나누기가 어려우시군요. 대화를 나누기 어려운 특별한 이유가 있을까요?
사내 식당에서 밥을 먹고 나오다가 발이 꼬여서 넘어지면서 식판을 엎었어. 다른 것보다 시선이 쏠려서 부끄럽고 창피해.,식판을 엎어서 많이 당황하셨겠어요.
사람들 앞에 서면 늘 긴장되고 부끄러워서 걱정이야.,정도가 아주 심하신 건가요?
아 부끄러워. 친구들은 은행 공기업 다 잘만 취업하는데 왜 나는 되는 일이 없지?,친구들과 비교되어 부끄러우신가 보군요.
나는 요즘 남자친구가 생겼는데 친구들한테 말하기가 부끄러워.,친구들한테 말하는 게 부끄러우시군요. 어떤 점이 부끄러우세요?
재정 상태가 좋지 않아서 아이들에게 부끄러워.,아이들에게 경제적인 부분 때문에 책임감을 느끼고 계시는군요.
경제적으로 어려워져서 가족들에게 미안해.,재정적 문제로 가족들에게 마음이 불편하시군요.
새로운 사람과 만나서 이야기를 시작하는 것이 어려울 때가 많아.,새로운 사람과 대화하는 게 쉬운 일이 아니군요.
내 언니가 너무 부끄러워.,왜 언니분이 부끄러우신가요?
회사에서 업무도 제대로 안 하고 개인적인 일을 하느라 미안하기도 하고 좀 부끄럽네.,회사 업무에 집중하기보다 개인적인 일을 챙기고 계시는군요. 
나 요즘 연애하고 있다는 게 너무 부끄러워.,부끄러운 이유가 있을까요?
어제 너무 부끄러운 일이 있었어.,무엇 때문에 부끄러우셨나요?
벌써 전립선에 문제가 생겨 버린 것 같아.,전립선의 문제로 상심이 크시군요.
아이 성교육을 시키려는데 내가 먼저 부끄러운 마음이 생겨서 어색해.,자녀들을 위한 성교육에 대한 부담이 있으시군요.
오늘 기분이 너무 별로야. 쥐구멍에라도 숨고 싶어.,부끄러운 일이 있으셨나요? 무슨 일인지 저에게 얘기해 주실 수 있나요?
오늘 아이 학교에 진학 상담이 있어서 담임선생님을 만나고 왔어.,상담은 어떠셨나요?
오랫동안 짝사랑하던 오빠에게 내가 먼저 고백했어. 부끄러워서 심장이 터질 것만 같았어.,짝사랑하는 상대에게 고백해서 부끄러우셨군요. 고백은 성공적이었나요?
구조조정 후 변변한 직장을 구하지 못하고 경제적으로 어려우니 고향 내려가는 게 부끄러워.,경제적인 이유로 고향에 내려가기가 부끄러우시군요. 명절에 고향에 가면 무엇을 하시나요?
초등학교 때부터 알고 지내던 여자친구한테 고백했다가 거절당했어.,용기 내 고백했는데 거절당해 슬프시군요. 앞으로 어떻게 하실 생각이세요?
임용고시 또 떨어졌어. 이번이 다섯 번째인데 부모님 볼 면목이 없다.,이번에 시험에서 합격하지 못해서 속상하시군요.
부끄럽게 체중이 십 킬로그램이나 증가했어.,체중이 증가해서 걱정스러우신가 봐요.
친구들하고 얘기하다가 너무 웃겨서 나도 모르게 바지에 실례했어. 모두 다 낄낄거리고 웃는데 얼굴을 못 들겠어.,자신도 모르게 바지에 실례해서 얼굴을 못 드는 상황이었군요.
우리 반 친구들 앞에서 발표하는 일이 왜 이렇게 부끄러운지 모르겠어.,발표하는 것에 부끄러움을 느끼는군요.
우리 부부는 결혼한 지 거의 이십 년이 넘어가는데 방귀를 트지 않았어.,부부로 살아간지가 오래 되었는데도 방귀를 트지 못한 것이 당황스러우시군요.
늙어갈수록 피부가 점점 처지고 살이 찌는 내 모습이 부끄러워.,나이를 먹으면서 나타나는 변화에 만족스럽지 못하시군요.
오늘 고백받았어.,고백을 받으셨군요. 마음이 어떠신가요?
나 자신이 너무 보잘것없게 느껴져.,무엇이 스스로가 보잘것없다는 느낌이 들게 했나요?
어제 남자친구의 행동을 보고 창피했어.,남자친구의 어떤 행동이 내가 부끄러움을 느끼게 했을까요?
친구가 어제 본인은 은퇴할 준비를 다 마쳤다고 하더라. 난 아무것도 해놓은 게 없는 것 같아서 부끄러웠어.,나는 아직인데 친구가 은퇴 준비를 끝내서 부러우신 상태군요. 구체적으로 어떤 준비를 했다고 하나요?
오늘 회사 회의 시간 때 나의 실수 때문에 매우 부끄러웠어.,업무에 실수가 있어 망신당하는 일이 있으셨군요. 구체적인 이야기를 들어볼까요?
오늘 보험 상담하다가 좀 부끄러웠어.,보험 상담을 하는데 부끄러운 일이 있으셨군요. 어떤 이유인지 편하게 말씀해 주세요.
회사에서 부끄러워 죽는 줄 알았네.,회사에서 무슨 일이 있으셨는지 궁금해요.
나 아까 창피한 일이 생겨서 좀 부끄러웠어.,무슨 일이세요? 뭔가 부끄러운 일을 하셨어요? 
요즘 요실금이 생긴 것 같아.,요실금이신 것 같으신가 보네요. 어떻게 하실 계획이세요?
난 많은 사람들 앞에서 나의 의견을 이야기하는 게 정말 부끄럽고 쑥스러워.,많은 사람들 앞에서 말씀하시는 것을 부끄러워하고 계시군요.
나이만 먹고 모아 둔 돈도 없고 내가 인생을 헛살았어.,재정 상태로 인해 문제를 겪고 계시는가 봐요.
어제 담당 임원이 다른 부하 직원들 앞에서 나를 질책했는데 어찌나 창피하던지.,부하 직원들 앞에서 그런 일을 당하셨군요. 무슨 이유로 질책당하셨나요?
은퇴하고 보니 현직 시절에 건강관리를 잘하지 못한 것이 부끄러운 생각이 드는군.,어떤 부분을 잘 못 관리하셨는지요?
오늘 회사에서 나이 어린애들 앞에서 부장님께 큰 꾸중을 들어서 너무나 창피했어.,어린 직원들 앞이라 더 속상하셨겠네요. 어떤 일이었는데요?
얼마 전에 오빠가 오랜 연애 끝에 나한테 결혼하자고 청혼했어!,축하해요! 곧 결혼하시겠군요.
오늘 친구들과 놀면서 아주 부끄러운 일이 있었어.,친구들과 놀면서 아주 부끄러운 일이 있으셨군요. 무슨 일이 있으셨나요?
오늘 학교에서 진로 특강을 들었어.,진로 특강은 어떤 수업이었나요?
어제 회식 자리에서 술 먹고 추태를 부렸지 뭐야.,술 먹고 부끄러운 행동을 하셨군요.
오늘 사람 많은 곳에서 넘어졌어. 창피해 죽는 줄 알았어.,그러셨군요. 어쩌다가 넘어지셨어요?
마음 편히 연락할 사람이 없다는 게 내 스스로 부끄러워.,막상 연락을 하려니 마음이 편한 사람이 없어 당황하셨군요. 
회사에서 좀 부끄러운 일이 있었어.,오늘 회사에서 부끄러운 일이 있었군요.
나 이번에 직장에서 해고되어서 부모님 만나기 좀 부끄러워.,해고당했다는 사실이 부끄러우시군요.
오늘 소개팅을 받았는데 엄청 부끄럽다.,소개팅을 받고 부끄럽다는 생각이 드셨군요. 
남들은 다 취직하는데 나만 못했어.,마음이 안 좋겠어요.
오늘 웨딩드레스 고르러 다녀왔는데. 너무 부끄러웠어.,무슨 일로 부끄러우셨나요?
오늘 내 아들을 데리고 모임을 다녀왔는데 정말 부끄러웠어.,모임에서 부끄러운 일이 있었나 보네요.
다른 사람들 앞에서 혼나서 너무 부끄러워.,다른 사람 앞에서 혼나 부끄러우셨군요.
나 이번 달에 그 사람이랑 결혼해.,이번 달에 결혼하시는군요. 준비는 잘하셨나요?
남자친구가 너무 남들의 시선을 의식해서 허세를 부리는 것 같아 부끄러워.,남자친구의 허세에 부끄러우시군요.
작은 기업에 취직한 게 부끄러워.,어떤 점이 부끄럽다고 느껴지시나요?
결혼 상대를 친구에게 소개 시켜주기 싫어.,결혼 상대를 친구들에게 보이기 꺼려하시는군요. 왜 그런 생각을 하셨나요?
이번에도 최종 면접에서 떨어졌어. 정말 가족들 볼 면목이 없어.,어떤 부분에서 가족들 볼 면목이 없다고 생각하시나요?
선생님이 오늘 성적 올랐다고 안아주셨는데 너무 부끄러웠어.,선생님이 안아주셨을 때 어떤 점 때문에 부끄럽다고 생각되셨나요?
아직 내가 직장이 없어서 부끄러워.,다른 사람들은 다 직장이 있나요?
남자친구랑 길을 가다가 넘어졌어.,길을 가다가 넘어지셨군요?
난 사람들 앞에 나서는 게 너무 싫어.,부끄러움이 많으신가요?
여자 아이돌의 팬이 되었는데 가족들에게 말하기 부끄럽네.,그게 어째서 부끄러운 신가요?
친구들이랑 술 마셨는데 술값이 많이 나와 화장실에 숨어있었어. 너무 창피했어.,돈을 안 내려고 화장실에 있었던 게 창피한 거군요.
어휴 이번 달 생활비가 얼마 안 남았어.,이번 달엔 지출할 곳이 많으셨나 봐요.
노후 준비가 너무 안 돼서 자녀들에게 부끄럽네.,어떤 부분이 가장 걱정이 되세요?
내가 오늘 회사에서 그만 실수를 했어.,오늘 회사에서 그만 실수를 하셨군요. 어떤 실수를 하셨는지 말씀해 주실 수 있으세요?
요즘 큰 고민이 있어.,무슨 일인지 얘기해 주실 수 있나요?
요즘 너무 큰 고민이 생겼어.,어떤 고민인지 말해 주실 수 있나요?
저축해 놓은 자금이 없어서 부끄러워.,저축을 많이 못 하셔서 마음이 좋지 않으시군요.
업무를 할 때 실수를 해서 부끄러워.,업무에 어떤 실수를 하셨는지 말씀해 주실 수 있으세요?
오늘 내가 다니는 대학교에서 선배특강이 있었는데 나한테 질문을 많이 하더라고.,그렇군요. 본인의 진로와 연관이 있는 직장에 다니는 선배였나요?
친구에게 시계를 선물 받았어. 근데 좀 그렇네.,친구에게 시계를 선물 받았군요. 그런데 기분이 좋아 보이지는 않아요. 혹시 왜 그런지 물어봐도 될까요?
회사에서 상사에게 꾸중을 듣고 점심시간에 식당에서 종업원에게 나도 모르게 화풀이한 것 같아. 생각해보니 너무 부끄러워.,어떤 일로 화를 내셨는지 물어봐도 될까요?
지금 내 나이가 사십 대인데 아직 노후 준비를 못 해서 걱정이야.,노후 준비를 못 하고 계셔서 걱정하시는군요.
우리 부서원들에게 부끄러운 일이 생겼어.,우리 부서원들에게 부끄러운 일이 생기셨군요. 무슨 일인지 자세히 말씀해 주시겠어요?
어제 집사람과 말다툼을 했는데 미안하고 부끄러운 생각이 들어.,어제 집사람과 말다툼을 했는데 미안하고 부끄러운 생각이 드시는군요. 무슨 일인지 자세히 말씀해 주시겠어요?
이웃집 친구는 벌써 노후 준비를 하고 있더라고. 나랑 동갑인데. 나 자신에게 부끄럽더라고.,친구와 비교해 부끄러운 감정이 드셨군요.
오늘 거래처에 입금하기로 한 걸 깜빡 잊었지 뭐야.,업무에 착오가 있으셨나 봐요. 매우 당황스러우셨겠어요.
직장 상사 앞에서 주사를 너무 심하게 해 버렸어.,당황스러우시겠어요. 직장 상사와 이야기는 해 보셨나요?
나 자신이 너무 부끄럽다.,스스로가 부끄러우시군요. 무슨 일이 있으셨나요?
아직 내가 미혼이어서 결혼이나 출산에 대한 이야기를 나누는 게 좀 부끄러워.,결혼이나 출산에 대해 이야기하는 것이 부끄러우시군요.
아들이 나랑 같이 다니는 걸 부끄러워하네.,아들 때문에 마음이 편치 않겠어요. 관계를 위해 어떤 방법이 좋을까요?
어제 회사에서 정말 창피한 일을 경험했어.,무슨 일이 있으셨는지 구체적으로 설명해 주실 수 있을까요?
노후 준비를 전혀 못 하고 있어서 나 자신이 한심하고 부끄러워.,노후 준비에 걱정이 많으시군요.
어제 여자 친구와 술을 먹었는데 너무 많이 먹어서 기억이 나지 않아.,여자친구분께 무슨 일이 있었는지 물어보셨나요?
이번 중간고사에서 수학 점수를 너무 안 좋게 받았어. 열심히 노력했는데.,열심히 한 노력에 비해 결과가 좋지 않아 상심이 크시군요.
나 성적이 나왔어. 아무한테도 못 보여 주겠어.,성적을 보여 주지 못하는 이유가 있나요?
오늘 내가 먼저 고백을 했어. 되게 쑥스러운 거 있지.,용기 있는 행동이었네요. 고백은 받아들여졌나요?
오늘 큰 실수를 했어.,큰 실수를 한 일이 있었군요. 좀 더 말해 주세요.
업무 실수로 회사에 손해를 입혔어.,마음이 매우 속상하시겠네요.
부모님께 남자 친구를 보여 드려야 하는데 걱정이야.,부모님께 남자 친구를 보여 드리고 싶군요. 걱정되는 이유가 있나요?
딸이 고등학생이 되었는데 딸이 물어보는 질문에 답을 모르겠어. 너무 부끄러워.,고등학생 딸이 물어보는 질문에 답변하지 못해서 매우 부끄러우시군요. 무슨 질문이었나요?
나 회사에서 좋아하는 사람이 생겼어. 그런데 그 사람한테 고백하는 건 너무 부끄러워.,좋아하는 사람한테 고백하는 것이 부끄러우시군요. 대화는 시도해 보셨나요?
새로운 업무를 맡았는데 후배한테 배워야 해서 좀 부끄러워.,후배한테 새로운 업무를 배우게 되어 신경이 쓰이시는군요. 후배가 일을 잘 알려 주는 사람인가요?
친구랑 패스트푸드점에서 콜라를 먹다가 트림을 했어.,갑작스러운 생리 현상에 당황하셨군요. 친구 표정이 어땠는지 설명할 수 있나요?
임신했다고 말하기가 너무 부끄러워.,임신은 축복인데 부끄러운 마음이 드시는군요.
중년이 되니까 이제 건강에 이상 신호가 오는 듯해.,건강 이상 신호를 느끼셨나 봐요?
봉사 모임에 처음으로 나가게 됐는데 내가 낯을 많이 가려서 걱정이 커.,봉사 모임에 처음으로 나가는 것이라 부끄러우실 수 있죠. 
오늘 직장에서 부끄러운 일이 있었어.,어떤 상황이 부끄럽게 만들었나요?
이 나이 먹도록 뭐 했나 몰라.,지금까지 뭘 한 건가 싶어서 많은 생각이 드신 것 같네요.
나 자신이 참 한심해.,무슨 안 좋은 일이 있으셨나요?
요즘 가족들 앞에서 고개를 못 들겠어.,안 좋은 일이 있으세요?
업무가 많아 짜증 나고 힘든데 일이 잘 풀리지 않아 상사한테 혼났어.,많이 힘드시겠어요. 어떤 생각이 드셨어요?
오늘 비행기를 타는데 아는 사람이 옆자리에 탔더라.,아는 사람을 만나 기쁘셨나요?
좋아하는 사람 앞에만 부끄러워서 말을 못 하겠어.,그 사람 앞에서는 크게 당황하시나 보네요.
직장에서 해고되어 아내를 볼 면목이 없어.,해고당해서 부인 보기가 부끄러우신 거군요.
나 이번에 결혼하게 됐어.,결혼하시다니 기분이 좋으시겠어요.
그녀가 나를 쳐다보니 정말 부끄럽네.,그녀가 나를 쳐다보니 정말 부끄럽군요. 좀 더 자세히 말씀해 주시겠어요?
회사 사람들이랑 잘 못 놀겠어. 수줍고 부끄러워.,회사 사람들과의 만남이 수줍고 부끄러우시군요. 어떤 점이 부끄러우세요?
나 당당히 취업할 거라 했는데 서류에서 떨어져서 부끄러워.,예상하여 발언했던 것과 다른 결과가 나온다면 부끄러울 수도 있겠어요.
내일은 발표를 해야 해.,발표라니 긴장되시겠어요.
부하 직원들 앞에서 상사한테 혼나니까 너무 부끄럽더라.,정말 많이 부끄러웠을 것 같아요.
내 친구 중의 한 명이 대기업에 들어갔대. 놀고 있는 내 모습이 부끄럽네.,친구분 때문에 부끄러우신가 봐요.
내가 과거에 괴롭혔던 애가 날 때렸어. 부끄러운 과거가 생각 나.,과거에 괴롭혔던 애한테 맞았는데 나도 괴롭혔던 기억이 있어 부끄럽게 느껴지셨군요.
부모님이 내가 따돌림 당한다는 사실을 아셨어. 너무 민망해.,부모님 앞이 따돌림 당하는 것을 알게 되어 부끄럽고 민망하겠군요.
좋아하는 애가 내가 맞는 모습을 보고 있었어. 너무 민망해.,좋아하는 아이에게 좋은 모습을 보이고 싶었을 텐데 맞는 모습을 보여 민망했겠군요.
우리 집은 작고 초라해. 친구들은 자꾸 우리 집에 놀러오고 싶다는데 어떻게 해야 할지 모르겠어.,집이 작고 초라해서 많이 걱정되는 것 같아요. 그래서 친구들을 부르지 않을 생각인가요?
오늘 친구 집에 놀러 갔는데. 정말 집이 작아서 이런데도 사람이 사는 구나 했어.,친구 집이 정말 작아서 많이 놀랐나보네요. 친구한테도 그 얘기를 했나요?
