human,system
오늘 퇴근을 일찍 했어.,오늘 퇴근을 일찍 하셨군요. 무슨 일 있으신가요?
지난달에 길었던 연애 기간을 끝내고 결혼해 아내랑 같이 살기 시작하니 몸도 마음도 안정되는 거 같아.,안정감이 많이 느껴지시나 봐요. 하나보다는 둘일 때 더 편안하고 즐거운 시간을 보낼 수 있을 것 같네요. 
얼마 전 새로 여자친구를 사귀게 됐어. 이전에 만났던 사람들과는 다르게 편안한 느낌이 들어.,마음이 서로 잘 맞는 여자분과의 교제를 축하드려요. 어떠한 점이 가장 편안하신가요?
나는 지금 직장생활에 만족해.,직장생활에 만족하셔서 다행이군요. 구체적으로 어떠한 점이 만족스럽나요?
얼마 전 앓고 있던 병이 완치됐어. 이제 몸도 마음도 너무 편안해.,기분이 좋으시겠어요. 병을 앓는 동안 하고 싶은 게 있으셨나요?
나 오늘 기분 정말 좋아!,기분이 좋으시군요. 더 말씀해 주실 수 있으신가요?
이제 퇴직이 얼마 남지 않아 많이 편안해졌어.,퇴직을 앞두고 마음의 여유를 찾게 되셨네요!
이제 가계부 쓸 때 여유가 생겨.,가계부 쓰실 때 여유가 생기셔서 다행이에요.
동호회에 갔다가 마음이 맞는 친구를 찾은 것 같아.,좋은 친구를 만나셨군요. 친구와 함께하고 싶은 것이 있나요?
이번에 대리로 승진을 하게 됐어. 회사에서도 좀 빨리 승진한 경우라고 하더라고.,다른 사람들에 비해 빨리 승진해 기분이 좋으시군요.
이제 취업도 해서 마음이 너무 편안해.,취업으로 인해 마음이 한결 편안하시군요.
회사에서 문제가 있었는데 잘 풀려서 마음이 편안해졌어.,문제가 잘 풀려서 마음이 편안해지셨군요.
어제 힘든 일이 있었는데 엄마가 내 말을 다 들어줬어.,안 좋은 일로 인한 마음이 어머니와의 대화로 조금 편안해지셨군요.
재작년에 부서를 이동한 후 이번 업무는 나한테 잘 맞는 것 같아.,새 업무에 적응을 잘하고 계시군요.
신입사원들이 작은 어려움에도 아등바등하는 것을 보면 귀여워. 도와주고 알려주고 싶어져.,신입사원을 보며 옛날 생각이 나시는군요.
부부는 닮는다더니 정말 그런가? 나도 모르게 남편의 습관을 따라 하고 있어.,부부관계가 좋으시군요.
요즘 주말이 매우 좋아.,주말에 기분이 좋으시군요. 주말에 기분 좋은 이유가 있나요?
오늘 소개팅 처음 받아봤어.,처음 한 소개팅이 어떠셨나요?
결혼해보니 미혼일 때 보다 좋은 점이 있는 것 같아.,어떤 점이 결혼 전보다 좋다고 느끼셨나요?
내가 바빠서 남편하고 애들을 잘 못 챙겼었거든. 그래서 불만들이 다소 있었는데 이제는 좋아졌어.,바쁘셔서 남편분과 자녀분들을 잘 못 챙겨 주셨군요. 이제 어떤 부분이 다시 좋아지신 건가요?
가족들과 사이가 좋아서 공부도 더 잘되는 것 같아.,좋은 가족 관계가 공부에도 좋은 영향을 미친다고 느끼시는군요. 어떤 부분이 그렇게 느끼도록 하나요?
회사 근처로 집을 옮겼더니 출퇴근 시간도 짧아지고 덕분에 너무 편해졌어.,회사와 가까운 곳으로 이사한 덕분에 출퇴근이 편해지셨군요.
부장님이 해외 주재원으로 나가게 되면서 팀원들이 모두 너무 만족해하네.,부장님의 해외 전출을 다들 좋아하셨군요. 더 자세히 알려주세요.
요즘 아내가 잠깐 일을 쉬면서 집에 있으니까 너무 좋은 거 같아.,아내가 집에 있어서 어떤 점이 좋은가요?
아이들이 다 커서 이제 자기들이 할 수 있는 일들을 찾아서 하고 있어.,아이들이 자기 일들을 찾아서 하고 있군요.
나는 지금이 너무 좋은 세대인 것 같아!,현재의 삶에 만족하고 계시는군요.
드디어 대학 합격 결과가 나왔어. 그동안 마음 졸였는데 너무 다행이야.,원하시던 대학에 합격하셨나요?
결혼을 하고 이렇게 행복할 줄 몰랐어.,결혼을 하시고 많이 행복하시군요.
가족들이 내가 요즘 집안일 때문에 힘들어하니까 많이 도와줘서 편해졌어.,집안일이 조금 편해지셔서 다행이에요. 가족들과 이야기를 하셨나요?
나는 요즘 내 생활에 아주 만족해.,어떤 부분에서 만족감을 느끼는지 얘기해 주시면 좋겠어요.
나이가 들수록 남편과 미래에 대한 이야기를 많이 하니까 편안한 마음이 들어.,남편분과 편안한 대화를 나누셨군요.
나이가 들어 죽음의 문 앞에 선다면 편안하게 자면서 천국에 가고 싶어.,그렇게 죽는다면 정말 좋겠네요.
난 편하게 나의 속마음을 이야기하고 싶은 상대가 있었으면 좋겠어.,나의 마음을 편하게 얘기할 수 있는 상대가 필요하다고 생각하셨군요.
나이가 들수록 대인관계가 더욱 소중하다는 것을 알게 되는군.,대인관계에 소중함을 느끼고 계시는군요.
건강하게 살다가 죽는 것이 소원인데 병마에 시달리는 인생이라면 편안하지만은 않겠지?,건강이 걱정이신가 봐요. 어디가 불편하신가요?
아직은 건강이 무난하니 죽음을 생각하며 걱정할 필요는 없을 것 같아.,건강관리를 잘하셨군요. 주로 어떤 방법으로 유지하고 계시는지요?
여자친구와 연애를?오래 했더니?여자친구가 세상에서?제일 편해.,여자친구분이 편하시다니 좋으시겠어요.
시어머니가 날 정말 배려해주시고 편하게 해줘서 감사해.,그런 시어머니를 만나다니 정말 좋겠어요.
요즘 유튜브로 쉽게 돈을 벌고 있어서 정말 편안해.,유튜브로 쉽게 돈을 벌고 있어서 편안하시군요.
결혼에 성공하니 주변 사람들의 불편한 시선이 사라졌어.,결혼 후 주변 사람들에게 받는 불편함이 사라지셨겠어요.
결혼하고 나서 마음이 더 편안해진 것 같아.,마음이 편안해지셨다니 다행이네요.
내가 계속 꿈꿔오던 직장 취업에 드디어 성공했어.,고생 많으셨어요. 지금 기분이 어떠세요?
결혼한 지 좀 시간이 지나니까 안정감을 느끼고 살고 있어.,결혼하신 지 오래되셔서 안정감을 느끼시는군요.
이제 취업하고 나니까 마음이 너무 편안한 거 있지.,취업 준비로 많이 고생하셨을 텐데 그러시다 하니 저도 기뻐요.
동호회에 가입했는데 고향에 온 듯 마음이 편안해.,동호회 회원들이 편안하게 대해 주시나 봐요.
이제 직장에서 완전히 자리를 잡아서 마음이 참 편안해.,마음이 편하시다니 저도 기분이 좋네요.
드디어 직장에서 적응해서 제대로 일을 하고 있어. 정말 기뻐.,직장에서 제대로 일을 하고 계셔서 기쁘시군요.
곧 둘째가 태어나는데 생각만큼 떨리진 않네.,이미 한 번 경험하셔서 마음이 놓이시나 봐요.
나 직장 옮겼어. 너무 좋아.,직장을 옮기게 된 것에 기쁨을 느끼고 계시군요.
결혼 생활이 너무 행복해.,행복하시다니 저도 기분이 좋아요.
그 사람들이랑 있으면 정말 편안해져.,다행이군요. 어떤 면이 편하게 해주시나요?
요즘 너무 행복해.,좋은 일이 있으시군요. 무슨 일이신가요?
나는 여러 사람들과도 잘 지내.,밝고 긍정적인 성격이신가 보네요. 인기가 많아서 좋으시겠어요.
취업하고 싶은 직장을 정했어.,진로가 정해졌다니 기쁘시겠어요.
오래 알고 지내니까 설렘은 줄었지만 대신 편안해서 좋아.,요즘 편안함을 느끼시다니 다행이네요.
드디어 나랑 잘 맞는 직업을 찾은 것 같아.,드디어 잘 맞는 직업을 찾은 것 같으시군요. 자세히 알려주시겠어요?
이번에 내가 원하던 곳으로 취업에 성공했어. 연봉도 만족스러워.,원하던 곳으로 취업하셨다니 만족스러우시겠어요.
내일 고등학교 친구들이랑 만나기로 했어. 오랜만에 만나지만 편안한 마음이 들어.,고등학교 동창을 만나게 되어서 기뻐 보여요.
아빠 회사에 취업을 하기로 했어.,아빠 회사에서 일하기로 하셨군요.
결혼을 하니 마음이 안정돼.,편안한 결혼 생활을 즐기고 계시는군요.
여자친구를 만날 때마다 마음이 편해지고 잠도 잘 와서 너무 좋아.,여자친구를 만날 때 마음이 편해지시는군요.
팀장님께서 친절하게 대해주셔서 회사에 있는 내내 편안함을 느꼈어.,정말 다행이네요. 앞으로의 회사 생활이 기대돼요.
집에 가면 매일 싸우고 시끄러운데 친구랑은 아직은 크게 싸운 일이 없거든.,편안한 곳을 찾으셔서 다행이네요.
내가 보니 건강한 사람들의 공통점은 마음이 평온한 거에 있는 거 같아.,편안한 감정이 건강에 있어 중요하시단 말씀이시죠?
이번에 새로운 회사에 입사했는데 분위기도 좋고 팀원들도 친절해.,마음에 드는 회사에 입사하셨군요. 축하드려요.
이제 곧 은퇴야.,그동안 고생 많으셨어요. 은퇴 축하드려요.
오랜만에 시골집에 오니까 너무 좋아.,시골집에 오시니 편안하신 거 같아요. 어떤 점이 제일 좋으세요?
이번에 새로 이직한 회사는 텃세가 심하지 않아서 좋아.,이전 직장에서는 텃세가 심하셨나요?
주말에 아들하고 자전거 타러 갈 생각을 하니 마음이 편안하네.,주말을 자녀분과 편안하게 보낼 수 있어서 좋으시겠네요.
매주 산을 다녔더니 몸이 매우 건강해졌어.,몸이 건강해지신 것을 어떨 때 느끼세요? 
저녁 먹고 아내랑 산책하는 게 요즘 사는 낙이야.,정말 여유가 느껴지네요. 산책하면서 대화도 많이 하시나 봐요?
대학 친구들을 만났는데 예전 그대로란 소리를 들으니 기분이 좋아.,정말 어려운 일인데 그런 소리를 들은 비결이 뭘까요?
어제 마트에 딸이랑 같이 갔는데 정말 편했어.,딸이랑 즐겁게 다녀오셨나 봐요. 
며칠 전 건강 검진을 받았는데 결과가 좋게 나와서 맘이 편안해졌어.,건강 검진 결과가 좋게 나와서 마음이 편안하시군요.
나 얼마 전에 결혼했어.,축하드려요. 지금 생활에 대해서 얼마나 만족하세요?
회사에서 너무 우유부단하다고 사람들이 나를 비난 하는 것 같아.,사람들이 그렇게 이야기하는 이유가 있을까요?
내 노후 준비는 잘되고 있어. 정말 이제부터는 건강만 잘 챙기면 될 것 같아.,노후 준비를 잘하고 계시는군요. 구체적으로 어떻게 하고 계시는지 여쭤봐도 될까요?
요즘처럼 편안한 기분이 드는 순간이 인생에 없었던 것 같아!,편안하시다니 다행이에요. 예전과는 많이 다른 느낌인가요?
친한 친구에게 상담을 받았어.,친구분에게 상담을 받으셨군요. 상담은 잘 받으셨어요?
살아오면서 요즘처럼 편안한 적은 없었던 것 같아.,정말 좋으시겠어요. 어떤 면에서 그러신지 말씀해 주시겠어요?
드디어 원했던 직장에 합격하게 되어서 마음이 편안해.,정말 축하드려요. 그동안 마음고생이 많으셨겠어요.
직장에서 코로나 때문에 요즘 일이 없는데 한편으로는 편안하기도 해서 좋긴 해.,코로나로 인해 어려움이 많긴 하지만 한편으로는 직장에서 일이 없어 편안하시다는 말씀이시군요.
요즘 남편을 대할 때 더 편안해진 느낌이야.,요즘 들어 남편이 더 편안하게 느껴지시는군요. 특별한 계기가 있었나요?
우리 회사만큼 편안한 직장도 없어.,지금 다니고 있는 직장이 마음에 드시는군요.
아이가 어제 저녁 식사 도중에 질문한 게 생각나네.,아이가 어떤 질문을 했는지 말해 줄 수 있나요?
제일 친한 친구가 어제 제대를 했어.,오랜만에 친구를 만나셨겠군요.
아이들과 함께 주말을 집에서 보내니 편안하고 너무 좋아.,집에서 아이들과 함께 즐거운 주말을 보내고 계시는군요.
남편이 건강을 되찾으니 내가 이제 마음이 편안해졌어.,마음이 편안해졌다니 정말 다행이네요.
나를 괴롭히던 친구가 있었는데 그 친구가 전학을 간다는 소식을 들었어.,괴롭히던 친구가 전학을 가는군요. 기분이 어떠신가요?
요즘 같아서는 문제가 될 게 전혀 없어. 아주 좋은 상태라고.,어떤 상태를 말씀하시나요?
오늘 우리 팀에 새로 사람이 한 명 들어왔어. 나이는 나랑 동갑이야.,새로운 분이 왔군요. 말씀은 나눠 보셨나요?
마음이 한결 편안해. 날아갈 것 같다고.,기분이 좋아 보이세요. 무슨 일 있었나요?
곧 결혼 이십 주년 기념일이라 남편 선물을 뭘 해 줄지 요즘 이것저것 찾아보는 게 참 재미있네.,결혼 이십 주년 축하드려요. 선물을 이렇게 열심히 찾아보시는 걸 보니 남편분과 정말 금실이 좋으신가 봐요.
남자 친구와 있으면 마음이 너무 편안해져.,그러시군요. 어떤 면에서 편안함을 느끼시나요?
아내랑 등산했는데 기분이 너무 상쾌하고 좋아.,부부끼리 함께하면 그보다 좋은 건 없지요.
지금 직장에서는 내 전공을 살리지 못하는 것 같아.,업무가 전공과 동떨어져 힘드시겠어요. 힘든 마음을 어떻게 극복하고 계시는가요?
드디어 내일 회사 마지막 출근이야. 마음이 너무 편안해.,마지막 출근인데 마음이 편안한 이유를 알려 주실 수 있을까요?
요즘엔 일거리가 별로 없네. 사람들 왕래도 뜸하고.,이유가 무엇일까요?
바라던 아이가 생겨서 정말 마음이 좋고 평온해.,바라시던 일이 현실로 이루어지고 일상이 되니 정말 좋으실 것 같아요.
아들 녀석이 내 구두를 닦아놓았더라고.,아들이 구두를 닦아놓아서 기분이 좋으시겠어요. 기쁨이 배가 되려면 어떻게 하면 좋을까요?
주말이라 거실에 누워있는데 아들 녀석이 내 다리를 주물러주는 거야.,아들이 다리 마사지를 해드려서 기분이 좋으셨겠군요.
나 건강검진 결과 통보를 받았는데. 모두 정상이라고 해서 마음이 편해.,건강에 이상이 없어서 참 다행이에요. 물론 마음도 편하시겠고요.
요즘 코로나 때문에 운동도 안 하는데 살이 찌지는 않는 것 같아.,운동 안 하는데도 체중 변화가 없다는 말씀이네요.
어제 퇴사하겠다고 이사님께 말씀드렸어. 오랫동안 다닌 직장인데 좀 서운하기도 하네.,퇴사를 결심하셨군요. 앞으로의 계획은 어떻게 되시나요?
드디어 내가 원하는 직장으로 이직해서 너무 기뻐.,정말 축하드려요. 새로운 직장에 대해 더 말씀해주실 수 있나요?
오늘 오전에 아내가 무사히 출산해서 다행이야.,정말 다행입니다. 이제 안도하시겠어요. 축하드려요. 아들인가요?
나 취업했어! 너무 원하던 곳이라서 기대된다.,원하던 직장에 취업하셔서 축하드립니다! 합격한 기분이 어떠신가요?
이제 룸메이트랑 좀 편해져서 다행이야.,룸메이트와 친해지셨나 보네요.
동호회에서 새로운 친구들을 사귀었는데 너무 잘 맞아!,동호회에서 새로운 친구들을 사귀어서 기분이 좋으신가 봐요!
드디어 원하던 직장에 취업했어!,축하드려요! 드디어 원하던 직장에 취업하셨군요.
나 다음 달에 결혼해.,다음 달에 결혼하신다니 설레겠어요.
엄마의 품은 너무 따뜻해.,어머니와 좋은 시간을 보내고 계시나 보네요.
이제 슬슬 친구 동료 가족 간의 관계가 자리 잡힌 것 같아. 마음이 편해.,인간관계가 안정적이라니 정말 편안하시겠어요.
결혼하니까 마음이 안정돼서 편해.,결혼하니 안정감을 찾으셨군요.
역시 산후조리는 친정엄마가 최고인가 봐. 마음이 편안해.,어머니와 함께해서 편안한 시간을 보내다니 기쁘시겠어요.
요즘 사업이 잘 되는 것 같아서 기분이 무지 좋아.,사업이 잘되고 계서서 기쁘시군요.
독서실을 새로 바꿨는데 분위기가 너무 마음에 들어.,새로 옮긴 독서실 분위기가 마음에 드시는군요. 더 자세히 말씀해 주시겠어요?
요즘 몸도 건강하고 마음도 편해서 공부가 잘 되는 것 같아.,공부가 잘 된다니 정말 좋으시겠어요. 특별한 이유가 있나요?
친구가 수학을 가르쳐 줄 때면 혼자 수학을 공부할 때보다 마음이 평온해져.,친구가 수학을 알려줄 때 마음이 더 평온해지시는군요.
언제나 내 곁에 있을 친구들과 함께 학교생활을 하니까 너무 든든해.,늘 함께할 것 같은 친구들과 같이 학교를 다녀서 좋으신 것 같아요.
요즘 이 책을 읽는데 너무 괜찮은 책 인 것 같아. 마음이 평온해져.,마음에 드는 책을 찾으셔서 기쁘시겠어요.
나를 응원해주는 사람들이 있어서 나는 요즘 너무 행복해.,응원해주는 사람이 있다는 것은 정말 행복한 일이지요.
이 개념만 확실히 이해하면 모의고사에서 안전하게 일 등급 받을 수 있을 것 같아!,그 개념만 확실히 공부해서 일 등급을 받을 수 있을 것 같다니 정말 기쁘시겠어요.
나는 작년에 비해 올해의 우리 반이 더 맘에 들어.,현재 반이 마음에 드시나 봐요. 좀 더 자세하게 이야기해 주시겠어요?
편안한 마음으로 공부를 하니까 집중이 더 잘 돼.,공부를 할 때 마음이 편해야 공부에 더 집중을 할 수 있나 봐요.
옆 반에 비해 우리 반은 자습하기 괜찮은 것 같아.,옆 반과 다른 점이 어떤 것이 있는지 자세하게 알려주시겠어요?
