human,system
평소에 가고 싶었던 회사 서류 접수 마감이 오늘이래.,서류 접수 마감이 오늘이면 서둘러야겠군요.
직장 동료가 무단결근을 했어. 무슨 일이 있을까 봐 걱정되더라고.,동료가 무단결근을 해서 걱정하셨군요. 동료와는 연락되었나요?
친구들은 직장에서 업무 스트레스가 많다는데 나는 요즘 재택근무로 업무 스트레스가 많이 줄어서 다행이야.,코로나 일구로 재택근무를 하시게 되었나 봐요. 코로나 일구로 부정적인 일만 있는 게 아니라니 다행이네요.
친구와 크게 다퉜는데 결국 잘 해결돼서 기분이 좋아.,친구분과 원만한 사이로 돌아가게 되어 다행이에요.
오랜 수험생활이 끝나고 예전 친구들과 잘 지낼 수 있을까 걱정했는데 어색하지 않아서 다행이야.,친구들과 사이가 서먹해지지 않아서 다행이에요. 친구분들이 다시 잘 지낼 수 있도록 기다려 주셨나 봐요.
이번에 상견례를 하게 되었는데 예비 시부모님께서 두 분 다 친절하고 상냥하신 데다가 신세대처럼 재밌는 분들이라 너무 좋았어. 긴장하고 갔는데 너무 다행인 거 있지?,정말 잘 됐어요. 다 본인이 좋은 사람이라 좋은 분들을 만나게 된 거라 믿어요.
이번에 원하는 기업에 취업 성공했어. 취업 준비 기간이 길어질까 봐 걱정했는데 너무 다행이야.,축하드려요. 취업 소식 듣고 나서 마음이 놓인 것처럼 보여요.
얼마 전에 친구랑 싸워서 걱정이 많았어.,저런 친구분이랑 싸우셨군요. 화해는 하셨나요?
아이가 싸운 친구랑 화해했대.,반가운 소식이네요.
이번에 계약직 일 년 연장되었어. 정규직은 아니지만 그래도 연장되어서 다행이야.,계약직 계약이 일 년 연장되었군요.
남자친구로부터 프러포즈를 받았어.,축하드려요. 정말 행복하겠어요.
지금의 이 시대는 부모가 자녀들과 대화를 하는 게 너무 어렵다고 생각해. 부모의 생각과 자녀의 생각이 너무 차이가 크게 나는 것 같네. 어떤 것이 최선인지 답답한 상황이야.,부모와 자녀 간에 서로 모르는 세대 차이로 인해 서로의 의견을 공유하기가 쉽지 않은 것 같네요.
애가 고등학생이 되니까 철이 좀 들었는지 말이 통하기 시작했어.,사춘기가 지나고 안정이 되었나 봐요.
드디어 꿈에 그리던 시험에 합격했어!,드디어 원하던 시험에 합격하셨군요! 축하드립니다.
요즘 회사 일이 많아져서 너무 바빠.,회사 일이 아주 바쁘시군요.
회사 일이 너무 힘들어.,회사 일이 어떻게 힘드신가요?
주위에 안과 질환을 앓고 있는 사람들이 늘어나고 있어.,안과 질환은 늘어나고 있군요. 안과 검진은 받아 보셨나요?
난 요즘 밤에 잠이 잘 안 와서 걱정이야.,왜 잠이 잘 안 오는지 이유를 아실까요?
친구 남편이 명예퇴직을 권고받았다고 해. 지금 친구는 앞으로의 생활이 막막한가 봐.,친구분이 갑작스러운 남편의 퇴직 권고에 충격이 크셨겠어요.
친구한테 오해가 생길 뻔했는데 잘 해결했어. 다행이야.,친구와 오해가 생길 뻔했는데 다행히 해결하셨군요. 무슨 일 때문에 오해가 생길 뻔했는지 얘기해주실 수 있을까요?
이번에 새로 들어온 동료가 성격이 괜찮아서 참 다행이야.,동료분과 어떤 부분에서 잘 맞는다고 생각하세요?
회사에서 큰 실수를 할 뻔했어.,어떤 실수인가요?
뉴스를 보니 은퇴 후 월 삼백 만원 정도 있어야 안정적인 생활을 한다고 하네.,그 정도면 충분하다고 생각하시나요?
오늘 여자친구에게 줄 반지를 잃어버릴 뻔했어.,반지를 어쩌다 잃어버릴 뻔하신 건가요?
이번 주 금요일에 멋진 콘서트 표가 생겼어. 여자친구랑 같이 가려 했는데 그날 안 된다는 거야.,그 다음에 어떻게 되셨나요?
힘들게 모은 적금이 만기가 되었는데 꽤 금액이 커.,그동안 고생하신 것에 대한 보람이 있으셔서 정말 좋으시겠어요.
그래도 회사 내에서는 특별히 스트레스받는 일이 없어서 다행이야.,다행이네요. 스트레스를 푸는 방법이 있나요?
건강 검진 검사 결과가 나왔는데 조직검사 결과 이상이 없데. 다행이야.,검사 결과 기다리는 동안 걱정 많이 하셨을 것 같아요. 가족들에게는 얘기했나요?
나 최종 합격했어. 나도 이제 직장인이야.,축하드려요! 그동안 많이 노력하셨을 텐데 기분이 어떠세요?
지난주에 다퉜던 친구와 다행히 화해했어.,걱정 많이 하셨는데 다행이네요. 이제 마음이 편안해지셨겠어요.
임신 팔 주래. 불임일까 걱정 많이 했는데 이제 마음이 놓여.,축하드려요. 기다리던 아기가 찾아와 너무 기쁘시겠어요.
어머니 항암 치료가 힘들까 봐 걱정했는데 다행히 잘 마무리되어 안도의 마음이 들어.,걱정이 많으셨을 텐데 다행입니다. 마음이 많이 힘드셨죠?
오늘 저녁 중요한 일정이 있는데 오후에 팀장이 갑자기 새로운 일을 시켰어.,당황하셨겠네요. 그래서 어떻게 하셨어요?
최종 면접에서 면접관분들 말에 제대로 말하지 못해서 떨어질 줄 알았는데 최종 합격을 했어.,축하해요. 최종 면접에서 떨어질 줄 알았는데 최종 합격을 해서 안도감이 드셨군요.
친구와 오해가 있었는데 다행히 잘 해결된 것 같아.,오해가 잘 해결되었다니 다행이네요. 신뢰를 쌓을 수 있는 좋은 계기가 되었겠어요.
이제 코로나 일구가 끝이 나서 친구들을 만날 수 있게 되어 다행이야.,이제 마음 편히 만날 수 있어서 좋으시겠어요.
오늘 긴장했던 결혼식을 무사히 마쳤어. 안도감이 들어.,긴장했던 결혼식을 잘 보내셨군요. 결혼식은 어떠셨나요?
나는 다른 사람을 만나는 게 익숙하지 않아. 그래서 오늘 새롭게 만날 분을 위해 여러 가지를 준비했어.,어떤 준비를 하셨나요?
드디어 나를 편안하게 해주는 남자를 만났어.,편안하게 해주는 좋은 인연을 만났군요. 어떤 점이 좋으세요?
예전에는 건강 하나는 자신 있다고 생각했었는데 몸이 예전 같지 않더라고.,건강은 아무리 강조해도 지나치지 않죠.
은퇴할 나이가 점점 가까워지면서 현실적인 문제들이 떠오르기 시작하더군.,그렇겠어요. 요즘은 은퇴 시기가 점점 빨라져서 재테크 등에 신경을 많이 쓰더라고요.
오늘 입사 후 처음으로 내가 주관하는 큰 발표가 있었는데 무사히 끝냈어.,고생하셨어요. 그동안 준비 많이 하셔서 좋은 결과가 있으셨나 보네요.
오늘 새벽에 아내가 오랜 시간 진통 끝에 아이를 낳았어.,너무 축하드려요. 산모와 아이 모두 건강하시죠?
난 지금의 생활이 좋아.,구체적으로 어떤 점이 만족스러운가요?
요즘 다리도 쑤시고 몸도 으슬으슬하고 해서 늙어서 건강이 쇠퇴한 건가? 하는 생각이 들어서 걱정이 되더라고.,건강이 나빠졌을까 봐 걱정되셨군요.
예식 일정 때문에 웨딩홀 업체와 면담하고 왔어.,웨딩홀 업체와 면담을 하였군요. 더 자세히 말씀해 주세요.
이번에 대기업에서 신입직원 뽑는 정원 수를 많이 늘렸대.,대기업 신입 채용 직원 수가 많아져서 기분이 좋으신 것 같아요.
감기가 빨리 나아서 다행이야.,건강이 회복되어 기분이 좋으시겠어요.
어제 가고 싶은 회사로부터 최종 합격 통지를 받았어. 큰 걱정거리가 사라진 느낌이야.,원하던 직장에 취업하게 되어 기쁘시겠어요.
겨우 한고비 넘긴 것 같아.,더 자세히 말씀해 주실 수 있으세요?
이번에 남편이 승진해서 기분이 너무 좋아.,남편 승진 소식에 아주 기쁘신 것 같아요.
요즘 새롭게 골프를 시작하고 건강이 많이 회복돼서 기분이 좋아.,골프를 하면서 많이 건강해져 기쁘시군요.
임신하고 나서 쭉 걱정했는데 무사히 아이를 낳아서 다행이야.,걱정과 다르게 무사히 아이를 낳아서 안도하고 계시는군요.
나이를 먹어서 친구들은 다들 걷기도 힘들어하는데 나는 아직 괜찮아서 다행이야.,아직 정정하시군요. 특별한 비결이 있으신가요?
이번에 심장 철렁한 일이 있었어.,심장이 철렁했다니 많이 놀라신 것 같아요. 어떤 일인지 얘기해 주실 수 있나요?
이 년 전 건강검진에서 골다공증이 있다고 해서 많이 걱정했는데 이번에는 정상 수치래.,이 년 동안 고민하던 골다공증 문제가 해결되어 안도하고 계시네요.
올해 취업이 너무 어려운 시기였는데 다행히 중간 합격했다는 연락을 받았어.,어려운 상황 속에서 취업 소식으로 기분이 좋으시군요.
어제 친구랑 싸웠는데 오늘 화해했어.,화해를 통해 마음이 한결 편안해지셨군요.
애가 고등학생이 되니 철이 좀 들었는지 말이 좀 통하기 시작했어.,이전에는 자녀와 대화하기 어려우셨군요.
드디어 오늘 광고주의 승낙이 떨어졌어. 그동안 얼마나 마음 졸였는지 몰라.,기다리던 소식을 듣게 되어 기분이 좋으시군요.
회사 다니는 것에 회의도 들고 그만두고 싶은 심정이야.,직장 생활에 회의감도 들고 그만 두고 싶은 심정이시군요.
대인관계가 늘 어려웠는데 요즘은 쉽게 생각하니 좋은 것 같아,대인관계에서 어려움이 있었군요. 어떻게 어려웠나요?
지난주에 건강검진을 했는데 오늘 결과가 나왔어.,오늘 건강검진 결과가 나오셨군요. 결과가 어땠나요?
어제 동생이랑 싸웠는데 둘 다 화나서 한동안 말도 안 했어. 그러다 내가 먼저 미안하다고 했어.,동생에게 먼저 사과하셨군요. 기분이 어떠셨나요?
엄마가 오늘 내 동생을 낳으셨어. 무사히 낳으셔서 다행이야.,동생이 태어났군요. 기분은 어떠신가요?
얼마 전에 남편이 몰래 용돈을 아껴 적금을 들었는데 만기가 되었다고 하면서 통장을 나한테 줬어.,남편에게 적금을 선물 받으셨군요. 기분이 어떠셨나요?
노후준비는 다른 사람들과 비교하면 한도 끝도 없지만 그래도 게으르게 살진 않은 거 같아 다행이야.,꾸준히 노후를 위해 준비하셨군요.
내가 좋아하는 일을 찾아내서 기뻐.,좋아하는 일을 찾으셨다니 진심으로 축하드려요.
친구와 오해가 생겼는데 다행히 증인이 있어서 해결되었어.,잘 해결되었다니 정말 다행이네요.
친구가 돈을 빌렸는데 일 년 만에 드디어 갚았어.,빌려주었던 돈을 받았다니 안도감이 크시겠어요.
최근에 싸웠던 친구와 화해를 하게 되었어. 정말 좋은 친구였는데 화해해서 다행이야.,소중한 친구분과 어떠한 연유로 싸우고 다시 화해하셨군요.
코로나 이후 출근하는 곳도 없고 작년부터 시작한 당구도 같이 칠 친구나 지인이 없고 모임도 중단되어 사람 만날 일이 없어.,갑작스러운 사회적 변화와 단절이 늘어나서 고립감이 크시겠어요. 
이번에 취업에 성공하게 되어서 기분이 너무 좋아.,취업에 성공해서 기분이 좋으시군요.
어제 티브이에 나온 연예인이 엄청 아픈 병에 걸려서 고생한다니 마음이 슬프면서 다행이라 생각했어.,티브이를 보면서 여러 감정이 드셨군요. 왜 그러셨는지 말해주실 수 있으세요?
내 주변에는 나와 성격과 성향이 비슷한 사람들이 많아서 좋은 것 같아.,주변 사람들 덕분에 행복하신가 봐요.
우리 큰아이가 드디어 결혼을 하게 됐어.,기쁜 소식이네요. 첫아이를 혼인시키게 됐으니까요.
병원에서 건강 검진을 받았는데 결과가 좋게 나왔어.,다행이네요. 많이 안심되시겠어요.
오늘 중요한 회의가 있었는데 걱정했던 것보다 잘 진행되어서 한시름 놓았어.,중요한 회의에서 혹시라도 실수할까 봐 걱정을 많이 하셨었군요?
결혼하고?나니 안도감이 들어.,결혼 후 안도감이 든다니 다행입니다.
직장에서 큰 프로젝트를 잘 마쳐서 다행이야.,일이 잘 마무리되었다니 안도가 되겠어요.
여자친구와 화해했어. 심하게 싸워서 많이 걱정했는데 다행이야.,싸움이 잘 해결돼서 다행인 것 같아요.
사람을 대하는 게 어려워졌었는데 대인관계엔 문제가 없어서 다행이야.,정말 다행이군요. 사람을 대하는 건 언제나 쉽지 않으시죠?
나 오늘 출근 첫날이어서 걱정 많이 했는데 생각보다 좋은 분들이 많아서 안심이었어.,회사에 좋은 분들이 많다니 정말 행운이네요.
결혼식을 무사히 치러서 다행이야.,결혼식이 무사히 끝나다니 정말 잘됐네요.
친구가 좋은 사람과 연애하는 거 같아 다행이야.,친구분 연애로 걱정이 많으셨나 봐요?
드디어 여행 계획이 완성되었어. 친구와 함께 갈 생각이야!,친구와 함께 여행이라니! 기분 좋으시겠어요!
어제 친구가 나보고 미안하다고 사과를 먼저 하더라.,친구가 나보고 미안하다고 사과를 먼저 하셨군요. 자세히 알려주시겠어요?
친구가 무사히 출산을 했다고 알려왔는데 얼마나 다행인지 몰라.,걱정을 많이 하셨군요.
다음 달이 출산일인데 담당 선생님이 나는 아기 잘 낳을 수 있을 거라고 하셨어.,그러셨군요. 이유를 알 수 있을까요?
나 진짜 가고 싶었던 회사에서 합격했다고 연락이 온 거 있지?,취업난으로 어려운 상황 속에서 취업을 하셔서 매우 기쁘시겠어요.
내가 정한 전공이 앞으로도 발전 가능성이 높다고 해서 다행이야.,선택한 전공에 만족해하는군요.
여러 군데 면접이 다 떨어지다가 결국 마지막엔 붙었어. 이제야 안심이 돼.,면접에 붙었을 때 어떤 점이 가장 안심되셨나요?
정말 마지막이라 생각하고 공모전에 서류 냈는데 합격했어.,간절함이 통했나 봐요. 합격하셔서 정말 기쁘시겠어요.
여자친구가 택시 타고 들어갔는데 전화가 없어서 걱정했었어.,혹시 이후에 다시 연락이 닿았나요?
경제적으로 좀 더 풍요로워.,경제적으로 풍요로우시군요.
이 나이 먹도록 별문제 없이 이어진 우리 부부 관계에 난 감사하고 맘이 편안해.,평안한 부부 관계에 안도감이 드시나 봐요.
요리하다가 칼에 손이 많이 베여서 병원에 갔는데 다행히 인대는 안 다쳤대. 얼마나 놀랐던지.,손을 다쳐서 놀랐겠어요.
정리해고 끝났어.,어떻게 됐나요?
아이가 교통사고가 났는데 다행히도 많이 안 다쳐서 다행이야.,다행이지만 많이 놀라셨지요?
이번 달에는 월급이 나온다고 하네.,월급이 제때 안 나왔나요?
우리 아들이 과학고에 합격해서 정말 안심이 되네.,자녀분의 합격을 축하드려요.
휴. 정말 다행이지 뭐야.,어떤 일이 있었길래 다행이라는 생각이 들었나요?
나 어제 아들이랑 같이 술 한잔했어.,아들이랑 사이가 좋으신가 봐요?
건강이 안 좋은데 간호사인 동생이 있어서 안도감을 느껴.,간호사인 동생이 어떤 도움을 주시나요?
노후에 좋은 친구들이 주변에 있어서 안도감을 느껴.,좋은 친구분들이 많으신가 봐요?
와이프가 음식을 참 잘해.,그러시군요. 특별히 잘하시는 종류가 어떤 거예요?
아들이 취업해서 다행이야.,축하드립니다. 원하시는 기업에 들어가신 거예요?
다행히도 아직 크게 아픈 적이 없었네.,딱히 건강이 나쁘지 않으시다니 다행이에요.
와이프가 이번에 신입 채용에 붙었대. 정말 다행이야.,와 정말 축하드려요! 대단하시네요.
무릎이 많이 아팠는데 지금은 많이 좋아졌어.,다행이네요. 완치된 건가요?
가족들과 여행을 잘 다녀왔어.,어디 다녀오셨어요?
딸이 취업해서 다행이야.,너무 축하드려요! 따님이 정말 기특하시겠어요.
와이프 건강 검진 결과가 나왔는데 다 괜찮대. 걱정 많이 했는데 다행이야.,정말 다행이네요. 건강 검진은 그냥 받으신 건가요?
아들이 여자 친구랑 결혼한다고 하네.,와 축하드립니다. 날짜는 잡으셨나요?
다행히 아직 건강에 문제가 없었어.,건강 검진을 받으셨나요?
아들 녀석 때문에 온 집안이 난리였어.,무슨 일이에요? 좀 더 자세히 설명해 주시겠어요?
지난주에 건강 검진받았어.,검사 결과는 어떻게 나왔어요?
몸무게가 정상이네. 다행이야.,요즘 화두가 다이어트인데 비결이 뭘까요?
오늘 체지방 검사를 했는데 정상 범주에 속하더라고.,그렇군요. 근육량은 어떻게 나왔어요?
계획한 대로 은퇴 준비가 되어 가고 있어.,미리 미래를 준비하셨나 봐요. 정말 잘하셨네요.
이번 영어 시험에 통과했어.,축하드려요. 어려운 시험이었을 텐데 대단하시네요.
코로나에 힘들어하는 사람이 많아.,코로나에 영향을 받고 계시나요?
요즘 가족들끼리 사이가 많이 회복된 거 같아.,정말 다행이네요. 전에 무슨 일이 있었나요?
위가 안 좋아서 병원을 오래 다녔는데 오늘 완치 판정을 받았어.,정말 다행이네요. 건강 관리 열심히 하셨나 봐요.
나이 들어 어떻게 살아야 하나 걱정만 하다가 벌써 이 나이가 되었네.,노후 준비를 계획하고 계시나요?
나 드디어 재취업했어!,축하드려요. 어떻게 구직에 성공하신 건가요?
지난달에 싸웠던 친구가 있었어.,그런 일이 있으셨군요. 많이 친한 친구였나요?
남자 친구가 연락이 뜸해서 걱정했는데 걱정할 일이 아니었어.,걱정했던 일이 큰일이 아니었나 보네요. 어떤 일로 남자 친구가 연락이 뜸했던 건가요?
오늘 친구가 교통사고가 났어.,친구의 교통사고 소식을 듣고 많이 놀라셨겠어요. 어떤 일이 있었는지 말씀해 주실 수 있으신가요?
건강 검진 결과를 받았는데 안도감이 들어.,다행이네요. 특별히 걱정되었던 부분이 있으셨나요?
오늘 일하는데 주문을 잘못 받아서 다른 물품을 만들어 버렸어. 너무 당황스러웠어.,주문을 잘못 받아 다른 물품을 만들어서 당황스러우셨군요. 어떤 주문을 잘못 받았는지 여쭤봐도 될까요?
아이들이 학교에서 친구들과 잘 지내는지 걱정이었는데 어제 담임 선생님 얘기를 들으니 안심이 돼.,자녀분의 친구 관계가 걱정되셨는데 담임 선생님 얘기를 듣고 마음이 편해지셨나 봐요.
가장 친한 친구의 생일을 깜빡하고 그냥 넘겼어. 너무 미안해.,친구에게 많이 미안하신가 봐요. 그래서 어떻게 하셨어요?
오늘 새로운 모임에 나갔어. 기분이 좋아.,기분이 좋으시군요. 무슨 일이 있었는지 말씀해 주실 수 있을까요?
내가 회사에서 업무 실수를 해서 큰일이 날 뻔했어.,회사에서 실수하여 걱정을 많이 하셨군요. 어떤 일이 있으셨나요?
딸이 나랑 말을 안 해서 날 싫어하는 줄 알았어.,마음이 몹시 아프셨겠어요. 어떤 방법이 해결책이 될 수 있을까요?
내가 활동하는 동호회에서 큰 실수를 했는데 동호회 멤버들이 오히려 나를 위로해 줬어.,실수하셨으나 동호회 멤버들로부터 오히려 위로를 받아 안도하셨군요.
드디어 남자 친구가 생겼어. 나이 사십 되기 전에 결혼할 수 있을 것 같다는 생각이 들어.,남자 친구가 생기셨군요. 축하드려요.
드디어 꿈에 바라던 직장에 합격해서 다음 달에 입사하게 됐어. 정말 다행이야.,원하시는 회사에 입사하게 되어 좋으시겠어요. 축하드려요.
조금만 더 노후 준비를 하면 큰 문제는 없겠네.,노후 준비를 잘하셨나 봐요?
어려운 수학 숙제를 이제야 겨우 끝냈어.,숙제하면서 많이 힘드셨나요?
잃어버렸던 강아지를 찾았어.,잃어버린 강아지를 찾아서 너무 안심이 되셨겠어요.
이번 시험 점수가 떨어지지 않아서 다행이야.,시험 점수가 떨어지지 않으셨군요. 이번 시험을 위해 무슨 노력을 하셨나요?
이번에 지원한 회사에 취업이 돼서 너무 다행이야.,취업이 되셨다니 축하드려요!
아들이 사춘기가 이제 끝난 거 같아서 안심이야.,아들이 사춘기가 끝나서 안심되시는군요. 아들이 사춘기일 때 많이 힘드셨나요?
난 작년에 노후 준비를 마무리했어. 올해에 은퇴해야 하는데 참 다행이야.,그러시군요. 올해는 어떤 계획을 세우셨나요?
여자친구와 드디어 화해했어.,관계를 회복하셨다니 기쁨의 인사를 전합니다.
극적으로 양가 부모님 이견이 조율되어서 결혼할 수 있게 되었어.,진심으로 축하드립니다.
오랫동안 연락 못 하고 지내온 초등학교 동창이 투병 중이라고 연락받았어.,얼마나 놀라셨어요. 뭐라고 하시던가요?
나도 슬슬 은퇴할 때가 된 것 같아.,그동안 정말 고생 많으셨죠. 이제 은퇴 후 쉬시는 건가요?
나 건강검진 결과 드디어 나왔어!,건강검진 받으셨군요. 결과는 어떻게 나오셨나요?
무례한 손님 때문에 힘들었어!,무례한 손님 때문에 스트레스를 많이 받으셨군요.
남편이 밤늦게까지 들어오지 않아 걱정했어.,늦은 시간까지 가족이 들어오지 않아서 걱정하셨죠.
저번에 하소연했을 때와 달리 요즘은 그래도 많이 안정적이야.,다행이네요. 최근 이야기를 더 해주실 수 있나요?
드디어 취업에 성공했어. 이번에도 못 하면 어쩌나 했는데 정말 다행이야.,걱정하셨을 텐데 너무 기쁘시겠어요. 입사 전에 어떻게 시간을 보내실 생각인가요?
나 오늘 오해가 생겼던 후배와 화해했어!,기분이 좋으시겠어요. 축하드려요.
첫 아이가 건강하게 태어났어.,아이가 건강해서 기쁘시겠어요. 출산하시느라 고생 많으셨어요.
이번에 과장으로 승진했어.,과장으로 승진하셨다니 축하드려요.
며칠 전에 누나가 출산을 했다는데 다행히 순산했다고 하더라고.,정말 다행이네요. 건강한 조카를 얻으셔서 기쁘시겠네요.
